,Unnamed: 0,measure,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,Piecewise Linear Fit_scaled_relative_likelihood_over_Constant Fit,Piecewise Linear Fit_AIC_weight,Exponential Saturation Fit_scaled_relative_likelihood_over_Constant Fit,Exponential Saturation Fit_AIC_weight,Michaelis-Menten Fit_scaled_relative_likelihood_over_Constant Fit,Michaelis-Menten Fit_AIC_weight,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
13,1,closeness,Piecewise Linear Fit,1.0986122886670115,0.2366071475383302,-0.2327010183350382,1.0,0.9973935708079932,0.4732142956092921,0.0888445695196078,0.0693146581067024,2.4263977740321003,0.3333337139160607,2.426397304394291,0.3333336493981498,2.426389932673656,0.3333326366857894,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,,,,
14,2,betweenness,Michaelis-Menten Fit,1.0986122749094558,0.2035848588080462,-0.8049903378458547,1.0,1.0,,,,1.0391033607064184,0.3332552504844823,1.0394571699609487,0.333368722152654,1.0394799479020869,0.3333760273628637,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,0.065295646575995,1.19865157753204,0.0022965394362029,
15,3,harmonic,Michaelis-Menten Fit,1.0985581320234044,0.1511002358526727,-0.1661987875440425,1.0,1.0,,,,1.8462252329070343,0.3284339258351865,1.887159264628913,0.335715878491369,1.8879143016432232,0.3358501956734445,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,0.0714230227451714,0.3936329866819709,0.0993926287357097,
16,4,clustering,Piecewise Linear Fit,1.0986096365157365,0.0199290683427693,0.07435171918175,1.0,0.1781059947871416,0.0398581366840474,-2.672502312934281,0.7695920176322519,1.024764801446599,0.3341072513645945,1.0232259839473627,0.3336055459154067,1.019182397053146,0.3322872027199988,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,,,,
17,5,pagerank,Exponential Saturation Fit,1.0986113416636023,0.0058335592569037,-0.08107914727186,1.0,0.1233709817549956,,,,1.0248973243122956,0.3335516479307392,1.0255165362372165,0.3337531697349983,1.0222656799968186,0.3326951823342622,0.0001314637791726,118.82062902500556,0.0007449807010623,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,11510,1151,,,,
18,0,degree,Exponential Saturation Fit,1.098612191369537,0.0063149154326609,-0.0710115759729515,1.0,0.1450252951096121,,,,1.0238057359471215,0.333130483453959,1.02486260041559,0.333474370735466,1.0246191194477348,0.333395145810575,2.6807258344901395,109.76349370808124,17.53491056988422,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,5930,593,,,,
19,1,closeness,Piecewise Linear Fit,1.0986102715310513,0.1794117476113796,-0.2315333851422939,1.0,0.9527824620573356,0.3588234954626786,0.1495599877403483,0.0890589726371174,1.7119424014867872,0.334280396621636,1.704669594689696,0.3328602806536146,1.7046646888709325,0.3328593227247494,,,,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,5930,593,,,,
20,2,betweenness,Piecewise Linear Fit,1.0986122886680516,0.2308437606106687,-0.8229814713879603,1.0,0.9983136593591906,0.461687521891348,0.0689074836961172,0.0034214736122517,1.0596840947138506,0.3333334150084296,1.0596833378282775,0.3333331769230852,1.0596840726514094,0.3333334080684851,,,,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,5930,593,,,,
21,3,harmonic,Piecewise Linear Fit,1.098612169293164,0.1631457652052921,-0.1639499588934339,1.0,0.9224283305227656,0.3262915306130029,0.1611964894600177,0.1341072772727247,1.5539425079197664,0.3335590054574969,1.5525518256219974,0.3332604908073172,1.552179191966677,0.333180503735186,,,,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,5930,593,,,,
22,4,clustering,Michaelis-Menten Fit,1.0986114058576282,0.0178394332276096,0.1034191536533309,1.0,0.9595278246205734,,,,1.0635565108658325,0.3328264555282101,1.0649675346877767,0.3332680174504264,1.0670047148567428,0.3339055270213634,,,,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,5930,593,-0.1448395276001944,0.019333512598518,0.7416187681982529,
23,5,pagerank,Michaelis-Menten Fit,1.098611888689744,0.0015915705236777,-0.0635827643178133,1.0,0.163575042158516,,,,1.0218485866085234,0.3329131038995208,1.0236936646086323,0.3335142209847747,1.0238730846145507,0.3335726751157044,,,,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,5930,593,0.00020399450429,0.0016026214898097,0.0014969714825845,
24,0,degree,Piecewise Linear Fit,1.098586407033337,0.0164208081424328,-0.1251192783022206,1.0,0.1351025331724969,0.0328416162848895,137.9355716201136,15.837820700410894,1.0784148877520794,0.3358974967212355,1.072231954438679,0.333971677775343,1.0599007155573898,0.3301308255034215,,,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,8290,829,,,,
25,1,closeness,Piecewise Linear Fit,1.0986089928613136,0.2037790300552186,-0.2177071123278747,1.0,0.9734620024125452,0.4075580604500352,0.1200120302524188,0.0878781768132133,2.3963030997648067,0.3345439892820281,2.3832957036773177,0.3327280478104726,2.3832950955263272,0.3327279629074992,,,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,8290,829,,,,
26,2,betweenness,Michaelis-Menten Fit,1.0986121305730845,0.2368318573801579,-0.866209164174726,1.0,1.0,,,,1.0893044465850084,0.3330682765187184,1.0906043250363542,0.333465730395668,1.090605184167487,0.3334659930856135,,,,glioma_mibitof:Brainiaqc_R1C1_whole_cell.tiff,8290,829,9464.830150566382,183021.12121757944,0.0018917108447704,
