,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
clustering,Michaelis-Menten Fit,0.9999998773070523,0.014325716974112999,0.09671931082985244,1.0,0.8536585365853658,1.038830043235088,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,23618,2173,,,,,-0.14719366663162636,0.015198790049006166,0.809851018345334
degree,Michaelis-Menten Fit,0.9999464851579958,0.015526695054256138,-0.28573230185810666,1.0,0.8537291817523533,1.0796638428531569,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,6836,1381,,,,,4.935862961530787,0.01659037834860609,5.964963945920049
pagerank,Piecewise Linear Fit,0.9999913408235002,0.009248958901156366,-0.12737534670247647,1.0,0.11947863866763216,1.0536286427090604,0.018497918007734867,0.009004832549692875,0.000570572133370727,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,6836,1381,,,,,,,
betweenness,Piecewise Linear Fit,0.9999997315950172,0.16039192607828132,-0.85744544151517,1.0,0.8595220854453295,1.2069745560591219,0.32078385278360944,0.051157876471815376,0.001364173503908292,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,6836,1381,,,,,,,
closeness,Piecewise Linear Fit,0.9999935924375287,0.19722432119169825,-0.24660469049633352,1.0,0.9471397538015931,2.979071435838082,0.39444864278876274,0.09730675503017176,0.05863069460540997,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,6836,1381,,,,,,,
clustering,Piecewise Linear Fit,0.9999985495383974,0.012437568107749078,0.12989972311275502,1.0,0.14554670528602462,1.0809123403736762,0.024875136215106373,-6.3493046278543765,0.6868996783060928,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,6836,1381,,,,,,,
degree,Piecewise Linear Fit,0.9999980258277222,0.1563334646592358,-0.42230992016049784,1.0,0.8380281690140845,1.027324727729779,0.3126669293249457,4.82956509906563,1.0328175377441167,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,124,142,,,,,,,
pagerank,Exponential Saturation Fit,0.9999999835076836,0.14957939954797103,-0.16221500474698877,1.0,1.0,1.0017006928119772,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,124,142,0.003012267828057558,3.245494450389533,0.0059831233282811366,,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,124,142,,,,0.00025828731252764813,,,
closeness,Constant Fit,,0,0,0.7112676056338029,0.0,,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,124,142,,,,0.7354390216294223,,,
clustering,Michaelis-Menten Fit,0.9999990103217484,0.007116095446293113,-1.0412244342490007,1.0,0.47183098591549294,1.016812141404478,,,,glioma_mibitof:CHOP_907_R10C7_whole_cell.tiff,124,142,,,,,0.31302252250230983,0.007347589924436413,-0.006097456943577764
degree,Piecewise Linear Fit,0.9999951754914986,0.012144713859582235,-0.18936057266682085,1.0,0.15239477503628446,1.0518144711700306,0.024289427719183097,130.3101098392612,6.774910498888858,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,6634,1378,,,,,,,
pagerank,Piecewise Linear Fit,0.9999914472809557,0.009143507658078615,-0.11182107750310386,1.0,0.12844702467343977,1.0491905558028767,0.01828701554133999,0.008120965537458934,0.0005897898019053989,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,6634,1378,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999202351281,0.15572967645311409,-0.8603353730786943,1.0,0.8679245283018868,1.2242742462303164,0.31145935346947795,0.05529684620457191,0.001397945933705177,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,6634,1378,,,,,,,
closeness,Piecewise Linear Fit,0.9999920530762315,0.1863262645091292,-0.2217879599216745,1.0,0.9404934687953556,2.638650962457231,0.37265252943330185,0.089786358575826,0.058700853431584,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,6634,1378,,,,,,,
clustering,Piecewise Linear Fit,0.9999973619601426,0.022058823199135765,0.128066314877476,1.0,0.21988388969521044,1.0917997911069879,0.044117646396989584,-3.4413354911057996,0.6686657389346274,glioma_mibitof:CHOP_907_R10C12_whole_cell.tiff,6634,1378,,,,,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1614,644,,,,5.012422360248447,,,
pagerank,Piecewise Linear Fit,0.9999995126321566,0.0039552760488821715,-0.12816768979444174,1.0,0.07453416149068323,1.0142252641214984,0.007910552115266475,0.04519765921236753,0.0012160379525891615,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1614,644,,,,,,,
betweenness,Piecewise Linear Fit,0.9999866932722131,0.11985294104139634,-1.1614837431173728,1.0,0.6909937888198758,1.0463584310004226,0.23970588233804818,0.09390820295889939,-0.0015648326962875445,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1614,644,,,,,,,
closeness,Piecewise Linear Fit,0.9999996952903255,0.1566079813833032,0.5098400083381474,0.9875776397515528,0.8333333333333334,1.0355700804816685,0.3132159626922441,-0.42120289920292925,0.19534498220569876,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1614,644,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1614,644,,,,0.5726109035891644,,,
degree,Piecewise Linear Fit,0.9999874391822722,0.01688295889231374,-0.2694840757314528,1.0,0.12421383647798742,1.050940677555128,0.03376591778463892,294.8496983279534,13.494159249486199,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,21728,1908,,,,,,,
pagerank,Piecewise Linear Fit,0.999974979853591,0.01614188851804375,-0.17302184090920558,1.0,0.12106918238993711,1.0934207570812702,0.03228377769721183,0.004883162778116078,0.0003767459632653139,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,21728,1908,,,,,,,
betweenness,Piecewise Linear Fit,0.9999997586016403,0.14087427476451486,-1.07957806714975,1.0,0.9198113207547169,1.229064469918118,0.28174855022369233,0.04055904816135666,-0.00042117136279405914,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,21728,1908,,,,,,,
closeness,Piecewise Linear Fit,0.9999999999999465,0.18049213844018153,-0.20167289302020674,0.999475890985325,0.9989512323020451,1.035478370225345,0.3609842772009818,0.1125899161326359,0.08044353254942184,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,21728,1908,,,,,,,
clustering,Exponential Saturation Fit,0.9999974444017551,0.02404637591812305,0.13264866480995732,1.0,0.4187631027253669,1.1345414818394604,,,,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,21728,1908,-0.17628427937383578,28.824316647399517,0.7526001007063423,,,,
degree,Michaelis-Menten Fit,0.9999850530021887,0.02765292629727341,-0.2747922335985388,1.0,1.0,1.1177081043632016,,,,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,19541,2310,,,,,8.602798399773013,0.031116501417757556,10.682855950766841
pagerank,Piecewise Linear Fit,0.9999828868257805,0.009295060515856036,-0.1297554426587425,1.0,0.11818181818181818,1.0763122492389243,0.018590121373257155,0.005442947921033539,0.00033931423271309734,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,19541,2310,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999998459978076,0.19660508769429438,-0.9403345400935362,1.0,1.0,1.2298365598844194,,,,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,19541,2310,,,,,0.03407771479279565,0.9424277343125583,0.00037322396655268685
closeness,Piecewise Linear Fit,0.9999968850375934,0.1972189785568188,-0.2405617988839152,1.0,0.9545454545454546,3.368865149419308,0.3944379575016172,0.10166456725142893,0.06329714155078568,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,19541,2310,,,,,,,
clustering,Piecewise Linear Fit,0.9999659203698283,0.016088264050908137,0.13371247297517766,1.0,0.1632034632034632,1.169099377773775,0.03217652810122375,-5.430604700696861,0.7407785192972871,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,19541,2310,,,,,,,
degree,Piecewise Linear Fit,0.999993824288499,0.011764705880580694,-0.2323392109437403,1.0,0.14388020833333334,1.0418292629534807,0.023529411761173617,192.21006453888592,7.471435416295732,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,8900,1536,,,,,,,
pagerank,Piecewise Linear Fit,0.9999822062788795,0.009313725429315956,-0.1322839971914988,1.0,0.12760416666666666,1.0490466333776742,0.018627451082613575,0.008316506897916163,0.00050808297515946,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,8900,1536,,,,,,,
betweenness,Piecewise Linear Fit,0.9999993816365131,0.1720588230966902,-0.8700133169920518,1.0,0.908203125,1.1999278878044528,0.3441176469287088,0.04679781443568819,0.0012030272456422823,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,8900,1536,,,,,,,
closeness,Piecewise Linear Fit,0.9999936200663452,0.1782994323829936,-0.22556595295576962,1.0,0.9244791666666666,2.8029263992778417,0.3565988651333235,0.09707690939836289,0.05942604020117482,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,8900,1536,,,,,,,
clustering,Exponential Saturation Fit,0.9999979655178839,0.011526015847947385,0.15595601900226655,1.0,0.23763020833333334,1.1287237561981487,,,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,8900,1536,-0.20179323142555064,60.13762172457382,0.747852189152284,,,,
degree,Piecewise Linear Fit,0.99999829897677,0.012751305496780864,-0.19020223744419962,1.0,0.12837837837837837,1.0111002519258177,0.025502610993606973,56.37622709068993,3.0606354885080087,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,1296,592,,,,,,,
pagerank,Piecewise Linear Fit,0.9999994658376711,0.01230545072969475,-0.12653094758443667,1.0,0.1266891891891892,1.018237783966736,0.024610901616040837,0.01571062315600786,0.001334571006721868,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,1296,592,,,,,,,
betweenness,Piecewise Linear Fit,0.9999981060971372,0.018627450643441044,-1.156943317561953,1.0,0.16722972972972974,1.0057003158126343,0.03725490130584647,0.1964466778060209,-0.0004963967172206739,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,1296,592,,,,,,,
closeness,Constant Fit,,0,0,0.9831081081081081,0.0,,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,1296,592,,,,0.1741438446413178,,,
clustering,Piecewise Linear Fit,0.9999999999999771,0.24744321327477706,-0.10309806955648947,1.0,0.9983108108108109,1.0012681803902195,0.4948864267565204,0.23911439072090834,0.5147255026565195,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,1296,592,,,,,,,
degree,Piecewise Linear Fit,0.9999996029150234,0.01416428927395856,-0.36958453435139355,1.0,0.13801169590643275,1.0574936867825906,0.02832857854793832,133.55488238366922,3.226767145580115,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2845,855,,,,,,,
pagerank,Piecewise Linear Fit,0.9999974877535391,0.010708063535535387,-0.13095832242013775,1.0,0.11695906432748537,1.0284548937821518,0.02141612723718304,0.012892561692307803,0.000916131126598179,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2845,855,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999295,0.24739449251738205,-0.9357057454822978,1.0,0.9988304093567252,1.1141270019333116,0.4947889856676343,0.07818174908758693,0.0013290100423102506,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2845,855,,,,,,,
closeness,Piecewise Linear Fit,0.9999967621708896,0.02426407114603974,0.5077091412322864,0.9964912280701754,0.1784037558685446,1.0814027110103681,0.04852814229053381,-3.1396428640953014,0.22622807776241016,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2845,855,,,,,,,
clustering,Piecewise Linear Fit,0.9999999250850105,0.02122128129040919,0.11362487654977962,1.0,0.17076023391812867,1.014992637720604,0.04244256257949775,-3.213778621989575,0.668425575893436,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2845,855,,,,,,,
degree,Exponential Saturation Fit,0.9999974996022173,0.010246277433603498,-0.28848787322092634,1.0,0.1841541755888651,1.0594684792567686,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,7275,1401,4.8256726265920165,67.64868363470103,5.950899348597164,,,,
pagerank,Piecewise Linear Fit,0.9999847719465199,0.011634916409528837,-0.15710661182694188,1.0,0.11420413990007137,1.0794451971502146,0.023269833092857403,0.00849885148256064,0.0005305198719356643,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,7275,1401,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999459597054,0.21470575527596797,-0.9435755709229637,1.0,0.987152034261242,1.1813980954764636,0.42941151136675426,0.05270027811796954,0.0006766234524752198,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,7275,1401,,,,,,,
closeness,Piecewise Linear Fit,0.999999649134861,0.1860920664248106,-0.21494601155363535,0.9992862241256245,0.9535714285714286,2.3436569231562103,0.3721841332690896,0.0887275559831745,0.060305442840507546,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,7275,1401,,,,,,,
clustering,Piecewise Linear Fit,0.9999967231231093,0.017119702075829187,0.14613041794549278,1.0,0.15274803711634546,1.1020281176872602,0.034239404151008866,-5.271353813579475,0.7078019943011277,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,7275,1401,,,,,,,
degree,Piecewise Linear Fit,0.999998290075224,0.03075665854829416,-0.28511606242565246,1.0,0.260233918128655,1.023539272102629,0.06151331709692109,18.484953921331815,1.4255136431066888,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,404,342,,,,,,,
pagerank,Exponential Saturation Fit,0.9999998912907166,0.020305066202325646,-0.1322061169583651,1.0,0.3362573099415205,1.0117287954557297,,,,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,404,342,0.000710616247068949,34.13665154910502,0.0023322233118598123,,,,
betweenness,Piecewise Linear Fit,0.999998193004376,0.07080995165431468,-0.8533161427215158,1.0,0.5116959064327485,1.0178836643558389,0.14161990710527717,0.0037301301674998975,4.5403588497746735e-05,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,404,342,,,,,,,
closeness,Piecewise Linear Fit,0.9999988065455965,0.06601133669030644,0.1380733186438107,0.9093567251461988,0.47266881028938906,1.0084431817881199,0.13202267336831147,-1.0732275465773309,0.5839434837383751,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,404,342,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,404,342,,,,0.32662211083263715,,,
degree,Piecewise Linear Fit,0.9999977497687963,0.00736015701569857,-0.25517420397505036,1.0,0.1349911190053286,1.032387223980872,0.01472031403140874,126.90104899564777,2.726278585090113,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,1239,563,,,,,,,
pagerank,Piecewise Linear Fit,0.9999965851401876,0.008919843238190152,-0.11588730316953307,1.0,0.1492007104795737,1.0227123010347623,0.017839686560668762,0.021165040726030707,0.0014402838419112632,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,1239,563,,,,,,,
betweenness,Piecewise Linear Fit,0.999996706216116,0.0843869854512319,-0.7365548863474506,1.0,0.6358792184724689,1.0200786985085855,0.1687739711669105,0.06382153959589004,0.0019263170637100315,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,1239,563,,,,,,,
closeness,Piecewise Linear Fit,0.9999993725810972,0.03336604510710901,0.26530633808756704,0.9928952042628775,0.32558139534883723,1.0107904041424465,0.06673209020867485,-1.2038613699579774,0.191570780868245,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,1239,563,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,1239,563,,,,0.525578674335335,,,
degree,Exponential Saturation Fit,0.9999831577704987,0.006073106718418066,-0.18243691639444362,1.0,0.17076326002587322,1.017059418349798,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,2051,773,1.686799969518208,114.13387128510946,3.7795677863387263,,,,
pagerank,Piecewise Linear Fit,0.999997109559361,0.010541848192292414,-0.10139521971574526,1.0,0.16041397153945666,1.0228934566286316,0.021083696567473387,0.011528167614060877,0.0010770311587011657,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,2051,773,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999923597267,0.222058822648867,-0.882910538754864,1.0,0.9883570504527813,1.1477190165463216,0.44411764566291134,0.12161697725725126,0.003581486670207898,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,2051,773,,,,,,,
closeness,Piecewise Linear Fit,0.9999996100591301,0.1906206310201172,-0.21117758843132145,1.0,0.9611901681759379,2.19807476694968,0.38124126260951163,0.06696934660421931,0.04768451609122766,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,2051,773,,,,,,,
clustering,Exponential Saturation Fit,0.9999999433993927,0.002705675861237726,0.16376690773386174,1.0,0.12160413971539456,1.0148041625204207,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,2051,773,-0.19393703985463548,256.1826385066289,0.6890815497264352,,,,
degree,Piecewise Linear Fit,0.9999977330776368,0.01498373804511229,-0.2515552849532665,1.0,0.16753623188405797,1.0558676837272494,0.029967476090240856,184.1304199186804,8.208654856801605,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,11335,1725,,,,,,,
pagerank,Piecewise Linear Fit,0.9999843816557712,0.009553288008146728,-0.1405324196003105,1.0,0.12405797101449276,1.0663032092619942,0.019106576266627803,0.007632422703682779,0.00044593156872924593,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,11335,1725,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999897398166,0.18427906942620415,-0.8968473352238546,1.0,0.9484057971014492,1.198569095580879,0.3685581397124585,0.042853098930870845,0.000908280835402949,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,11335,1725,,,,,,,
closeness,Piecewise Linear Fit,0.9999970107789797,0.18366028150123104,-0.21305997449663053,0.9994202898550725,0.947215777262181,2.3866464032055212,0.3673205634140953,0.0892348987488149,0.06053265814420037,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,11335,1725,,,,,,,
clustering,Piecewise Linear Fit,0.9999936967912321,0.01400883614552621,0.11761778047789745,1.0,0.16057971014492753,1.1025297641895087,0.02801767229051656,-5.228563563099939,0.6959928375934326,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,11335,1725,,,,,,,
degree,Piecewise Linear Fit,0.999999999999968,0.23976752945836471,0.16578621210262373,1.0,0.9980353634577603,1.006954625856013,0.4795350588964717,-2.367178245469059,3.9910928826919028,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,926,509,,,,,,,
pagerank,Piecewise Linear Fit,0.9999999201167777,0.007610351611863324,-0.07151634972436124,1.0,0.14538310412573674,1.0056729891154383,0.015220703310836128,0.01747307009353203,0.0017264056655795859,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,926,509,,,,,,,
betweenness,Piecewise Linear Fit,0.999999429316158,0.08593562673208525,-0.6802094695933907,1.0,0.6110019646365422,1.0201520948175713,0.17187125412028792,0.0261951969072957,0.0010583219965739853,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,926,509,,,,,,,
closeness,Exponential Saturation Fit,0.9999932156429845,0.00014492065764579523,0.29140905833837205,0.9862475442043221,0.053784860557768925,1.0063971911211043,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,926,509,-0.15491315533523384,4782.942559504591,0.34325674906485304,,,,
clustering,Piecewise Linear Fit,0.999999983027386,0.05017410754939421,0.12226894782956339,1.0,0.4223968565815324,1.005247484923091,0.10034821509046514,-1.2056343561119973,0.5552339881199201,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,926,509,,,,,,,
degree,Exponential Saturation Fit,0.9999989592842098,0.001420290290459176,-0.3524963211721704,1.0,0.1130952380952381,1.011713616157026,,,,glioma_mibitof:CHOP_907_R11C5_whole_cell.tiff,466,336,1.5073675969391633,488.03204890565854,1.3844485824463422,,,,
