,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
betweenness,Piecewise Linear Fit,0.9999999549441307,0.01621714472555512,-0.5637234799752459,1.0,0.2004950495049505,1.0031438421142864,0.0324342900077983,0.005826295029319241,7.312439593475106e-05,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,623,404,,,,,,,
closeness,Michaelis-Menten Fit,0.9999992283859115,0.24147893223125058,0.14727546368002273,0.948019801980198,1.0,1.0013541220509816,,,,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,623,404,,,,,-34287.09343939257,129870.09669323727,0.49663492033082035
clustering,Exponential Saturation Fit,0.9999999444816148,0.007418423481803053,-0.20129082590249142,1.0,0.19554455445544555,1.0017147702038498,,,,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,623,404,0.16952218333720984,93.4359142033749,0.33632661204820546,,,,
degree,Michaelis-Menten Fit,0.9999860216072016,0.008029738414246767,-0.373709763023762,1.0,0.5433287482806052,1.0451528573454658,,,,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2028,727,,,,,3.3232939931620065,0.008303845539344623,2.737977461730445
pagerank,Piecewise Linear Fit,0.999995538259543,0.007057207711407442,-0.1909068946563869,1.0,0.10178817056396149,1.0488467198139415,0.014114415466901332,0.03201531384839758,0.0009575633805893677,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2028,727,,,,,,,
betweenness,Piecewise Linear Fit,0.9999988385501087,0.1327130219266038,-0.9069191115457992,1.0,0.7909215955983494,1.045061018670497,0.26542604408673215,0.11366088735538862,0.0015481624621446026,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2028,727,,,,,,,
closeness,Piecewise Linear Fit,0.9999999575394409,0.12131726015616508,0.28211799261227094,0.9931224209078404,0.7451523545706371,1.0111727907574823,0.24263452020108084,-0.21809976619946245,0.12024720849457668,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2028,727,,,,,,,
clustering,Michaelis-Menten Fit,0.9999999947400693,0.2432228916386398,0.08252346820283507,1.0,1.0,1.0021501358624059,,,,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2028,727,,,,,-351.9638621389568,1890.146220504908,0.5940337049650146
degree,Piecewise Linear Fit,0.9999978949714485,0.010837434601732438,-0.21563354767693788,1.0,0.1389324960753532,1.0342196405858366,0.02167486920347833,161.04393898057447,6.348535559484636,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,6063,1274,,,,,,,
pagerank,Piecewise Linear Fit,0.9999953533203652,0.010361927458180964,-0.12979307134903312,1.0,0.13736263736263737,1.0466808913544516,0.020723855149581284,0.008885992388600597,0.0006173301406608698,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,6063,1274,,,,,,,
betweenness,Piecewise Linear Fit,0.9999977665803134,0.1612745095468256,-0.8810813136884276,1.0,0.8963893249607535,1.1297241099581836,0.3225490195914562,0.06479424931700738,0.0014103804846653913,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,6063,1274,,,,,,,
closeness,Piecewise Linear Fit,0.9997417475163952,0.15166571166622186,-0.1809025714623206,1.0,0.8665620094191523,2.40140770930698,0.3033314237045136,0.08152539179276283,0.0559849280409739,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,6063,1274,,,,,,,
clustering,Piecewise Linear Fit,0.9999991202897538,0.015268568891999705,0.10128225674521366,1.0,0.16718995290423863,1.0388280610788252,0.030537137783262665,-4.144956096737772,0.6881506752226576,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,6063,1274,,,,,,,
degree,Exponential Saturation Fit,0.9996506307492643,0.00974279667802711,-0.2946095535128677,1.0,0.19371925841846388,1.0982757573262287,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,26117,2643,9.349185668481354,71.14458029412648,11.192485400280226,,,,
pagerank,Piecewise Linear Fit,0.9999172225466589,0.011454147157154636,-0.1510825152245259,1.0,0.12599318955732122,1.1277476967711995,0.022908294832221992,0.0044231957658926666,0.0002846755218460954,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,26117,2643,,,,,,,
betweenness,Exponential Saturation Fit,0.9999956725110246,0.16280807240826387,-0.9833770446155383,1.0,1.0,1.2952015522470548,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,26117,2643,0.012537876287627626,2.9381027186222264,8.057787162106025e-05,,,,
closeness,Piecewise Linear Fit,0.9999990294969562,0.19578164949186316,-0.23775068147427855,1.0,0.9515701853953841,3.1007373307258344,0.3915632993613046,0.10370387204687939,0.06509419038138467,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,26117,2643,,,,,,,
clustering,Exponential Saturation Fit,0.999985335794363,0.011590708325354825,0.1497498800077155,1.0,0.2213393870601589,1.2918976354724736,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,26117,2643,-0.19423634464438522,59.80196909608007,0.7456540663721585,,,,
degree,Piecewise Linear Fit,0.9999998504511625,0.044739426691195155,-0.10492453025402997,1.0,0.3507853403141361,1.007720611728857,0.08947885338347966,8.213620264301046,3.134784253768376,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1063,573,,,,,,,
pagerank,Exponential Saturation Fit,0.9999999353667857,0.011490273923120879,-0.05720072641531349,1.0,0.23036649214659685,1.0028886995994581,,,,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1063,573,0.0001913972369413029,60.32464175564492,0.0015773328552165459,,,,
betweenness,Piecewise Linear Fit,0.9999999319840607,0.03015558481679913,-0.4779539093665527,1.0,0.2600349040139616,1.0025227105946255,0.060311169646309434,0.4744741160981751,0.015627989439453743,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1063,573,,,,,,,
closeness,Constant Fit,,0,0,0.9912739965095986,0.0,,,,,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1063,573,,,,0.09942669910996381,,,
clustering,Exponential Saturation Fit,0.999995756665591,0.0004669729651948392,0.23076291273779148,1.0,0.059336823734729496,1.0106986930798303,,,,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1063,573,-0.2719910887386086,1484.3411344774454,0.7253257046810418,,,,
degree,Michaelis-Menten Fit,0.9999881770287365,0.0009821968298753608,-0.28044704258385594,1.0,0.1434878587196468,1.0084585436179232,,,,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,813,453,,,,,1.6216436173608357,0.0009862980285441243,2.076020120449126
pagerank,Exponential Saturation Fit,0.9999999595266565,0.0044814486849125,-0.11416927956700335,1.0,0.1456953642384106,1.0085206831867661,,,,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,813,453,0.0004599646075078619,154.67028898167968,0.00178441507983029,,,,
betweenness,Piecewise Linear Fit,0.9999983744741164,0.11909205304885968,-0.6334753183940371,1.0,0.7262693156732892,1.017989406500412,0.23818411098555006,0.004873002346023421,0.000335778491426726,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,813,453,,,,,,,
closeness,Piecewise Linear Fit,0.999992588210374,0.0692929528036437,0.21966050097438944,0.9801324503311258,0.5180180180180181,1.0194709297140323,0.1385859055937837,-1.0262824793838348,0.3948598467642024,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,813,453,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,813,453,,,,0.4760420349824323,,,
degree,Piecewise Linear Fit,0.9999999144738084,0.13968836313979574,0.16139948025934564,1.0,0.8215384615384616,1.016443805555427,0.27937672627547927,-6.793980336223321,6.829108446257781,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1915,650,,,,,,,
pagerank,Piecewise Linear Fit,0.9999982090390049,0.013691946826681066,-0.0961472473951221,1.0,0.17692307692307693,1.015360128579784,0.027383893925708398,0.010054808724153052,0.0012941953478140642,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1915,650,,,,,,,
betweenness,Piecewise Linear Fit,0.999998455797746,0.11295267859174898,-0.7939684126533654,1.0,0.7338461538461538,1.0266332855841125,0.22590535750573673,0.07010495771508066,0.002054829726495347,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1915,650,,,,,,,
closeness,Piecewise Linear Fit,0.9999999991526919,0.18109889121515976,0.5008888173764381,0.9815384615384616,0.9310344827586207,1.0171675371666968,0.36219778232900296,-0.3574909064207178,0.19399385621088922,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1915,650,,,,,,,
clustering,Piecewise Linear Fit,0.9999999920767069,0.11312438742554815,0.0769978884129032,1.0,0.7369230769230769,1.004412611097201,0.2262487747921756,-0.38398809684548857,0.6075891905954668,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1915,650,,,,,,,
degree,Piecewise Linear Fit,0.9999752114940345,0.010773751212826184,-0.2036969784487001,1.0,0.15591915303176132,1.0345852632890244,0.021547502425669687,124.46429361227186,5.242102372524935,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,3971,1039,,,,,,,
pagerank,Piecewise Linear Fit,0.9999977266288896,0.009911437231854923,-0.1005539932292354,1.0,0.1482194417709336,1.0289906540017544,0.019822874683036482,0.00903806022068152,0.0008012861189097665,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,3971,1039,,,,,,,
betweenness,Piecewise Linear Fit,0.9999989435884404,0.12060797188344549,-0.8511784471376549,1.0,0.7333974975938402,1.0903667849256835,0.24121594403128316,0.09123413078929037,0.0019238825524910252,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,3971,1039,,,,,,,
closeness,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,3971,1039,,,,0.08003767736236948,,,
clustering,Piecewise Linear Fit,0.9999960890739015,0.020166466335387576,0.108279183594451,1.0,0.2252165543792108,1.0307862551255258,0.04033293266961149,-3.466152898159592,0.7154540154701643,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,3971,1039,,,,,,,
degree,Piecewise Linear Fit,0.9999999891903483,0.012254897044237325,-0.19608860343805493,1.0,0.1671361502347418,1.0475413666825353,0.024509794088498547,102.55645051998268,5.152624337466924,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,3933,1065,,,,,,,
pagerank,Piecewise Linear Fit,0.9999986000106184,0.007640588888331699,-0.11256678059783413,1.0,0.13427230046948357,1.0374698668989144,0.015281177897351459,0.012661714242535515,0.0007626842036435612,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,3933,1065,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999913813468,0.192888669688509,-0.8366880351622094,1.0,0.9474178403755869,1.163853062441657,0.38577733994055385,0.06845656710254433,0.0025773670510970135,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,3933,1065,,,,,,,
closeness,Piecewise Linear Fit,0.9999929337902125,0.20017966751763583,-0.24098679345730142,1.0,0.9586854460093897,3.27410772807756,0.4003593354993882,0.08626271368872354,0.0543875091550768,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,3933,1065,,,,,,,
clustering,Piecewise Linear Fit,0.9999960234008758,0.017171257052138594,0.12725911800181172,1.0,0.19718309859154928,1.0532004086049291,0.03434251410349294,-4.379160319630965,0.6660821300274452,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,3933,1065,,,,,,,
degree,Michaelis-Menten Fit,0.9999999617365666,0.008449852955036379,-0.3080579992538851,1.0,0.5654635527246992,1.0275735676239042,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,,,,,5.747978402063657,0.008758418279972651,6.339634772013991
pagerank,Piecewise Linear Fit,0.9999969325838457,0.008997214334278482,-0.1315399035990096,1.0,0.11464968152866242,1.0439166733740342,0.017994428861636907,0.009319677879156316,0.0005536066305593749,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999064,0.23984336713211446,-0.8982530373815418,1.0,0.9992922859164898,1.1419063056704168,0.47968673518337845,0.05218810844512243,0.0014178229869269087,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,,,,,,,
closeness,Piecewise Linear Fit,0.9999999999999408,0.2391032994448826,-0.18562585734172424,1.0,0.9985845718329794,1.0112239981342503,0.47820659969142887,0.059651800724386424,0.06257410277706661,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,,,,,,,
clustering,Piecewise Linear Fit,0.9999997609578891,0.015055149973127438,0.11353452936938031,1.0,0.1613588110403397,1.0449852122015486,0.030110299945651998,-4.994426954783591,0.7374735971033048,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,7940,1413,,,,,,,
degree,Exponential Saturation Fit,0.9999645130246132,0.004732056318265072,-0.3609265122051281,1.0,0.14112903225806453,1.0339376484224654,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,851,496,1.90486987430114,146.47906404494753,1.6864261742526814,,,,
pagerank,Piecewise Linear Fit,0.999997805380928,0.005169316132412243,-0.20593984355562295,1.0,0.11491935483870967,1.043000608039079,0.010338632279924818,0.06846623579491909,0.0013646540082799512,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,851,496,,,,,,,
betweenness,Piecewise Linear Fit,0.9999960327015917,0.06446145512073682,-1.0087950145130484,1.0,0.5120967741935484,1.0288011599327866,0.12892291046493412,0.05769383436604046,-3.242379253204624e-05,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,851,496,,,,,,,
closeness,Piecewise Linear Fit,0.9999984546127758,0.06132831198670161,0.331563347416024,0.9818548387096774,0.49075975359342916,1.0298900292247388,0.12265662396557324,-1.566491354107989,0.38581963878689707,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,851,496,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,851,496,,,,0.46228878648233485,,,
degree,Piecewise Linear Fit,0.9999978273349033,0.0049930039434840055,-0.18181393931023748,1.0,0.13058035714285715,1.0233283761846483,0.009986007886973116,195.43577735973977,4.391277466249111,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2757,896,,,,,,,
pagerank,Piecewise Linear Fit,0.9999965740024475,0.005386875512788733,-0.12306247907854057,1.0,0.13616071428571427,1.03599846029512,0.010773751071997868,0.02320908716461008,0.0008909184835187858,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2757,896,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999297206593,0.19441723686933643,-0.7517469966692804,1.0,0.9453125,1.1270914969544077,0.3888344742033484,0.08367870116149886,0.005372451493601178,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2757,896,,,,,,,
closeness,Piecewise Linear Fit,0.9999999616948322,0.22349916897458313,-0.24468449010335167,1.0,0.9866071428571429,1.9028166432141285,0.44699833856546817,0.07252911871746112,0.05003919041191726,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2757,896,,,,,,,
clustering,Piecewise Linear Fit,0.9999999992245131,0.012444636251956796,0.08369710049688855,1.0,0.18191964285714285,1.0105191019663116,0.024889272503255778,-3.7835544605216693,0.6096487600833245,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2757,896,,,,,,,
degree,Piecewise Linear Fit,0.9999777919680012,0.012853166482858518,-0.25673107248126575,1.0,0.14350143501435014,1.0866408337501934,0.025706332965725498,304.0047583697511,11.312486048075625,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,22489,2439,,,,,,,
pagerank,Piecewise Linear Fit,0.9999107711547688,0.011409834368729754,-0.16482884400250503,1.0,0.13407134071340712,1.1457427576764938,0.02281966917589917,0.005204745559446901,0.000300899214198645,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,22489,2439,,,,,,,
betweenness,Exponential Saturation Fit,0.999999998387154,0.1716203567622572,-0.9616891327530002,1.0,1.0,1.1834846206531509,,,,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,22489,2439,0.015780366079883854,2.6089469836704113,0.000226899071246238,,,,
closeness,Piecewise Linear Fit,0.9999989971475245,0.1875957609473649,-0.22277120991732743,1.0,0.940549405494055,2.369616497819072,0.37519152228118957,0.09708420107536539,0.06354207567271418,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,22489,2439,,,,,,,
clustering,Piecewise Linear Fit,0.9999795289121021,0.015920336367181643,0.13339114829627696,1.0,0.16277162771627715,1.2586254926769738,0.03184067273376759,-5.345322456623152,0.7230676868144498,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,22489,2439,,,,,,,
degree,Michaelis-Menten Fit,0.9999867547107744,0.0005102050429041632,-0.2203230263979501,1.0,0.12313432835820895,1.0089684097115839,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,968,536,,,,,1.3346310585653183,0.0005113349937504423,2.358877574036925
pagerank,Exponential Saturation Fit,0.999999864364084,0.0022697062453658897,-0.1283049505361585,1.0,0.125,1.0141504850129262,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,968,536,0.0004311703211861072,305.3905984742871,0.001464670770896126,,,,
betweenness,Exponential Saturation Fit,0.9999999756890152,0.021592658596816593,-0.5331581338630539,1.0,0.4085820895522388,1.0016977381059649,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,968,536,0.00555668860816025,32.10104000708106,0.0024327621715069985,,,,
closeness,Exponential Saturation Fit,0.9999774695138836,0.006988353349904191,0.31475961830421373,0.9869402985074627,0.20415879017013233,1.0117385396378646,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,968,536,-0.16095224096988084,99.18605234675925,0.3361509777070083,,,,
clustering,Piecewise Linear Fit,0.999999724891934,0.01976980770065571,0.11394373862442997,1.0,0.23507462686567165,1.003532121629436,0.03953961540005568,-3.148743617584741,0.6085727986203624,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,968,536,,,,,,,
degree,Piecewise Linear Fit,0.9999996416790499,0.18289696312594939,-0.17328474099351332,1.0,0.92,1.021367170616086,0.3657939262618636,3.6709081567552606,3.203137968662062,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,1042,550,,,,,,,
pagerank,Piecewise Linear Fit,0.9999998734405763,0.010566489232247499,-0.08796340530179857,1.0,0.14727272727272728,1.0064837662884638,0.021132978613867388,0.014147848047184509,0.0015499986546187413,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,1042,550,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999934563215,0.2103616760916943,-0.4068441202556068,1.0,0.9781818181818182,1.0041995834523973,0.4207233530043014,0.05125067140003457,0.015718350795434658,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,1042,550,,,,,,,
closeness,Piecewise Linear Fit,0.9999994558954381,0.08988374154149786,0.41282955268704474,0.9654545454545455,0.5875706214689266,1.0251884382481606,0.17976748305612553,-0.6690226169569105,0.2057978974671878,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,1042,550,,,,,,,
clustering,Piecewise Linear Fit,0.9999999688195498,0.15333594466220946,-0.09327491103599342,1.0,0.8327272727272728,1.0016906749837913,0.3066718894273738,0.2978707364829117,0.44399962334221343,glioma_mibitof:CHOP_941_R5C7_whole_cell.tiff,1042,550,,,,,,,
degree,Piecewise Linear Fit,0.9999975527581682,0.017343200350322115,-0.22297893325511023,1.0,0.17653221581980094,1.0610870032268716,0.03468640070066682,153.55143277304654,9.280087572201928,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,13387,1909,,,,,,,
pagerank,Piecewise Linear Fit,0.9999815955474582,0.01189159722849444,-0.12421540504942562,1.0,0.13514929282346777,1.069622897617833,0.023783194936115845,0.004963860548982472,0.00041618034103843896,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,13387,1909,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999978982763177,0.17874704895532556,-0.9520541935026559,1.0,1.0,1.1827491697609984,,,,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,13387,1909,,,,,0.03483672752325265,0.6594346695717709,0.00037413380355378093
closeness,Exponential Saturation Fit,0.9999999832280977,0.2137512484932662,-0.26263405576066085,1.0,1.0,3.04855965316708,,,,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,13387,1909,0.10555154202684962,1.058193146682415,0.05999002969559191,,,,
clustering,Piecewise Linear Fit,0.9999888544981174,0.014604318343866912,0.13089657207313646,1.0,0.15453116815086432,1.1263438480815076,0.029208636687233995,-5.844001861500821,0.737371335617863,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,13387,1909,,,,,,,
degree,Exponential Saturation Fit,0.9999939757180505,0.004618277690283322,-0.15670036436919446,1.0,0.15412186379928317,1.0070743649690015,,,,glioma_mibitof:CHOP_907_R9C3_whole_cell.tiff,1076,558,1.0703662139420946,150.08780912522312,2.880144669180718,,,,
pagerank,Exponential Saturation Fit,0.9999985826015401,0.003967802935617249,-0.07323871804224771,1.0,0.14695340501792115,1.003239944320075,,,,glioma_mibitof:CHOP_907_R9C3_whole_cell.tiff,1076,558,0.0002473696518777186,174.69284325710922,0.001565105278300484,,,,
betweenness,Piecewise Linear Fit,0.9999994616973502,0.20833333316580258,-1.0554636643611892,1.0,0.967741935483871,1.1529485054032556,0.41666666664177215,0.1343362731101148,-0.0014706771511425573,glioma_mibitof:CHOP_907_R9C3_whole_cell.tiff,1076,558,,,,,,,
closeness,Piecewise Linear Fit,0.9999996974072607,0.056565420810373,0.4736727223041891,0.982078853046595,0.4215328467153285,1.0511729576082367,0.11313084161292196,-1.4459352903364298,0.2544617731217452,glioma_mibitof:CHOP_907_R9C3_whole_cell.tiff,1076,558,,,,,,,
clustering,Michaelis-Menten Fit,0.9999994459696686,0.023644333631707322,0.16321281331800674,1.0,1.0,1.0090717735418637,,,,glioma_mibitof:CHOP_907_R9C3_whole_cell.tiff,1076,558,,,,,-0.17682039907422145,0.026273220176577905,0.5969130542504348
degree,Piecewise Linear Fit,0.9999993152372096,0.014247130022376861,-0.16230621918986413,1.0,0.19457013574660634,1.0082341276371563,0.028494260044830393,37.16353251402288,2.7327160406621553,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,807,442,,,,,,,
pagerank,Exponential Saturation Fit,0.9999976067755978,0.0077859646270329675,-0.07118443781907488,1.0,0.22171945701357465,1.0021806117638639,,,,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,807,442,0.00030538490160293,89.02517366928166,0.0019923332306590272,,,,
betweenness,Piecewise Linear Fit,0.9999998161531916,0.048113307501969606,-0.7262889716220771,1.0,0.41402714932126694,1.0135563962225558,0.09622661648356398,0.006503446992021651,0.00011792109059468223,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,807,442,,,,,,,
closeness,Piecewise Linear Fit,0.9999998854741858,0.023902855438364578,0.10429133590419529,0.9524886877828054,0.2660332541567696,1.0003137929190842,0.04780571087401305,-1.7600890462089374,0.44547143323433996,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,807,442,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,807,442,,,,0.5481487466781584,,,
degree,Exponential Saturation Fit,0.9999998978937785,0.010664706596693664,-0.311613042672139,1.0,0.2141119221411192,1.0364503407468368,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,2641,822,3.2088203412251355,64.99449133871663,3.544315816075451,,,,
pagerank,Piecewise Linear Fit,0.9999991516241045,0.007338532017091913,-0.15183058486193637,1.0,0.10218978102189781,1.0315138942621689,0.014677064100013265,0.022295591664974374,0.0009140111973810014,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,2641,822,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999397,0.2424200775140922,-0.879639988167604,1.0,0.9987834549878345,1.09899639809928,0.48484015571555605,0.07053535813929536,0.0023396597867001343,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,2641,822,,,,,,,
closeness,Piecewise Linear Fit,0.9999999678298923,0.07022576641926305,0.1088405161785438,0.9914841849148418,0.5325153374233129,1.0009891431056,0.14045153273922134,-0.14143488905190862,0.10118858778166158,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,2641,822,,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,2641,822,,,,0.5534261730429614,,,
degree,Piecewise Linear Fit,0.9999981338232022,0.010217868991091027,-0.284377393896497,1.0,0.13896987366375121,1.032830829019056,0.020435737982193117,184.7014675689262,4.749191234364011,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,4199,1029,,,,,,,
pagerank,Piecewise Linear Fit,0.9999973167977463,0.010025410015060302,-0.12028378998029303,1.0,0.1379980563654033,1.035724657636263,0.02005082021883365,0.010625031014040724,0.0007790544573738708,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,4199,1029,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999492889718,0.1936195211987571,-0.8516194096311901,1.0,0.9552964042759962,1.1212127090245014,0.3872390429127578,0.07515649149823717,0.0025354040244908085,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,4199,1029,,,,,,,
closeness,Piecewise Linear Fit,0.999999999948476,0.2096853042409905,-0.1656599794088808,0.9980563654033042,0.9805258033106135,1.010195113179245,0.4193706092260878,0.0563589064199076,0.05951905466763024,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,4199,1029,,,,,,,
clustering,Piecewise Linear Fit,0.99999946682218,0.03623897791452555,0.06601282995182946,1.0,0.30709426627793973,1.0098312588863727,0.07247795582218003,-1.0548083153333105,0.6172819323033981,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,4199,1029,,,,,,,
degree,Exponential Saturation Fit,0.999999105702137,0.02218197621726036,-0.38615734128584095,1.0,0.34492350486787204,1.0412760250806081,,,,glioma_mibitof:Stanford_TA550_R4C1_whole_cell.tiff,2186,719,3.6530024956183507,31.248198947100015,2.9034381640627624,,,,
pagerank,Piecewise Linear Fit,0.9999973855015728,0.011191713209875788,-0.2118467874028201,1.0,0.10152990264255911,1.041610510064235,0.02238342652057281,0.022201103646967087,0.0009243998859992174,glioma_mibitof:Stanford_TA550_R4C1_whole_cell.tiff,2186,719,,,,,,,
betweenness,Piecewise Linear Fit,0.9999959632296904,0.0884162806510326,-1.2881373536174676,1.0,0.5924895688456189,1.0336187944563964,0.17683256136228673,0.29363679714847946,-0.005807378239887237,glioma_mibitof:Stanford_TA550_R4C1_whole_cell.tiff,2186,719,,,,,,,
closeness,Piecewise Linear Fit,0.9999993517972348,0.05076174241144393,0.5424808754624477,0.9930458970792768,0.3557422969187675,1.0277539050623057,0.101523484815568,-1.3869553069377816,0.20018629570118895,glioma_mibitof:Stanford_TA550_R4C1_whole_cell.tiff,2186,719,,,,,,,
clustering,Michaelis-Menten Fit,0.9999999962154038,0.19938769053476696,-0.06971377018050948,1.0,1.0,1.000668251567773,,,,glioma_mibitof:Stanford_TA550_R4C1_whole_cell.tiff,2186,719,,,,,0.3149738473390898,1.2628771528445335,0.5731190206328596
degree,Piecewise Linear Fit,0.9999985489062413,0.015043124173335507,-0.29371700443402543,1.0,0.14074074074074075,1.029357574297984,0.03008624834670818,80.94915701239155,2.9281952439887626,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,1739,675,,,,,,,
