,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
clustering,Piecewise Linear Fit,0.9999950413447506,0.01565026280636546,0.13121244028286513,1.0,0.14557779212395094,1.1188970195337866,0.03130052561215352,-5.421038185478141,0.7314308286374598,,glioma_mibitof:UCSF_TA2_R7C4_whole_cell.tiff,22830,3098,,,,,,
degree,Exponential Saturation Fit,0.9999999510600981,0.01607873645365923,-0.35599474383151763,1.0,0.2717227523857358,1.0447471522158138,,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,10386,1991,5.798501066187063,43.109555397865925,5.244831878427617,,,
pagerank,Piecewise Linear Fit,0.9999950362160309,0.009789530975515532,-0.15911464540492826,1.0,0.09492717227523857,1.0359665355058165,0.01957906222467856,0.007154847868900615,0.0003701594741532567,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,10386,1991,,,,,,
betweenness,Piecewise Linear Fit,0.9999998577226434,0.17677611464196039,-0.8751577989266359,1.0,0.9151180311401306,1.1022801422941788,0.35355223004139763,0.04667498765411279,0.001177017251290293,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,10386,1991,,,,,,
closeness,Piecewise Linear Fit,0.9999999999942948,0.22665795068001682,-0.23196937379125923,1.0,0.987945755901557,1.028971483518669,0.4533159020872246,0.06233794164397419,0.04678119424527143,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,10386,1991,,,,,,
clustering,Michaelis-Menten Fit,0.9999999221426605,0.004164297094193428,0.14800328838186655,1.0,0.311401305876444,1.0265723979552916,,,,,glioma_mibitof:UCSF_TA2_R8C5_whole_cell.tiff,10386,1991,,,,-0.20268446017111671,0.0042362810504147155,0.779336020231868
degree,Michaelis-Menten Fit,0.9999950325179343,0.010110753136071883,-0.22630266067381422,1.0,0.6310380267214799,1.031270336236297,,,,,glioma_mibitof:UCSF_TA3_R3C3_whole_cell.tiff,8916,1946,,,,3.6322857629794307,0.010545498607387911,6.078458287378267
pagerank,Piecewise Linear Fit,0.9999971336977159,0.007372703368547906,-0.12260858604547237,1.0,0.09249743062692703,1.031744327718333,0.014745406928281104,0.0077126262250574685,0.0004069129336863386,,glioma_mibitof:UCSF_TA3_R3C3_whole_cell.tiff,8916,1946,,,,,,
betweenness,Michaelis-Menten Fit,0.9999995737110465,0.19725007682414175,-0.9090480562064825,1.0,1.0,1.148781839722572,,,,,glioma_mibitof:UCSF_TA3_R3C3_whole_cell.tiff,8916,1946,,,,0.057524241513670575,1.0077638410355745,0.0009421089710015894
closeness,Piecewise Linear Fit,0.9999999999995871,0.2287673335925759,-0.19212267775330613,0.998972250770812,0.9943415637860082,1.0127251795334604,0.45753466804313436,0.05332679113066941,0.05129868686543972,,glioma_mibitof:UCSF_TA3_R3C3_whole_cell.tiff,8916,1946,,,,,,
clustering,Piecewise Linear Fit,0.9999948527936924,0.01410384422102008,0.14324804592493648,1.0,0.14439876670092497,1.0659651903230443,0.028207688441611152,-6.575188096080161,0.7401119985762726,,glioma_mibitof:UCSF_TA3_R3C3_whole_cell.tiff,8916,1946,,,,,,
degree,Piecewise Linear Fit,0.9999924194445379,0.011024007522575891,-0.26868902074683537,1.0,0.09730470534490634,1.0389276547209056,0.022048015045161996,215.69568239482138,6.4719197848427585,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,11971,2189,,,,,,
pagerank,Piecewise Linear Fit,0.9999891446526898,0.010709469638909182,-0.17511643199645466,1.0,0.09319323892188214,1.0530902474117068,0.021418939608742693,0.006472458510421799,0.000326514845458316,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,11971,2189,,,,,,
betweenness,Exponential Saturation Fit,0.9999999549039847,0.1520073446183884,-1.0451262479127246,1.0,1.0,1.134516183786201,,,,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,11971,2189,0.020655490998548166,3.459335801971355,-0.00036472023272041907,,,
closeness,Piecewise Linear Fit,0.9999996536217716,0.20037537028462507,-0.23011835803059463,0.9990863407948835,0.9615912208504801,2.339291763779317,0.4007507411408472,0.07011069414005265,0.047000372761505385,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,11971,2189,,,,,,
clustering,Piecewise Linear Fit,0.9999973025574073,0.01385011763616036,0.12943582503959636,1.0,0.11831886706258565,1.0455883714936651,0.027700235271879477,-6.277646142434216,0.7586777660723567,,glioma_mibitof:UCSF_TA3_R6C3_whole_cell.tiff,11971,2189,,,,,,
degree,Michaelis-Menten Fit,0.9999986690039361,0.056490066067489506,-0.25182581416859035,1.0,1.0,1.1060253781711002,,,,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,95038,5864,,,,17.098364641990223,0.0731813800905584,22.1301713180515
pagerank,Piecewise Linear Fit,0.9999541394941261,0.01003917056416095,-0.16060540036534177,1.0,0.09157571623465212,1.0864637565903166,0.020078341970151646,0.0023850833495242716,0.00012514320247346134,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,95038,5864,,,,,,
betweenness,Michaelis-Menten Fit,0.9999999324037399,0.09480396647956639,-1.0598290370381058,1.0,1.0,1.0608148240621682,,,,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,95038,5864,,,,0.005733833092786848,0.15359727509864968,-0.0001235361819505606
closeness,Exponential Saturation Fit,0.9999998215452306,0.15234523090423288,-0.28083050403077103,0.9998294679399727,1.0,1.053457489419773,,,,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,95038,5864,0.04631690145725182,3.464984110081458,0.048647546742450545,,,
clustering,Piecewise Linear Fit,0.9999740383741135,0.014299478439545201,0.13037395335146537,1.0,0.1260231923601637,1.1899179404111522,0.028598956878623065,-6.119487005712155,0.7586937753899701,,glioma_mibitof:Stanford_TA552_R4C1_whole_cell.tiff,95038,5864,,,,,,
degree,Piecewise Linear Fit,0.9999979508333877,0.08529411335637971,-0.20085773426235265,1.0,0.5193864507882403,1.0934782796780385,0.170588226713416,25.98264682584818,8.81734817539022,,glioma_mibitof:UCSF_TA3_R3C2_whole_cell.tiff,14118,2347,,,,,,
pagerank,Exponential Saturation Fit,0.9999874082004405,0.004809144581976777,-0.09656568922791134,1.0,0.09245845760545376,1.0158703254472479,,,,,glioma_mibitof:UCSF_TA3_R3C2_whole_cell.tiff,14118,2347,7.567073512257855e-05,144.1308006512051,0.00035397421859210065,,,
betweenness,Exponential Saturation Fit,0.9999999994135257,0.20810315824749626,-0.9256045497776542,1.0,1.0,1.123524491173064,,,,,glioma_mibitof:UCSF_TA3_R3C2_whole_cell.tiff,14118,2347,0.03127035537270549,1.2627416380360672,0.0005808093937352515,,,
closeness,Piecewise Linear Fit,0.9999999999999852,0.24558823292525278,-0.15688657944733425,1.0,0.9995739241585002,1.0036247880631677,0.4911764669588975,0.044314322998358954,0.05848599486610529,,glioma_mibitof:UCSF_TA3_R3C2_whole_cell.tiff,14118,2347,,,,,,
clustering,Michaelis-Menten Fit,0.9999997506379741,0.0077440560928857425,0.1596899034645375,1.0,0.46484874307626756,1.0676413221994159,,,,,glioma_mibitof:UCSF_TA3_R3C2_whole_cell.tiff,14118,2347,,,,-0.21613525565175354,0.007996197655410613,0.7722302187900677
degree,Exponential Saturation Fit,0.9999995288151353,0.00758977624736999,-0.25391183814838864,1.0,0.1611295681063123,1.0295005150763827,,,,,glioma_mibitof:UCSF_TA3_R4C5_whole_cell.tiff,3310,1204,2.299449431467575,91.3264314948212,3.3783222004922346,,,
pagerank,Piecewise Linear Fit,0.99999868296075,0.007099481533929538,-0.09525352603357062,1.0,0.09551495016611296,1.0151898714866108,0.014198963205843542,0.010290262975115086,0.0006939032452295165,,glioma_mibitof:UCSF_TA3_R4C5_whole_cell.tiff,3310,1204,,,,,,
betweenness,Piecewise Linear Fit,0.9999999948668413,0.23112745083385142,-0.9909093953151423,1.0,0.9941860465116279,1.1251024408196064,0.46225490212042025,0.10210672288867821,0.0002165033364301146,,glioma_mibitof:UCSF_TA3_R4C5_whole_cell.tiff,3310,1204,,,,,,
closeness,Exponential Saturation Fit,0.9999944650785073,0.00019298432703896478,0.5022033147926228,0.9950166112956811,0.02671118530884808,1.0076894259032219,,,,,glioma_mibitof:UCSF_TA3_R4C5_whole_cell.tiff,3310,1204,-0.12699267350714644,3591.7278464143947,0.18993185571203108,,,
clustering,Piecewise Linear Fit,0.9999999401631892,0.04473707601777615,0.07863476285623681,1.0,0.3538205980066445,1.0085995518597204,0.08947415202714923,-1.0647655371786973,0.6534034345719835,,glioma_mibitof:UCSF_TA3_R4C5_whole_cell.tiff,3310,1204,,,,,,
degree,Exponential Saturation Fit,0.999968843728943,0.004414574986348587,-0.598031107286809,1.0,0.1366906474820144,1.0197763751946136,,,,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,216,278,1.2377361779000087,157.01334389439683,0.41597454946696444,,,
pagerank,Piecewise Linear Fit,0.9999991079965443,0.01868665159555442,-0.2813515933299939,1.0,0.16546762589928057,1.029124795080992,0.03737330327480185,0.044655233709076696,0.0021314293116058733,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,216,278,,,,,,
betweenness,Piecewise Linear Fit,0.999998688466596,0.018686650807491528,-1.3594107134668845,1.0,0.16546762589928057,1.0042873811542123,0.037373303224510566,0.00232200452827743,-1.1471937555840283e-05,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,216,278,,,,,,
closeness,Michaelis-Menten Fit,0.9999963305598571,0.004152908232394754,0.16309599075730558,0.7769784172661871,0.28703703703703703,1.0069470683449733,,,,,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,216,278,,,,-0.2647315034665325,0.0042286474318349605,0.9354177362554563
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.22226789996574167,glioma_mibitof:UCSF_TA3_R3C1_whole_cell.tiff,216,278,,,,,,
degree,Piecewise Linear Fit,0.9999587191095136,0.01614481394867634,-0.27281758717146776,1.0,0.1265126512651265,1.0575416761693688,0.03228962789736556,250.73929734864996,10.790124412481251,,glioma_mibitof:UCSF_TA2_R4C2_whole_cell.tiff,33262,3636,,,,,,
pagerank,Piecewise Linear Fit,0.9999803491372157,0.010796076573709353,-0.16810978132898996,1.0,0.09350935093509351,1.0770776991279265,0.021592153727087726,0.0037249107404773996,0.00019900077314807409,,glioma_mibitof:UCSF_TA2_R4C2_whole_cell.tiff,33262,3636,,,,,,
betweenness,Exponential Saturation Fit,0.9999998785742251,0.15053208015956698,-0.9711377020892084,1.0,1.0,1.1538111844551306,,,,,glioma_mibitof:UCSF_TA2_R4C2_whole_cell.tiff,33262,3636,0.00976207170000302,3.5272393125090464,0.00011952215680779754,,,
closeness,Piecewise Linear Fit,0.9999982198542308,0.20583196738862686,-0.2473163006866587,0.9997249724972497,0.9579092159559834,2.7141866450698644,0.41166393527815787,0.0821841614809362,0.05148262974287399,,glioma_mibitof:UCSF_TA2_R4C2_whole_cell.tiff,33262,3636,,,,,,
clustering,Piecewise Linear Fit,0.9999921805835821,0.016770494456849337,0.12770037755254723,1.0,0.1331133113311331,1.1132296277453617,0.03354098891303212,-5.0320840474172845,0.745238525959508,,glioma_mibitof:UCSF_TA2_R4C2_whole_cell.tiff,33262,3636,,,,,,
degree,Michaelis-Menten Fit,0.9999879505859954,0.002816320471752695,-0.44296857622595354,1.0,0.1743920972644377,1.0181765929495965,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,24793,2632,,,,11.98746644167877,0.0028522839922373953,7.48928053561111
pagerank,Piecewise Linear Fit,0.9999975808282378,0.009193744555633147,-0.14449494238424768,1.0,0.06610942249240122,1.0321898172691377,0.018387489460127495,0.0052707174918250575,0.0002869009851292679,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,24793,2632,,,,,,
betweenness,Piecewise Linear Fit,0.9999999998514214,0.2107026345237385,-1.1918309244429248,1.0,0.9886018237082067,1.105304333195247,0.4214052699681044,0.045773700836647634,-0.001552351184793377,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,24793,2632,,,,,,
closeness,Piecewise Linear Fit,0.9999867217757378,0.014908824528234362,0.27341569013160494,0.9992401215805471,0.09847908745247148,1.0118916306776724,0.029817649054633123,-1.624417012077069,0.1127944408216731,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,24793,2632,,,,,,
clustering,Michaelis-Menten Fit,0.9999990493733578,0.01758274913861932,0.13552406369139203,1.0,0.9475683890577508,1.0591452279454177,,,,,glioma_mibitof:Stanford_TA552_R7C4_whole_cell.tiff,24793,2632,,,,-0.19232396313488936,0.019085089505586194,0.7727069070823903
degree,Piecewise Linear Fit,0.9999972066833412,0.015455119880754452,-0.28009899662748694,1.0,0.12359550561797752,1.0305382964332466,0.030910239761536083,113.7615087459134,4.518860629730771,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,5537,1424,,,,,,
pagerank,Piecewise Linear Fit,0.9999996274069846,0.009499557499439875,-0.14073927905292738,1.0,0.08426966292134831,1.0245963568741552,0.01899911520432857,0.009247613951878871,0.0005363430644674531,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,5537,1424,,,,,,
betweenness,Exponential Saturation Fit,0.9999999984630794,0.16194400546506643,-0.9922100712251466,1.0,1.0,1.0737416192994533,,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,5537,1424,0.03475656389864737,2.947723239662835,0.00010357981373889005,,,
closeness,Piecewise Linear Fit,0.999999999375137,0.20284174360218798,-0.19106315828404336,0.9950842696629213,0.963302752293578,1.0020575095668727,0.40568348787362773,0.06061748128991021,0.05205864801898265,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,5537,1424,,,,,,
clustering,Exponential Saturation Fit,0.9999999865317811,0.021385305761409002,0.08899778473330495,1.0,0.32514044943820225,1.0086813471353848,,,,,glioma_mibitof:UCSF_TA3_R5C1_whole_cell.tiff,5537,1424,-0.11286644184003033,32.412303576457234,0.6905300280627101,,,
degree,Michaelis-Menten Fit,0.9999834945540181,0.0019325370731435474,-0.3223150525391389,1.0,0.17371252882398155,1.0142545857393401,,,,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,4123,1301,,,,3.193894324247606,0.0019478693179038524,3.3444015548959283
pagerank,Piecewise Linear Fit,0.999999891869736,0.004282403026904225,-0.13138937709526063,1.0,0.07609531129900077,1.0169813258335676,0.0085648060944129,0.021093269778257123,0.0005971676775424745,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,4123,1301,,,,,,
betweenness,Piecewise Linear Fit,0.9999999089544301,0.14184223394174736,-0.9557889644474516,1.0,0.8378170637970792,1.0694075503248506,0.28368446838295713,0.05679796169935416,0.0003726549816182733,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,4123,1301,,,,,,
closeness,Piecewise Linear Fit,0.99999979133627,0.02383465430953806,0.3106234861348127,0.9961568024596464,0.21373456790123457,1.009612132087232,0.04766930861624859,-1.6859043504982083,0.1695451790595343,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,4123,1301,,,,,,
clustering,Piecewise Linear Fit,0.9999999454749545,0.021876275409894765,0.04471239798621397,1.0,0.1975403535741737,1.0007925217787936,0.043752550816227254,-1.2282493033150856,0.6278106736481804,,glioma_mibitof:UCSF_TA3_R2C3_whole_cell.tiff,4123,1301,,,,,,
degree,Piecewise Linear Fit,0.9999860690407222,0.012416789100702997,-0.24925202300752183,1.0,0.12206468763845812,1.1054533943774427,0.02483357820141303,352.8765763028078,13.197376742290253,,glioma_mibitof:UCSF_TA2_R3C2_whole_cell.tiff,48125,4514,,,,,,
pagerank,Piecewise Linear Fit,0.9999495666918577,0.009439993400245846,-0.14809025126378017,1.0,0.09946832077979618,1.0995316566525475,0.018879987414428978,0.0030752304958176426,0.0001669999594073141,,glioma_mibitof:UCSF_TA2_R3C2_whole_cell.tiff,48125,4514,,,,,,
betweenness,Exponential Saturation Fit,0.999999900295445,0.1896703118113986,-0.9737049642320675,1.0,1.0,1.2396959843483435,,,,,glioma_mibitof:UCSF_TA2_R3C2_whole_cell.tiff,48125,4514,0.012544459367837185,1.9677824888691542,0.00010552285659620026,,,
closeness,Piecewise Linear Fit,0.9999950424389976,0.19228526801639323,-0.23608499944587574,1.0,0.9490474080638015,3.1636058468177706,0.38457053649450323,0.08329141388502252,0.05182304065282193,,glioma_mibitof:UCSF_TA2_R3C2_whole_cell.tiff,48125,4514,,,,,,
clustering,Piecewise Linear Fit,0.999979838468569,0.01366022485397447,0.13412603448979818,1.0,0.1329198050509526,1.2045093988031907,0.02732044970752572,-6.455341262389195,0.7456332902669683,,glioma_mibitof:UCSF_TA2_R3C2_whole_cell.tiff,48125,4514,,,,,,
degree,Michaelis-Menten Fit,0.9999954161069894,0.009996499096579018,-0.3652548481791756,1.0,0.61824075438338,1.17886608822079,,,,,glioma_mibitof:Stanford_TA550_R6C2_whole_cell.tiff,114160,6787,,,,19.52467434453053,0.010416721005217596,16.61589024826971
pagerank,Piecewise Linear Fit,0.9999075575242331,0.010324700642276181,-0.16091747132032339,1.0,0.08810962133490496,1.1466857106030648,0.0206494023139758,0.0020059190507063064,0.000107992145867709,,glioma_mibitof:Stanford_TA550_R6C2_whole_cell.tiff,114160,6787,,,,,,
betweenness,Exponential Saturation Fit,0.9999999085352925,0.19459159460391093,-1.0091688321107293,1.0,1.0,1.3406951046921174,,,,,glioma_mibitof:Stanford_TA550_R6C2_whole_cell.tiff,114160,6787,0.008178470424594462,1.7886968061277921,-2.1842015843197436e-05,,,
closeness,Piecewise Linear Fit,0.9999999830952241,0.2051302320520299,-0.24123056558860906,1.0,0.965080300574628,1.1707316954709768,0.41026046457774373,0.0866105654317813,0.05588278453446812,,glioma_mibitof:Stanford_TA550_R6C2_whole_cell.tiff,114160,6787,,,,,,
clustering,Piecewise Linear Fit,0.9999050410482329,0.01632724436298126,0.13223220021773033,1.0,0.12818623839693533,1.3198204154371354,0.032654488725351885,-5.347619863369582,0.7476041406498453,,glioma_mibitof:Stanford_TA550_R6C2_whole_cell.tiff,114160,6787,,,,,,
degree,Michaelis-Menten Fit,0.999999509143758,0.011524288083113694,-0.356372964526974,1.0,0.6901234567901234,1.10225579208748,,,,,glioma_mibitof:UCSF_TA3_R2C2_whole_cell.tiff,26818,3240,,,,9.531915540632196,0.012088309733936478,8.401949177578198
pagerank,Piecewise Linear Fit,0.999985140988586,0.011542710768394141,-0.16041757313259036,1.0,0.09074074074074075,1.085089455519359,0.02308542215158431,0.0037549724541580324,0.00022684326145339578,,glioma_mibitof:UCSF_TA3_R2C2_whole_cell.tiff,26818,3240,,,,,,
betweenness,Michaelis-Menten Fit,0.9999980142185387,0.17718681229403982,-1.01324885145894,1.0,1.0,1.2266764619359896,,,,,glioma_mibitof:UCSF_TA3_R2C2_whole_cell.tiff,26818,3240,,,,0.022762556888923705,0.6269371327891398,-6.558309202680503e-05
closeness,Piecewise Linear Fit,0.999995196099848,0.19740817281801015,-0.25043654351819894,1.0,0.9546296296296296,3.53057687385932,0.39481634608141325,0.08864445556820078,0.05237540689944661,,glioma_mibitof:UCSF_TA3_R2C2_whole_cell.tiff,26818,3240,,,,,,
clustering,Exponential Saturation Fit,0.9999978588772666,0.011485548768144248,0.14584101623402976,1.0,0.19074074074074074,1.1348516232803203,,,,,glioma_mibitof:UCSF_TA3_R2C2_whole_cell.tiff,26818,3240,-0.19111040273405094,60.34950484956966,0.7507563500369201,,,
degree,Michaelis-Menten Fit,0.9999985298657312,0.013330508429225459,-0.30868743858718317,1.0,0.7810902896081772,1.0705979956017648,,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,13136,2348,,,,5.838098376251599,0.014088620119640963,6.356528027171293
pagerank,Piecewise Linear Fit,0.9999951693913282,0.008970528269065149,-0.11713897080590537,1.0,0.10178875638841567,1.0355851845731143,0.01794105689354654,0.005047899952293664,0.000341286921344332,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,13136,2348,,,,,,
betweenness,Piecewise Linear Fit,0.9999999565777421,0.1613508388091467,-0.8858514180854176,1.0,0.8696763202725724,1.159856680265475,0.32270167848563003,0.037206045359126444,0.0007735606107256686,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,13136,2348,,,,,,
closeness,Piecewise Linear Fit,0.9999999999739811,0.22010667103442333,-0.2093452486684982,1.0,0.985519591141397,1.0228374565565561,0.44021334277194213,0.0626107296513564,0.05204820389754941,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,13136,2348,,,,,,
clustering,Michaelis-Menten Fit,0.9999996827288207,0.0031570245570013296,0.1694933915134207,1.0,0.23551959114139692,1.0609845917782352,,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,13136,2348,,,,-0.22983305146899488,0.003197776094872344,0.787831812958317
degree,Piecewise Linear Fit,0.9999997747835453,0.14835774424047082,-0.056652112621913935,1.0,0.7714932126696833,1.0016181484934914,0.2967154884921482,2.6476843119519127,6.540819956373116,,glioma_mibitof:UCSF_TA4_R3C1_whole_cell.tiff,3095,884,,,,,,
