,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
closeness,Piecewise Linear Fit,0.9999909855334869,0.1823790990609705,-0.22603200470813087,1.0,0.9313725490196079,2.924880779829879,0.3647581986582815,0.06800869284662658,0.042471007083864136,,glioma_mibitof:UCSF_TA3_R2C4_whole_cell.tiff,5231,1530,,,,,,
clustering,Piecewise Linear Fit,0.9999999693794848,0.01700076466565938,0.09877838013318094,1.0,0.169281045751634,1.01757929231849,0.034001529330359756,-3.545493842824797,0.6704916855765171,,glioma_mibitof:UCSF_TA3_R2C4_whole_cell.tiff,5231,1530,,,,,,
degree,Exponential Saturation Fit,0.9999998990973882,0.00983629352890176,-0.28175815710044366,1.0,0.1838006230529595,1.0513932485896924,,,,,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,12047,2247,4.884647262728193,70.46833022040398,6.225832266885003,,,
pagerank,Piecewise Linear Fit,0.9999940761033913,0.008491057260777573,-0.14452263276276447,1.0,0.09301290609701825,1.0435647496577802,0.01698211477436481,0.006717351480745772,0.0003376233265042563,,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,12047,2247,,,,,,
betweenness,Piecewise Linear Fit,0.9999997961095742,0.16394737621062855,-0.9140156756925938,1.0,0.8820649755229194,1.1430739729032513,0.3278947531954451,0.04235337536263091,0.0006532179410349935,,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,12047,2247,,,,,,
closeness,Piecewise Linear Fit,0.9999988010607465,0.1961944511767072,-0.24433492130788856,1.0,0.9537160658655985,3.0362116666465453,0.3923889028625523,0.07706927892761481,0.04676401880137447,,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,12047,2247,,,,,,
clustering,Piecewise Linear Fit,0.9999995278203379,0.01731992195066512,0.12477881436985822,1.0,0.1579884290164664,1.0599867406059542,0.03463984390059067,-4.6838167221337645,0.7312604683849557,,glioma_mibitof:UCSF_TA2_R5C3_whole_cell.tiff,12047,2247,,,,,,
degree,Exponential Saturation Fit,0.9999305996288759,0.0064655115974489715,-0.26866426966387946,1.0,0.13896565337544414,1.0369986262374344,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,15813,2533,5.423382666783779,107.20685750760924,7.381542637656807,,,
pagerank,Piecewise Linear Fit,0.9999956909658975,0.008806261347303558,-0.12384188204322129,1.0,0.0967232530596131,1.034324903202535,0.01761252304655285,0.005004329177148947,0.0003117829228531467,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,15813,2533,,,,,,
betweenness,Piecewise Linear Fit,0.999999900476564,0.17113870234551765,-0.8782169313383932,1.0,0.8969601263324122,1.1750200022362909,0.3422774056843205,0.03445912841040154,0.0008177821092645837,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,15813,2533,,,,,,
closeness,Piecewise Linear Fit,0.9999952369117421,0.191558928762921,-0.24890536616365438,1.0,0.937228582708251,2.730905243803436,0.38311785799373893,0.08188079306451512,0.04733090839397497,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,15813,2533,,,,,,
clustering,Exponential Saturation Fit,0.9999996653588488,0.010004916491840309,0.1580545965122238,1.0,0.1875246742992499,1.097771530474854,,,,,glioma_mibitof:UCSF_TA2_R5C6_whole_cell.tiff,15813,2533,-0.21359371641138566,69.28065632466105,0.7824928553767101,,,
degree,Michaelis-Menten Fit,0.9999820479169088,0.00195589699057118,-0.381941684392557,1.0,0.18218623481781376,1.0122128899030942,,,,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,1490,741,,,,2.3196148237111167,0.001971712646709241,1.8692437271106048
pagerank,Piecewise Linear Fit,0.999999774642455,0.005209442003921164,-0.14010972561522206,1.0,0.09446693657219973,1.0132795722690762,0.010418884040044875,0.032354216859376644,0.0010344198224981397,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,1490,741,,,,,,
betweenness,Piecewise Linear Fit,0.9999993277297258,0.027364069750819297,-1.0185321011810748,1.0,0.24561403508771928,1.0077104453681054,0.05472813978320918,0.019436738227879443,-9.677345845316263e-06,,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,1490,741,,,,,,
closeness,Constant Fit,,0,0,0.970310391363023,0.0,,,,,0.3036202797257605,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,1490,741,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5154349923580692,glioma_mibitof:UCSF_TA3_R2C1_whole_cell.tiff,1490,741,,,,,,
degree,Michaelis-Menten Fit,0.99999799922508,0.03236178283593897,-0.26372930528104926,1.0,1.0,1.0623471216819613,,,,,glioma_mibitof:UCSF_TA2_R4C4_whole_cell.tiff,8550,1890,,,,4.5062966800074475,0.037302371882352484,5.844158316773187
pagerank,Piecewise Linear Fit,0.999996397560571,0.008625316479259022,-0.12236241151704123,1.0,0.09047619047619047,1.0296673855895475,0.01725063321316254,0.006774398278209334,0.0004190954131388786,,glioma_mibitof:UCSF_TA2_R4C4_whole_cell.tiff,8550,1890,,,,,,
betweenness,Exponential Saturation Fit,0.9999999351098096,0.17048917271052796,-0.9666991621415569,1.0,1.0,1.1452308296096878,,,,,glioma_mibitof:UCSF_TA2_R4C4_whole_cell.tiff,8550,1890,0.025903201811692853,2.6387577064679504,0.0003232806007186881,,,
closeness,Piecewise Linear Fit,0.9999999999999044,0.23430935805640898,-0.22218834801983295,1.0,0.9952380952380953,1.0174665343581992,0.46861871689095524,0.06022313701409354,0.0493976368869184,,glioma_mibitof:UCSF_TA2_R4C4_whole_cell.tiff,8550,1890,,,,,,
clustering,Piecewise Linear Fit,0.9999981632410135,0.009922536809928682,0.1313422165665958,1.0,0.09841269841269841,1.0360523256725893,0.019845073619629283,-8.701375325942367,0.7437042659916464,,glioma_mibitof:UCSF_TA2_R4C4_whole_cell.tiff,8550,1890,,,,,,
degree,Piecewise Linear Fit,0.999996780513016,0.011763788414683726,-0.20852874174880467,1.0,0.1267056530214425,1.038590749458249,0.023527576829380368,181.99672202551108,8.126059466357539,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,15484,2565,,,,,,
pagerank,Piecewise Linear Fit,0.9999920339000066,0.00823935820787644,-0.1306857222840532,1.0,0.098635477582846,1.0448682014195723,0.01647871671267901,0.005549769745610932,0.00030417040489804015,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,15484,2565,,,,,,
betweenness,Piecewise Linear Fit,0.9999999994977161,0.21840868713080058,-0.8892586984332869,1.0,0.9871345029239766,1.1635154912150962,0.43681737556607103,0.033486199238798184,0.000910787883058678,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,15484,2565,,,,,,
closeness,Piecewise Linear Fit,0.9999994933682788,0.19424716007231807,-0.23514352113529743,0.9996101364522417,0.9590483619344774,3.0595289687359877,0.3884943206547487,0.07615857204053345,0.04811942213717972,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,15484,2565,,,,,,
clustering,Piecewise Linear Fit,0.9999935038917522,0.013214066444172414,0.14451855944162384,1.0,0.13840155945419103,1.1026778106044297,0.026428132887978014,-7.204842523363879,0.7539806402230002,,glioma_mibitof:UCSF_TA2_R6C4_whole_cell.tiff,15484,2565,,,,,,
degree,Michaelis-Menten Fit,0.9999235166581635,0.24465727520004404,0.2927224018636112,1.0,1.0,1.0268603478581306,,,,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,6860,1584,,,,-580691.5994853638,62701.95509777586,10.006223879903239
pagerank,Piecewise Linear Fit,0.9999984647709522,0.007733891225185675,-0.13368733636797192,1.0,0.1029040404040404,1.0246200173503566,0.015467782608644549,0.009772837938854606,0.0004897823258384838,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,6860,1584,,,,,,
betweenness,Piecewise Linear Fit,0.9999994744918672,0.09731854711003189,-0.9117279458130838,1.0,0.7001262626262627,1.0656375154270195,0.19463709440890833,0.10306734222689314,0.0009711238904789165,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,6860,1584,,,,,,
closeness,Exponential Saturation Fit,0.999999278370295,0.18107947539011782,-0.19605860645517792,0.9974747474747475,1.0,1.8503160669207834,,,,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,6860,1584,0.02957510881560811,2.226439509087948,0.04023802167872673,,,
clustering,Piecewise Linear Fit,0.9999998674594325,0.021189658498479,0.09555622768758852,1.0,0.2297979797979798,1.0174318462580385,0.04237931699548601,-2.8790255217718768,0.6994314356503095,,glioma_mibitof:UCSF_TA1_R6C4_whole_cell.tiff,6860,1584,,,,,,
degree,Piecewise Linear Fit,0.9999974348744194,0.010015194048286685,-0.22470679916225414,1.0,0.10900473933649289,1.0267918692837685,0.02003038809658442,181.35902356870886,6.2668355598327254,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,9160,1899,,,,,,
pagerank,Piecewise Linear Fit,0.999998972256282,0.00918446745927667,-0.1363881734247656,1.0,0.10426540284360189,1.0331447871228605,0.018368935181260617,0.006992168330226212,0.00040663773300820595,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,9160,1899,,,,,,
betweenness,Exponential Saturation Fit,0.9999999574095728,0.19235856052269132,-0.9900131297513143,1.0,1.0,1.1244016888834707,,,,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,9160,1899,0.04017243270788405,1.8141523504155876,0.0001193783909247088,,,
closeness,Piecewise Linear Fit,0.999999999960686,0.21099479897456083,-0.19493466239291715,0.9989468141126909,0.9836584080126516,1.0187156299227236,0.4219895987279421,0.05418316456993201,0.04721480223302903,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,9160,1899,,,,,,
clustering,Exponential Saturation Fit,0.9999998829307875,0.00683133484106639,0.1332960549313756,1.0,0.14691943127962084,1.0328620183209192,,,,,glioma_mibitof:UCSF_TA2_R8C6_whole_cell.tiff,9160,1899,-0.17734721720101923,101.46584778087224,0.7539116656420054,,,
degree,Michaelis-Menten Fit,0.9999960681359134,0.012588755065374142,-0.352367300975806,1.0,0.734132581100141,1.0800271090731612,,,,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,20078,2836,,,,8.140746455237336,0.013281989098588694,7.280668536240177
pagerank,Piecewise Linear Fit,0.9999863293780141,0.009206300534876052,-0.15984035195196097,1.0,0.08427362482369534,1.0628596977331686,0.01841260141349432,0.0053565141768951345,0.00025920461101891826,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,20078,2836,,,,,,
betweenness,Piecewise Linear Fit,0.9999998242366227,0.16361783116957043,-0.9052561490343497,1.0,0.8691819464033851,1.1650845743898703,0.32723566347648925,0.028771807090258908,0.0004926940056007236,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,20078,2836,,,,,,
closeness,Piecewise Linear Fit,0.9999999999999766,0.2411937364271867,-0.15505517145552064,0.9996473906911142,0.999647266313933,1.0048437747644852,0.482387473910212,0.04568762544587269,0.06004912858061255,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,20078,2836,,,,,,
clustering,Piecewise Linear Fit,0.9999938711586704,0.012732706451357564,0.1380881015809395,1.0,0.11001410437235543,1.0890995483557204,0.025465412902357536,-7.121361220744556,0.7473144259261421,,glioma_mibitof:UCSF_TA2_R6C6_whole_cell.tiff,20078,2836,,,,,,
degree,Exponential Saturation Fit,0.9999998482081702,0.006225148112550092,-0.29770518281399927,1.0,0.12990790111488124,1.0527416394924898,,,,,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,9934,2063,4.5487264281564315,111.34629538220213,5.3652861617417225,,,
pagerank,Exponential Saturation Fit,0.9999970104891083,0.0040400419543949,-0.1851825222625883,1.0,0.09743092583616093,1.0504022689313064,,,,,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,9934,2063,0.00015385493877295361,171.5691417124181,0.00033848678886769993,,,
betweenness,Piecewise Linear Fit,0.9999998900828643,0.16009447603440274,-0.8953285865488579,1.0,0.8812409112942317,1.1582367731968481,0.32018895275975917,0.046340148744465064,0.0008673200459675483,,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,9934,2063,,,,,,
closeness,Piecewise Linear Fit,0.9999924668087207,0.18873887104729048,-0.23391807182273708,1.0,0.9437712069801261,3.0212267353443716,0.37747774259713673,0.07511160414825752,0.046427984671229106,,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,9934,2063,,,,,,
clustering,Exponential Saturation Fit,0.9999999551191345,0.013842113657381772,0.10599639285698871,1.0,0.2501211827435773,1.030547456309273,,,,,glioma_mibitof:UCSF_TA2_R7C5_whole_cell.tiff,9934,2063,-0.13333855884327991,50.07524128523769,0.6956461494638292,,,
degree,Michaelis-Menten Fit,0.9999964414274721,0.01338292629846081,-0.43425137686632076,1.0,0.7385287691187181,1.0562420095961524,,,,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,4960,1373,,,,4.883177404328645,0.014159134767813697,3.0912878952115537
pagerank,Piecewise Linear Fit,0.9999994548473213,0.008050540639966405,-0.17562811822266564,1.0,0.06700655498907501,1.032004457773562,0.016101081397385617,0.013708554220806697,0.0005180191133057718,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,4960,1373,,,,,,
betweenness,Michaelis-Menten Fit,0.9999998945487387,0.1890843620423566,-0.9220234100099082,1.0,1.0,1.0875000796416179,,,,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,4960,1373,,,,0.06803977318125881,0.838675855513796,0.001058641556582314
closeness,Exponential Saturation Fit,0.9999898122992826,1.3142646614206463e-05,0.5236476017195503,0.9919883466860888,0.012481644640234948,1.0114637397296335,,,,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,4960,1373,-0.14420422910094474,52740.304262929305,0.20979416983253912,,,
clustering,Piecewise Linear Fit,0.999999849334099,0.09757075958330388,0.04055056097139762,1.0,0.593590677348871,1.002029668235296,0.19514151908779506,-0.24760344301567405,0.6199300468292901,,glioma_mibitof:UCSF_TA3_R2C5_whole_cell.tiff,4960,1373,,,,,,
degree,Piecewise Linear Fit,0.9999981755609056,0.008581901434591406,-0.23449463392093645,1.0,0.0967067433350758,1.0244808533284895,0.0171638028691877,351.2269042039483,9.839808092996298,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,14846,1913,,,,,,
pagerank,Piecewise Linear Fit,0.9999972067101652,0.009691951289727899,-0.13031904328108027,1.0,0.10611604809200209,1.030287387478243,0.01938390288666488,0.006309677669495436,0.0004081036018301342,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,14846,1913,,,,,,
betweenness,Michaelis-Menten Fit,0.9999999832402704,0.07083675966830166,-1.1970788486420951,1.0,1.0,1.019540202377805,,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,14846,1913,,,,0.010559351186125863,0.10314265648474893,-0.0007078078022906724
closeness,Michaelis-Menten Fit,0.999999995062644,0.10984291975519184,0.3514784638372113,0.9994772608468374,1.0,1.0151146329874496,,,,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,14846,1913,,,,-0.13646795285842983,0.21357229492645005,0.17821846869314847
clustering,Piecewise Linear Fit,0.9999987336300266,0.01225790872679093,0.10687377420480444,1.0,0.12754835337166753,1.0376245400043143,0.024515817453201864,-6.45132352041159,0.8190155653671326,,glioma_mibitof:UCSF_TA2_R98C2_whole_cell.tiff,14846,1913,,,,,,
degree,Michaelis-Menten Fit,0.9996103293913191,0.01933101613892441,-0.3832202881543913,1.0,0.9520642489647384,1.2571934153229396,,,,,glioma_mibitof:CHOP_907_R99C1_whole_cell.tiff,161763,7969,,,,25.690578425001963,0.02096406888066845,19.83618162522343
pagerank,Piecewise Linear Fit,0.9998390452721438,0.012025122428434228,-0.18100192062606982,1.0,0.09022462040406576,1.2066056610165394,0.024050246337660924,0.0016241468855581094,8.837192013580903e-05,,glioma_mibitof:CHOP_907_R99C1_whole_cell.tiff,161763,7969,,,,,,
betweenness,Exponential Saturation Fit,0.9999982594587415,0.17348872200377127,-1.0304206172779353,1.0,1.0,1.3129314091853201,,,,,glioma_mibitof:CHOP_907_R99C1_whole_cell.tiff,161763,7969,0.005059578957635422,2.5850194400715414,-5.398242221211049e-05,,,
closeness,Piecewise Linear Fit,0.9999954225677352,0.19788164131591554,-0.25445679151951467,0.9998745137407454,0.9499246987951807,3.417046639850863,0.3957632830406091,0.09681616443306311,0.05613221096205548,,glioma_mibitof:CHOP_907_R99C1_whole_cell.tiff,161763,7969,,,,,,
clustering,Piecewise Linear Fit,0.999928621232168,0.016213570907445764,0.13405300341497822,1.0,0.11958840506964487,1.391407586225738,0.03242714181429744,-5.458378636899526,0.7486850104893779,,glioma_mibitof:CHOP_907_R99C1_whole_cell.tiff,161763,7969,,,,,,
degree,Exponential Saturation Fit,0.9999808538213438,0.008224674412097416,-0.39899078531775106,1.0,0.1207843137254902,1.0245531558831678,,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,4801,1275,4.443331314708407,84.27654953950648,3.3465472916364565,,,
pagerank,Exponential Saturation Fit,0.9999999680010732,0.005432624362830884,-0.16192183287494233,1.0,0.09490196078431372,1.0196327010061959,,,,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,4801,1275,0.00022147064449108404,127.58966619807853,0.0005731459813645461,,,
betweenness,Piecewise Linear Fit,0.9999986655532261,0.15436689703780682,-1.0477078769330945,1.0,0.8352941176470589,1.0700893052022717,0.3087337944317878,0.0866805609092442,-0.0006092924613667038,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,4801,1275,,,,,,
closeness,Piecewise Linear Fit,0.9999996205103142,0.059068584160371126,0.39316963618651085,0.9921568627450981,0.3652173913043478,1.013482422448213,0.11813716830330077,-0.6773351440495018,0.1417699547588941,,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,4801,1275,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.6182996457118064,glioma_mibitof:UCSF_TA3_R1C5_whole_cell.tiff,4801,1275,,,,,,
degree,Piecewise Linear Fit,0.9999946325152658,0.01130778200606147,-0.23067483588658813,1.0,0.11177347242921014,1.0415470141185756,0.022615564012137015,160.6335213337153,6.05791708995912,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,9495,2013,,,,,,
pagerank,Piecewise Linear Fit,0.9999899697874165,0.009881017535723846,-0.1437481910732626,1.0,0.10183805265772479,1.0475748064177246,0.019762035379050465,0.006424531241957915,0.00037813090883621095,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,9495,2013,,,,,,
betweenness,Michaelis-Menten Fit,0.9999996757574737,0.1891632743463177,-0.9353573505858331,1.0,1.0,1.151166018690331,,,,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,9495,2013,,,,0.050212852485376214,0.7943916025197624,0.0006674130172417508
closeness,Piecewise Linear Fit,0.9999999884036528,0.1996123100461514,-0.23663842668277388,1.0,0.9592647789369101,2.927963089756784,0.39922462065608955,0.07081127263025384,0.04559683997340713,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,9495,2013,,,,,,
clustering,Piecewise Linear Fit,0.9999989949275866,0.011307782211871393,0.15453778219839823,1.0,0.11177347242921014,1.069419270443371,0.02261556442349113,-8.986888216207662,0.7592070801081054,,glioma_mibitof:UCSF_TA3_R5C3_whole_cell.tiff,9495,2013,,,,,,
degree,Michaelis-Menten Fit,0.9999995597293844,0.1515158816905653,-0.1856374764836059,1.0,1.0,1.019974404775145,,,,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,1151,722,,,,2.219685354601434,0.41294834660408597,2.6137573839971138
pagerank,Michaelis-Menten Fit,0.9999999256087004,0.006538480616727995,-0.06152755064217724,1.0,0.4265927977839335,1.0005278097830719,,,,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,1151,722,,,,0.00016505500445028468,0.006722138217149258,0.0012413489812156792
betweenness,Piecewise Linear Fit,0.9999999938395276,0.22951472738641007,-1.145504604050787,1.0,0.9944598337950139,1.0674772211444261,0.4590294564973937,0.026616982564154658,-0.0007759778139622495,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,1151,722,,,,,,
closeness,Exponential Saturation Fit,0.9999998318145576,0.07400842541095501,0.6325091802776869,0.9626038781163435,0.8647482014388489,1.0845805646481583,,,,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,1151,722,-0.3157898773012145,9.20162984497376,0.40254631358498555,,,
clustering,Michaelis-Menten Fit,0.9999995705949917,0.23932709502102342,-0.11678233364089619,1.0,1.0,1.0003288484372823,,,,,glioma_mibitof:UCSF_TA2_R6C5_whole_cell.tiff,1151,722,,,,9016.244706970718,41541.83117133873,0.39284390463478736
degree,Piecewise Linear Fit,0.9999975113065107,0.015528821038709381,-0.2735118057550482,1.0,0.13876881800566404,1.1278662639958454,0.031057642077424175,573.5449439419018,23.656932189543742,,glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,134457,6709,,,,,,
pagerank,Piecewise Linear Fit,0.9999376601651289,0.01043613773323844,-0.16283522502887127,1.0,0.10120733343270234,1.123293334779128,0.020872276493443812,0.0020324194487797223,0.00010904746003030835,,glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,134457,6709,,,,,,
betweenness,Piecewise Linear Fit,0.9999996723032697,0.074737266293667,-1.0603074038502391,1.0,0.5201967506334774,1.0139754704896418,0.14947453317135523,0.025594024081259447,-0.0001087964746355588,,glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,134457,6709,,,,,,
closeness,Piecewise Linear Fit,0.9999999987492644,0.16713634902548927,-0.05283895928696943,0.9994037859591594,0.9169276659209545,1.0010198325826511,0.3342726999005605,0.01807287850946453,0.05414617880704984,,glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,134457,6709,,,,,,
clustering,Piecewise Linear Fit,0.9999265134943854,0.013924756080123309,0.1308813361161313,1.0,0.12803696527053213,1.2013605642870921,0.02784951215980754,-6.343055437577389,0.7631772577364758,,glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,134457,6709,,,,,,
degree,Michaelis-Menten Fit,0.9999975022224572,0.025563972938535816,-0.3349419577853009,1.0,1.0,1.0587479607258363,,,,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,17851,2686,,,,7.874041565237477,0.0285358011266952,7.387892981782252
pagerank,Piecewise Linear Fit,0.999992532740232,0.009078500765041294,-0.14303664551534445,1.0,0.09381980640357408,1.050051965973331,0.018157001878660498,0.0052088791474687165,0.000283317422447973,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,17851,2686,,,,,,
betweenness,Michaelis-Menten Fit,0.9999999555102591,0.2052232940869612,-0.9691440656922999,1.0,1.0,1.1463893095641648,,,,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,17851,2686,,,,0.05083719280434157,1.251738520877587,0.00022798711963934894
closeness,Piecewise Linear Fit,0.9999976772100136,0.18665282785494247,-0.22924139632044577,1.0,0.943782576321668,2.6252222059170505,0.37330565619109074,0.07757709468424676,0.04868480347773667,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,17851,2686,,,,,,
clustering,Exponential Saturation Fit,0.9999990467234672,0.0064809185154908215,0.14186307788227287,1.0,0.12137006701414743,1.0693226159572375,,,,,glioma_mibitof:UCSF_TA3_R4C2_whole_cell.tiff,17851,2686,-0.18715215434811278,106.95199753514804,0.7531985706647071,,,
degree,Exponential Saturation Fit,0.9999988003703136,0.00557132338965001,-0.28651158995189685,1.0,0.11291068949560389,1.0234107538809452,,,,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,11634,2161,4.904905341031105,124.41338117748376,6.10724528415698,,,
pagerank,Piecewise Linear Fit,0.9999953372839928,0.009503470631407909,-0.14925603637067447,1.0,0.09578898658028691,1.0399194438869839,0.01900694155893836,0.006418606546477939,0.0003476881649917467,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,11634,2161,,,,,,
betweenness,Piecewise Linear Fit,0.9999999357786453,0.19429572400198244,-0.8697090902004562,1.0,0.956964368347987,1.1247678628249174,0.38859144894809766,0.04115856260071257,0.0011980185218260547,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,11634,2161,,,,,,
closeness,Piecewise Linear Fit,0.9999999999555275,0.21077541692157467,-0.16546820169346824,0.999074502545118,0.9814729041222788,1.0110498359261204,0.42155083470878263,0.04869854447326458,0.051768344965012106,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,11634,2161,,,,,,
clustering,Piecewise Linear Fit,0.9999984310449557,0.01872992814099454,0.12315347028225324,1.0,0.16381304951411382,1.0480672646284994,0.0374598562811103,-4.262883864144306,0.7281687911840581,,glioma_mibitof:UCSF_TA2_R7C6_whole_cell.tiff,11634,2161,,,,,,
degree,Michaelis-Menten Fit,0.9998916552477547,0.012529000631086792,-0.34741494692283986,1.0,0.7360991068856237,1.1347585252072805,,,,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,28463,3471,,,,9.349114212934577,0.013200670727617487,8.551479924876835
pagerank,Piecewise Linear Fit,0.9999782416909039,0.008735583096290779,-0.1618184418335253,1.0,0.0881590319792567,1.0846364451077553,0.017471166567249466,0.0046631071226566805,0.00021099748764895666,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,28463,3471,,,,,,
betweenness,Michaelis-Menten Fit,0.9999995731909618,0.18371213868521594,-0.9599220014513845,1.0,1.0,1.1948553919300662,,,,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,28463,3471,,,,0.023276855613953637,0.723484638023413,0.0001968025122839688
closeness,Piecewise Linear Fit,0.999995651962714,0.19739412819111346,-0.24926174587743968,1.0,0.9539037741284933,3.324625141969193,0.3947882568434233,0.08560091354350789,0.050891534119954375,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,28463,3471,,,,,,
clustering,Piecewise Linear Fit,0.9999914019547514,0.01520030052611869,0.12474157112479312,1.0,0.13886488043791415,1.1241813994279233,0.03040060105166388,-5.300737498250939,0.7264906173015966,,glioma_mibitof:UCSF_TA2_R5C5_whole_cell.tiff,28463,3471,,,,,,
degree,Michaelis-Menten Fit,0.999967638518198,0.011503839864735457,-0.3011153395063621,1.0,0.6897998708844416,1.076198142092137,,,,,glioma_mibitof:UCSF_TA2_R7C4_whole_cell.tiff,22830,3098,,,,7.4479040420322775,0.012066822003746409,8.43679993982532
pagerank,Piecewise Linear Fit,0.9999922329290339,0.009848900204017182,-0.1265746050885413,1.0,0.10361523563589413,1.0511916335395786,0.01969780093566197,0.0037332769221837146,0.00025372140194893886,,glioma_mibitof:UCSF_TA2_R7C4_whole_cell.tiff,22830,3098,,,,,,
betweenness,Exponential Saturation Fit,0.9999994023999892,0.16041234799861645,-0.9657575369287443,1.0,1.0,1.1841874495715516,,,,,glioma_mibitof:UCSF_TA2_R7C4_whole_cell.tiff,22830,3098,0.012708982248235629,3.094987164541952,0.0001763386027158883,,,
closeness,Piecewise Linear Fit,0.9999952800300654,0.19865961188823886,-0.2489613101349894,1.0,0.9502905100064558,2.9714008946654755,0.39731922424861743,0.08415288018576426,0.05043232810154851,,glioma_mibitof:UCSF_TA2_R7C4_whole_cell.tiff,22830,3098,,,,,,
