,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
betweenness,Michaelis-Menten Fit,0.9999999677763693,0.22454234072457738,-0.7542939413270097,1.0,1.0,1.177914120638803,,,,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,4185,279,,,,22018.191815734324,382796.85218530893,0.004207135744400194,
closeness,Piecewise Linear Fit,0.9999999999995997,0.2245424720606201,-0.1910592518806478,1.0,0.996415770609319,2.2183187922110057,0.449084944341708,0.203696278323184,0.19365567725529262,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,4185,279,,,,,,,
clustering,Michaelis-Menten Fit,0.9999846321557792,0.024796857644852354,0.1607339695261885,1.0,1.0,1.3546675721084531,,,,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,4185,279,,,,-0.2389204383522616,0.027875193781278375,0.8122593934451898,
degree,Piecewise Linear Fit,0.9999958878866921,0.0333988226452573,-0.06844025026383901,1.0,0.3030927835051546,1.0583562347713766,0.0667976452906278,58.99671902200432,26.819961132343625,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,7275,485,,,,,,,
pagerank,Piecewise Linear Fit,0.9999958167782895,0.022413894676334423,-0.05575205751500495,1.0,0.24329896907216494,1.0533660258253288,0.04482779026044947,0.00493817394485713,0.001874601047496541,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,7275,485,,,,,,,
betweenness,Piecewise Linear Fit,0.9999969396746924,0.18207453098852955,-0.6591594204189174,1.0,0.9175257731958762,1.1076408988438422,0.3641490628660635,0.040961441413019085,0.0038564282723705916,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,7275,485,,,,,,,
closeness,Piecewise Linear Fit,0.9999813051488201,0.1885004772648673,-0.18326973143811173,1.0,0.931958762886598,2.3236548469697382,0.3770009547490431,0.17190426828132077,0.14440659308841114,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,7275,485,,,,,,,
clustering,Piecewise Linear Fit,0.9999765640082536,0.04913177440124376,0.11868775418922424,1.0,0.37938144329896906,1.2784352440213094,0.09826354879656934,-1.6603949354389462,0.7689123224072437,glioma_mibitof:CHOP_907_R9C13_whole_cell.tiff,7275,485,,,,,,,
degree,Exponential Saturation Fit,0.9999983932297811,0.02054924784085182,-0.08687358781603627,1.0,0.465,1.1771063892691427,,,,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,3000,200,5.017552165390893,33.73099937323865,26.369677853985014,,,,
pagerank,Exponential Saturation Fit,0.9999980153727693,0.017479452065678965,-0.06629644245433408,1.0,0.425,1.1607867020065135,,,,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,3000,200,0.0006427398051313185,39.654960688588986,0.004526098154767324,,,,
betweenness,Piecewise Linear Fit,0.9999999999998239,0.2146404024358968,-0.8764668091546801,1.0,0.995,1.4130157382842552,0.42928080535451757,0.08892881603400554,0.002690308981555767,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,3000,200,,,,,,,
closeness,Piecewise Linear Fit,0.9999999948603278,0.20613750909741224,-0.17781917343721115,1.0,0.99,2.3046835739640126,0.4122750183649713,0.24230539838213389,0.23094516344722438,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,3000,200,,,,,,,
clustering,Michaelis-Menten Fit,0.999996433994468,0.062113582402866525,0.15515055948086148,1.0,1.0,1.4617966047177462,,,,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,3000,200,,,,-0.24843928716047717,0.08740813125046583,0.7684008438989985,
degree,Piecewise Linear Fit,0.9999856110284273,0.007111837048415416,-0.08253784662525089,1.0,0.07248322147651007,1.060947439418621,0.01422367409683521,323.9163040849789,25.60646510300913,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,89400,5960,,,,,,,
pagerank,Piecewise Linear Fit,0.99998619444292,0.006849310084776816,-0.06238768364307065,1.0,0.07063758389261746,1.0567434980697177,0.013698621116729216,0.0014462598474283303,0.0001488735291385445,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,89400,5960,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999979086269,0.21683025912637277,-1.0361522752461965,1.0,0.9820469798657718,1.015989813212869,0.4336605188921416,0.06782345649766794,-0.0005131116800255088,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,89400,5960,,,,,,,
closeness,Piecewise Linear Fit,0.9999970480609301,0.20223549914485758,-0.2308854751241215,1.0,0.9635906040268456,2.9453299709617906,0.40447099895472355,0.06082194866523026,0.0409743546754284,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,89400,5960,,,,,,,
clustering,Exponential Saturation Fit,0.999997095785069,0.012109571627001253,0.15014534017911452,1.0,0.20151006711409397,1.2469341684609356,,,,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,89400,5960,-0.19404669347044395,57.23961197184759,0.7432195364532818,,,,
degree,Piecewise Linear Fit,0.9999649406188916,0.020332282166900882,-0.10469151055622175,1.0,0.19099756690997566,1.11129473639856,0.040664564333830144,143.11273250051957,24.884312032972662,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,12330,822,,,,,,,
pagerank,Piecewise Linear Fit,0.9999628549146281,0.019257626163557626,-0.08128853200676107,1.0,0.1873479318734793,1.1102753896643527,0.0385152531238239,0.004834295885126053,0.001052169782553979,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,12330,822,,,,,,,
betweenness,Exponential Saturation Fit,0.9999999986698854,0.2194157193228129,-0.8381188461005543,1.0,1.0,1.1236936570901983,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,12330,822,0.05592922345109025,0.7876337894688553,0.00171448874040446,,,,
closeness,Piecewise Linear Fit,0.9999926980466578,0.1948615010955628,-0.2059573675726368,1.0,0.9501216545012166,2.9033414795551815,0.389723002454891,0.1477537027815125,0.11100202595203126,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,12330,822,,,,,,,
clustering,Exponential Saturation Fit,0.9999875194067305,0.027181463913524096,0.13694191187784582,1.0,0.4562043795620438,1.3025011243255087,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,12330,822,-0.18534881828307986,25.500573202447278,0.7694136036355054,,,,
degree,Piecewise Linear Fit,0.9999550978106461,0.014129388515929637,-0.08294322443953446,1.0,0.1875,1.1114184518835202,0.028258777031876323,165.7069313861891,25.88685859142789,glioma_mibitof:CHOP_941_R4C4_whole_cell.tiff,14160,944,,,,,,,
pagerank,Piecewise Linear Fit,0.9999490049902026,0.01412938830543012,-0.06638530035770362,1.0,0.1875,1.1147369651035393,0.028258777207159348,0.00473902676979592,0.000941690664698698,glioma_mibitof:CHOP_941_R4C4_whole_cell.tiff,14160,944,,,,,,,
betweenness,Piecewise Linear Fit,0.9999988387761987,0.14668932017472516,-0.9335635604666259,1.0,0.861228813559322,1.2260442968481557,0.29337864090702914,0.05261652537733498,0.0005492664600798197,glioma_mibitof:CHOP_941_R4C4_whole_cell.tiff,14160,944,,,,,,,
closeness,Piecewise Linear Fit,0.99997068337826,0.18806512977048762,-0.21634152999087736,1.0,0.9555084745762712,3.23696748151118,0.3761302597899606,0.15106515214693705,0.10291045673351464,glioma_mibitof:CHOP_941_R4C4_whole_cell.tiff,14160,944,,,,,,,
clustering,Exponential Saturation Fit,0.9999903268624694,0.02244303484199518,0.14477894898415639,1.0,0.4279661016949153,1.3765874237311098,,,,glioma_mibitof:CHOP_941_R4C4_whole_cell.tiff,14160,944,-0.19308223639410352,30.884721502618206,0.7633582603129233,,,,
degree,Piecewise Linear Fit,0.9999866150119976,0.01898140231408869,-0.07110503235114442,1.0,0.22615384615384615,1.0628326906760905,0.0379628046282129,106.88841237178163,26.50484033714617,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,9750,650,,,,,,,
pagerank,Piecewise Linear Fit,0.9999828433478345,0.01818638754876017,-0.05709731393786928,1.0,0.2246153846153846,1.0643819629793903,0.036372775881963706,0.00463676258181236,0.0013925554246967543,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,9750,650,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999327,0.23506366246943258,-0.6990717371733092,1.0,0.9984615384615385,1.0773871642955393,0.47012732615083247,0.0387904297198295,0.003925105357488817,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,9750,650,,,,,,,
closeness,Exponential Saturation Fit,0.9999999265273473,0.22044582454406955,-0.21422898933636317,1.0,1.0,2.4343806871952185,,,,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,9750,650,0.28832002820028985,0.5304743946078764,0.11671130477080724,,,,
clustering,Piecewise Linear Fit,0.9999922719867029,0.044222368501709276,0.12068537774525996,1.0,0.4,1.3062441707682533,0.08844473699869311,-1.8716594311827222,0.7685955709228823,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,9750,650,,,,,,,
degree,Piecewise Linear Fit,0.9999901607588353,0.019731924858377863,-0.08304134458881164,1.0,0.20118343195266272,1.0676584474529212,0.039463849716788936,118.78299602508093,25.880884213585606,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,10140,676,,,,,,,
pagerank,Piecewise Linear Fit,0.9999901874048387,0.019781399863573843,-0.06453304330011043,1.0,0.20118343195266272,1.06436260489021,0.0395628005869995,0.004601118001016232,0.0013193702633979127,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,10140,676,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999910728329,0.21632199913951247,-0.7929027156213757,1.0,0.9792899408284024,1.1109960968957426,0.43264399927345704,0.04350664066255936,0.0024581632955063344,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,10140,676,,,,,,,
closeness,Piecewise Linear Fit,0.999999842599228,0.20455264428233572,-0.20897070865585185,1.0,0.9644970414201184,2.4043294975634173,0.4091052888370195,0.1502141576639603,0.11631162274906924,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,10140,676,,,,,,,
clustering,Piecewise Linear Fit,0.999978238460507,0.04500905801377769,0.12372486962326826,1.0,0.3994082840236686,1.2176587495872786,0.09001811602281859,-1.900419284251928,0.7768771360804202,glioma_mibitof:CHOP_941_R5C6_whole_cell.tiff,10140,676,,,,,,,
degree,Exponential Saturation Fit,0.9997853156224485,0.010630624358123595,-0.1043328588673999,1.0,0.2570480928689884,1.099942720973029,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,9045,603,5.815230567590349,65.20286647256555,24.961028548588498,,,,
pagerank,Piecewise Linear Fit,0.9999726117282048,0.01733726638886955,-0.07633353026481172,1.0,0.21393034825870647,1.1113829867930634,0.03467453327835982,0.0069263083334216435,0.0014530557078399565,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,9045,603,,,,,,,
betweenness,Piecewise Linear Fit,0.9999974550546624,0.0840944432927233,-0.5400037890238644,1.0,0.6533996683250415,1.016533157367405,0.16818888685656935,0.062034223312114285,0.00444381624277392,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,9045,603,,,,,,,
closeness,Piecewise Linear Fit,0.9999824190731468,0.10584287000085792,-0.09360350043378593,1.0,0.7512437810945274,1.4865182845217846,0.2116857401812217,0.11792710551429278,0.12086522818860893,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,9045,603,,,,,,,
clustering,Piecewise Linear Fit,0.9999829021553216,0.031127180405734478,0.11794187693399097,1.0,0.32338308457711445,1.2280933820016735,0.062254360809149326,-2.6837590689324666,0.7918346414823068,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,9045,603,,,,,,,
degree,Piecewise Linear Fit,0.9999559083262353,0.0178385484726872,-0.08691686707577856,1.0,0.17943925233644858,1.1333097765751718,0.03567709694540044,137.03268533794443,25.679699521085233,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,16050,1070,,,,,,,
pagerank,Piecewise Linear Fit,0.9999551647748911,0.01604989543549757,-0.06504343195287729,1.0,0.16635514018691588,1.1164290158467591,0.032099791761523805,0.0036045768674448646,0.0008315999855178437,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,16050,1070,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999986848496,0.2172895226608929,-0.8297546361472203,1.0,0.983177570093458,1.2017673726592415,0.4345790465461182,0.03549518518504377,0.0015824639530362746,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,16050,1070,,,,,,,
closeness,Piecewise Linear Fit,0.9999976666639449,0.20823168609236611,-0.2206429489135447,1.0,0.9728971962616823,2.9468151304906636,0.41646337250406873,0.13041523537059754,0.09592273675012744,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,16050,1070,,,,,,,
clustering,Piecewise Linear Fit,0.9999836072485789,0.03760689731697854,0.12507246617120146,1.0,0.30934579439252335,1.3355884618092184,0.07521379463046113,-2.1514740560693895,0.7278173440430611,glioma_mibitof:CHOP_907_R8C11_whole_cell.tiff,16050,1070,,,,,,,
degree,Piecewise Linear Fit,0.9999866818265152,0.016619115228973618,-0.10286326241394328,1.0,0.19003115264797507,1.0830638261263983,0.033238230457966506,172.56339800373814,25.01237493160982,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,9630,642,,,,,,,
pagerank,Piecewise Linear Fit,0.9999858772760047,0.015426061923675613,-0.07995312062190023,1.0,0.1853582554517134,1.0799113601889019,0.03085212425235639,0.007617711506303788,0.0013522410594699222,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,9630,642,,,,,,,
betweenness,Piecewise Linear Fit,0.9999992412227876,0.1298092530066097,-0.836378180564049,1.0,0.8177570093457944,1.0576881893739025,0.2596185064330138,0.06184418931152618,0.0015705185187300543,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,9630,642,,,,,,,
closeness,Piecewise Linear Fit,0.9999799896145739,0.1528634232485204,-0.12446169573142807,1.0,0.8847352024922118,1.9495800570034394,0.30572684676659595,0.11341916180013192,0.12196338007604238,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,9630,642,,,,,,,
clustering,Exponential Saturation Fit,0.9999960132876787,0.016934244198173548,0.11863776002304992,1.0,0.3146417445482866,1.1681957396471327,,,,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,9630,642,-0.17191395461869632,40.93168579448272,0.8104900055137353,,,,
degree,Piecewise Linear Fit,0.9999662255753274,0.01327643432119594,-0.09084343374142924,1.0,0.18210197710718,1.1083354836541985,0.02655286864240574,191.95364955773414,25.504861128346437,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,14415,961,,,,,,,
pagerank,Piecewise Linear Fit,0.9999614067931122,0.012844187970018161,-0.07052739717701546,1.0,0.17793964620187305,1.1054111476019115,0.025688376413970208,0.005420244261234965,0.0009174961105989793,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,14415,961,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999436,0.2223024104672881,-0.8192796029583483,1.0,0.9989594172736732,1.0451581935587206,0.4446048219440683,0.04404243141441685,0.00215968533302044,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,14415,961,,,,,,,
closeness,Piecewise Linear Fit,0.9999917748244652,0.16325802191428096,-0.1699473567371687,1.0,0.9438085327783559,1.9410161895884375,0.3265160440936959,0.1231513996744541,0.09819855680499838,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,14415,961,,,,,,,
clustering,Piecewise Linear Fit,0.9999529852214671,0.029233462275498834,0.13079958666459593,1.0,0.30385015608740895,1.2581779878513266,0.05846692454904541,-2.9947522527833947,0.7568684880967292,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,14415,961,,,,,,,
degree,Piecewise Linear Fit,0.9999678237282137,0.014520412394401393,-0.0842798651551713,1.0,0.17901828681424448,1.1054177798371128,0.02904082478882054,163.67362228919856,25.822398343152578,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,15585,1039,,,,,,,
pagerank,Piecewise Linear Fit,0.9999708992848687,0.014201762609265624,-0.06410566669992265,1.0,0.1751684311838306,1.0984528963163125,0.0284035259041837,0.004142554347587448,0.0008588965244461409,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,15585,1039,,,,,,,
betweenness,Piecewise Linear Fit,0.9999991308866487,0.12501300074669303,-0.8057001410809296,1.0,0.7555341674687199,1.128820688063823,0.25002600206252173,0.043930820186571795,0.0013244132642453853,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,15585,1039,,,,,,,
closeness,Piecewise Linear Fit,0.9999917048357952,0.19343780247339892,-0.19525266426045074,1.0,0.9557266602502407,2.824296660290136,0.3868756052583647,0.12417095161444175,0.09899743409552907,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,15585,1039,,,,,,,
clustering,Piecewise Linear Fit,0.9999433166429345,0.03398912919276725,0.11591746100431695,1.0,0.30510105871029836,1.2679225775413923,0.06797825838247369,-2.2208935105484398,0.7266930157410385,glioma_mibitof:CHOP_941_R4C5_whole_cell.tiff,15585,1039,,,,,,,
degree,Piecewise Linear Fit,0.999948811069145,0.019061407439810697,-0.10785950459091202,1.0,0.16427783902976847,1.1179397223060936,0.03812281487964573,156.5253451771215,24.67825608324378,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,13605,907,,,,,,,
pagerank,Piecewise Linear Fit,0.9999555306658247,0.018682766577627855,-0.08159736753860507,1.0,0.16207276736493936,1.1056368816428117,0.037365533980983405,0.0045251640372572805,0.0009515518840689316,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,13605,907,,,,,,,
betweenness,Piecewise Linear Fit,0.9999989208615383,0.14744513881454585,-0.6858563392382399,1.0,0.8103638368246968,1.0749954628840248,0.29489027843604126,0.03654382892236587,0.002467968676996845,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,13605,907,,,,,,,
closeness,Piecewise Linear Fit,0.9999924713711661,0.19011697421698381,-0.18820558698740536,1.0,0.9151047409040793,2.6280146659094243,0.38023394874383426,0.12270886898725573,0.1006260426912915,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,13605,907,,,,,,,
clustering,Exponential Saturation Fit,0.999998845150232,0.022559440125227197,0.13679747267866796,1.0,0.36604189636163176,1.1760737546092859,,,,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,13605,907,-0.19393086008960536,30.72535806269233,0.8057899021655905,,,,
degree,Exponential Saturation Fit,0.999993859097029,0.008004148503654902,-0.1100912602562949,1.0,0.19720767888307156,1.0696327087883617,,,,glioma_mibitof:CHOP_907_R7C13_whole_cell.tiff,8595,573,6.070910320107306,86.59849079848594,24.536716808743332,,,,
pagerank,Piecewise Linear Fit,0.9999920973563325,0.011773013676092977,-0.07763554086013101,1.0,0.15532286212914484,1.0666447399862182,0.02354602756937803,0.010841106478062676,0.001516363162574685,glioma_mibitof:CHOP_907_R7C13_whole_cell.tiff,8595,573,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999825324258178,0.22669545753172815,-0.7369534194262153,1.0,1.0,1.0684799125962177,,,,glioma_mibitof:CHOP_907_R7C13_whole_cell.tiff,8595,573,,,,8300.199454371665,203165.92546010233,0.0033057697930662816,
closeness,Piecewise Linear Fit,0.9999999999993465,0.2266957103272555,-0.2006064657157831,1.0,0.9982547993019197,2.2841253908594075,0.45339142096279583,0.14706902293231625,0.1328557067850213,glioma_mibitof:CHOP_907_R7C13_whole_cell.tiff,8595,573,,,,,,,
clustering,Exponential Saturation Fit,0.9999925976477764,0.01798869865715342,0.1313026387908878,1.0,0.3612565445026178,1.1763603793950135,,,,glioma_mibitof:CHOP_907_R7C13_whole_cell.tiff,8595,573,-0.19539514992718005,38.532367928000504,0.8417616166124647,,,,
degree,Piecewise Linear Fit,0.9999796857605193,0.01826326033545144,-0.08657106233929199,1.0,0.20802919708029197,1.109286504119252,0.03652652067093015,133.81922790904716,25.786882942178583,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,12330,822,,,,,,,
pagerank,Piecewise Linear Fit,0.9999823383480602,0.017335203376344595,-0.06530964342999426,1.0,0.20681265206812652,1.100258203527309,0.0346704075452738,0.004374347897363265,0.0010852572616697517,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,12330,822,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999777985239,0.21218320054530707,-0.7768189211147429,1.0,0.9805352798053528,1.1436001210156788,0.4243664022771278,0.03576582584030094,0.002180302848279913,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,12330,822,,,,,,,
closeness,Piecewise Linear Fit,0.9999971194599112,0.21171208035078587,-0.20290805465407538,1.0,0.9793187347931873,2.9072005374882965,0.4234241610121656,0.1363273390987984,0.11338033380461235,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,12330,822,,,,,,,
clustering,Exponential Saturation Fit,0.9999968218499774,0.01863042294886132,0.13704756908582547,1.0,0.32968369829683697,1.3004787226107575,,,,glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,12330,822,-0.18424364654371791,37.205122140179604,0.7643104787070517,,,,
degree,Piecewise Linear Fit,0.9999747254649967,0.02705631532809731,-0.11892053634276671,1.0,0.22961730449251247,1.143679692276304,0.05411263065623913,121.5268620071037,24.361226812196218,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,9015,601,,,,,,,
pagerank,Piecewise Linear Fit,0.9999763994075177,0.023851143761491857,-0.08975975749480151,1.0,0.20465890183028287,1.133247633962991,0.04770228833505473,0.0058741518372471945,0.0014207862056227637,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,9015,601,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999111,0.23413072917572117,-0.7007546836249032,1.0,0.9983361064891847,1.100401385456178,0.46826145967917443,0.035267767225033005,0.003526125221506516,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,9015,601,,,,,,,
closeness,Piecewise Linear Fit,0.9999999999995768,0.2301795629558786,-0.19904249861997722,1.0,0.9950083194675541,2.180153299188325,0.46035912623724556,0.14143638837574987,0.13100611794023156,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,9015,601,,,,,,,
clustering,Piecewise Linear Fit,0.9999856168282558,0.047111298895284204,0.11549579195681117,1.0,0.34442595673876875,1.233672879474968,0.09422259778502373,-1.699310523148572,0.7732138064555513,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,9015,601,,,,,,,
degree,Piecewise Linear Fit,0.9999597101658337,0.016094575718327418,-0.07793516133852049,1.0,0.19061032863849764,1.1270237382361628,0.032189151436678276,137.28790469563884,26.14206148038629,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,15975,1065,,,,,,,
pagerank,Piecewise Linear Fit,0.9999637818845163,0.01480836550696994,-0.05987970212115222,1.0,0.1784037558685446,1.1152987247620314,0.029616731829290355,0.003632392878453798,0.000844507917213642,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,15975,1065,,,,,,,
betweenness,Piecewise Linear Fit,0.9999997329265526,0.1656862738882124,-0.761979916745652,1.0,0.8901408450704226,1.182486789185653,0.33137254870822497,0.03556261934365878,0.0018405615264383227,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,15975,1065,,,,,,,
closeness,Piecewise Linear Fit,0.9999974864577439,0.1996478794051341,-0.20583523108414709,1.0,0.9586854460093897,2.798843473000836,0.3992957591261057,0.1264243655755559,0.09738372668782598,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,15975,1065,,,,,,,
clustering,Piecewise Linear Fit,0.9999624410104885,0.03644867851734252,0.13278252608467697,1.0,0.32018779342723,1.4597995917145794,0.07289735703154815,-2.3238772972810335,0.7226043887469112,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,15975,1065,,,,,,,
degree,Piecewise Linear Fit,0.99995146811306,0.012774986408210107,-0.08345124556971063,1.0,0.15548780487804878,1.114257499238849,0.025549972816434112,183.7720143255473,25.784728967238923,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,19680,1312,,,,,,,
pagerank,Piecewise Linear Fit,0.9999519058825325,0.011646905089717727,-0.06446010354170688,1.0,0.14786585365853658,1.1067754922060777,0.023293810760289056,0.004010272182208143,0.0006778844614416136,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,19680,1312,,,,,,,
betweenness,Piecewise Linear Fit,0.9999996433639516,0.20918020179601793,-0.8071666445477171,1.0,0.9733231707317073,1.1728690747240003,0.41836040494515464,0.030918232315905743,0.0015450913909199773,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,19680,1312,,,,,,,
closeness,Piecewise Linear Fit,0.9999890717772,0.20343921420462996,-0.21446390582885072,1.0,0.9657012195121951,3.217476113320001,0.40687842875359637,0.11816294518523317,0.08804970612699524,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,19680,1312,,,,,,,
clustering,Exponential Saturation Fit,0.9999932903884027,0.023842752054223666,0.13475158555220676,1.0,0.40015243902439024,1.3578936154458578,,,,glioma_mibitof:CHOP_941_R2C5_whole_cell.tiff,19680,1312,-0.17414797232946447,29.071582528097807,0.7332550449153543,,,,
degree,Piecewise Linear Fit,0.999944221952976,0.028994182816290327,-0.09698391490581042,1.0,0.2803532008830022,1.1935514992359804,0.05798836563264195,94.51642716291896,25.51607937872311,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,6795,453,,,,,,,
pagerank,Piecewise Linear Fit,0.9999541006015744,0.02767231981839485,-0.0734369825982143,1.0,0.2671081677704194,1.1778254000608614,0.05534464062624376,0.005593451884027944,0.0019529251991473983,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,6795,453,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999998211,0.2222304900354286,-0.9052320296159626,1.0,0.9977924944812362,1.308003674148986,0.4444609807855565,0.06218852521240698,0.001446823502191259,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,6795,453,,,,,,,
closeness,Piecewise Linear Fit,0.9999999932919004,0.21311697707123253,-0.21614487260083945,1.0,0.9867549668874173,2.7495485613282593,0.4262339543646654,0.1918240632014424,0.14825590466340974,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,6795,453,,,,,,,
clustering,Exponential Saturation Fit,0.9999761921168723,0.040714493408710056,0.15582922717426917,1.0,0.6335540838852097,1.4419217003674754,,,,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,6795,453,-0.21031672616640457,17.011804571286884,0.7795833325951904,,,,
degree,Piecewise Linear Fit,0.9999676878851185,0.019624557122511387,-0.08735430977792259,1.0,0.21779548472775564,1.1144182423710385,0.03924911424505398,125.7015472758991,25.772607443519863,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,11295,753,,,,,,,
pagerank,Piecewise Linear Fit,0.9999688794797585,0.01934403007192018,-0.06641100801027951,1.0,0.21646746347941567,1.1086847484798146,0.03868806103273355,0.004352385854925993,0.001183559213549879,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,11295,753,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999999999036,0.22884203218931948,-0.9458207603445667,1.0,0.99867197875166,1.2096371535863921,0.4576840652401439,0.05312611123937067,0.0006964145822787526,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,11295,753,,,,,,,
closeness,Piecewise Linear Fit,0.9999999999994933,0.2288420324771878,-0.24049497751916468,1.0,0.99867197875166,2.7001600230432405,0.4576840652401415,0.16016041494681565,0.11574856641124644,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,11295,753,,,,,,,
