,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
clustering,Michaelis-Menten Fit,0.9999996350042901,0.01456662415434181,0.1539977908522026,1.0,0.7883908890521675,1.1320558254115152,,,,,,,glioma_mibitof:CHOP_907_R6C14_whole_cell.tiff,13610,1361,-0.2020578957732213,0.015483328467049612,0.733975283751879,
degree,Exponential Saturation Fit,0.9999954194339337,0.008546486269954048,-0.105368826835664,1.0,0.22203098106712565,1.0833774017800775,,,,3.8947157334110463,81.10317604687344,16.53398927534253,glioma_mibitof:CHOP_907_R4C12_whole_cell.tiff,5810,581,,,,
pagerank,Exponential Saturation Fit,0.9999966622912718,0.007876814468336362,-0.08075233575346824,1.0,0.2117039586919105,1.0786426193152867,,,,0.00026132387706084983,87.99836541530905,0.0014873957098787895,glioma_mibitof:CHOP_907_R4C12_whole_cell.tiff,5810,581,,,,
betweenness,Piecewise Linear Fit,0.9999999885244034,0.22064579235102538,-0.8701975352751217,1.0,0.9896729776247849,1.1753022153195667,0.4412915853449988,0.06863564268520636,0.0022589698568566104,,,,glioma_mibitof:CHOP_907_R4C12_whole_cell.tiff,5810,581,,,,
closeness,Piecewise Linear Fit,0.9999945913807935,0.19203701768638512,-0.21191529899171888,1.0,0.9655765920826161,2.908832606276542,0.38407403563632175,0.1457301699259217,0.10407466212160701,,,,glioma_mibitof:CHOP_907_R4C12_whole_cell.tiff,5810,581,,,,
clustering,Exponential Saturation Fit,0.9999952570949665,0.019291582602482264,0.13174347754812252,1.0,0.37349397590361444,1.1788403348698606,,,,-0.17309416599440888,35.93003006374995,0.7434834327465959,glioma_mibitof:CHOP_907_R4C12_whole_cell.tiff,5810,581,,,,
degree,Exponential Saturation Fit,0.999892644300217,0.005779987204027105,-0.09477980679031583,1.0,0.1484375,1.0532593217152266,,,,3.5043935775576007,119.92192301887299,16.734829594915965,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,15360,1536,,,,
pagerank,Piecewise Linear Fit,0.9999739566482704,0.008823529300874572,-0.06748152610289367,1.0,0.12044270833333333,1.0596539205918076,0.017647058976514637,0.004708826721937564,0.0005741528984274291,,,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,15360,1536,,,,
betweenness,Piecewise Linear Fit,0.9999999999998429,0.24313725428325533,-0.8616258618678843,1.0,0.9993489583333334,1.1450408866906439,0.48627450980392156,0.039297742651706775,0.0015344590471812066,,,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,15360,1536,,,,
closeness,Piecewise Linear Fit,0.9999971703939321,0.2092873902088836,-0.2301170819779725,1.0,0.9798177083333334,3.5461390453090735,0.418574780867626,0.09304581363016577,0.06515019589125955,,,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,15360,1536,,,,
clustering,Piecewise Linear Fit,0.9999894187693416,0.02286892989016787,0.14191567273602973,1.0,0.22200520833333334,1.2695006225281202,0.04573785977913924,-3.8225004472128115,0.7033914116490355,,,,glioma_mibitof:CHOP_907_R11C3_whole_cell.tiff,15360,1536,,,,
degree,Exponential Saturation Fit,0.9999991100543524,0.006495420360575783,-0.09559576050469452,1.0,0.1875,1.0572973670877415,,,,3.5571726950825924,106.71321362646796,16.826698428127948,glioma_mibitof:CHOP_907_R5C6_whole_cell.tiff,3840,384,,,,
pagerank,Exponential Saturation Fit,0.9999993936147629,0.006965175081421471,-0.07532057436028304,1.0,0.19010416666666666,1.0575846237943698,,,,0.00037058988929799283,99.5160785791088,0.002274789069004979,glioma_mibitof:CHOP_907_R5C6_whole_cell.tiff,3840,384,,,,
betweenness,Michaelis-Menten Fit,0.9999963414937411,0.24314839073140654,-0.8005351886443334,1.0,1.0,1.179816596189797,,,,,,,glioma_mibitof:CHOP_907_R5C6_whole_cell.tiff,3840,384,1866.7580908860393,25770.070393172755,0.004388595952864287,
closeness,Exponential Saturation Fit,0.9999998192473046,0.22769843899122694,-0.23409175083311884,1.0,1.0,2.5917595491477297,,,,0.33949406081073286,0.5241345052242209,0.12495912572631256,glioma_mibitof:CHOP_907_R5C6_whole_cell.tiff,3840,384,,,,
clustering,Exponential Saturation Fit,0.9999993427487844,0.03168975702063021,0.1482807491527415,1.0,0.5286458333333334,1.1893839735916114,,,,-0.20162248817525916,21.87215120930282,0.7806598666968565,glioma_mibitof:CHOP_907_R5C6_whole_cell.tiff,3840,384,,,,
degree,Piecewise Linear Fit,0.9999734246116267,0.01675667978966813,-0.09239988920231204,1.0,0.17694805194805194,1.0846782211253092,0.0335133595793688,102.98699467972062,16.95092667902088,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,6160,616,,,,
pagerank,Piecewise Linear Fit,0.9999745385135694,0.015932393911818964,-0.07160100233280785,1.0,0.16883116883116883,1.0788165808664902,0.031864788284577145,0.00691301269769966,0.0014281175031284194,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,6160,616,,,,
betweenness,Piecewise Linear Fit,0.99999732604646,0.17549019531620483,-0.7200174738066022,1.0,0.8993506493506493,1.1044042208861362,0.35098039127946223,0.05424294719045057,0.0037015534233766877,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,6160,616,,,,
closeness,Piecewise Linear Fit,0.9999767205890318,0.19316888209776836,-0.19927792816538395,1.0,0.948051948051948,2.6770229991722454,0.3863377644939039,0.12948401878277138,0.10050228533239912,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,6160,616,,,,
clustering,Piecewise Linear Fit,0.9999898262713586,0.041400590021243217,0.12895240517509785,1.0,0.3538961038961039,1.2103578644627506,0.08280118003842613,-2.039253591355049,0.739135314557416,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,6160,616,,,,
degree,Piecewise Linear Fit,0.999982264323908,0.013890928207940058,-0.09577497504488577,1.0,0.19237147595356552,1.081616746495935,0.027781856415901713,128.78891104460496,16.890177459853316,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,6030,603,,,,
pagerank,Piecewise Linear Fit,0.9999815987276072,0.013008710362579359,-0.07574437665967877,1.0,0.1824212271973466,1.081338269789935,0.02601742100982615,0.009139584102542436,0.0014507827172725097,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,6030,603,,,,
betweenness,Piecewise Linear Fit,0.9999995425316445,0.0731096736683666,-0.4459142498829735,1.0,0.5953565505804311,1.0077468436106194,0.14621934747615986,0.10487188048630042,0.00952707379337115,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,6030,603,,,,
closeness,Piecewise Linear Fit,0.9999982972529431,0.11243444712437446,-0.07423276556026387,1.0,0.7810945273631841,1.0429049550739866,0.22486889466733115,0.05372155912126092,0.07532760556720888,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,6030,603,,,,
clustering,Exponential Saturation Fit,0.9999922035722231,0.018498395855015073,0.13994941523916435,1.0,0.3864013266998342,1.1740926055304375,,,,-0.19057302244430824,37.470663693413286,0.776150449402583,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,6030,603,,,,
degree,Piecewise Linear Fit,0.9999963979468689,0.004944505767867347,-0.07773968230854278,1.0,0.057885906040268456,1.0326662738021821,0.009889011535738061,293.375518960146,17.209074699119753,,,,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,59600,5960,,,,
pagerank,Piecewise Linear Fit,0.9999965210533697,0.0047353914345548385,-0.059837442955455004,1.0,0.05604026845637584,1.0308352712593511,0.009470783340550792,0.002008900547552867,0.00014946658855153553,,,,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,59600,5960,,,,
betweenness,Piecewise Linear Fit,0.9999999950151839,0.200778076479529,-0.8565219855697653,1.0,0.9614093959731543,1.0050347996421563,0.401556153023793,0.6203078337369329,0.020862694418944734,,,,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,59600,5960,,,,
closeness,Piecewise Linear Fit,0.9999972223034075,0.19995098617009816,-0.23103496455280714,1.0,0.9605704697986577,2.969865898486605,0.39990197315210085,0.049254803112223196,0.0327794015639551,,,,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,59600,5960,,,,
clustering,Exponential Saturation Fit,0.9999987433469795,0.009209323539964717,0.15918389447817122,1.0,0.15906040268456376,1.1520126672691497,,,,-0.19576564795691578,75.2658084019725,0.712786890067388,glioma_mibitof:Brainiaqc_R7C5_whole_cell.tiff,59600,5960,,,,
degree,Piecewise Linear Fit,0.9999812203583989,0.010880179786268951,-0.07682149267214021,1.0,0.13414634146341464,1.0752141225126854,0.021760359572554278,132.79622381206013,17.36299903220159,,,,glioma_mibitof:CHOP_907_R4C5_whole_cell.tiff,13940,1394,,,,
pagerank,Piecewise Linear Fit,0.9999819435691891,0.010295520097109013,-0.060217976268019134,1.0,0.1291248206599713,1.072056019414649,0.020591040709500588,0.003996067794897793,0.0006420695774833448,,,,glioma_mibitof:CHOP_907_R4C5_whole_cell.tiff,13940,1394,,,,
betweenness,Piecewise Linear Fit,0.9999992454360601,0.1949652097683826,-0.7683823213427571,1.0,0.9490674318507891,1.1480882711251228,0.38993042058275107,0.03727874502409146,0.00219085046754757,,,,glioma_mibitof:CHOP_907_R4C5_whole_cell.tiff,13940,1394,,,,
closeness,Piecewise Linear Fit,0.999989426503735,0.19602303430913393,-0.21311094369736006,1.0,0.9512195121951219,3.0229063739840267,0.39204606903839884,0.09331522447757029,0.06754098126046915,,,,glioma_mibitof:CHOP_907_R4C5_whole_cell.tiff,13940,1394,,,,
clustering,Piecewise Linear Fit,0.9999876203635988,0.028915160505761647,0.15424405960379906,1.0,0.25251076040172166,1.3604252683714395,0.057830321009735036,-3.2339657719290686,0.6997617948045556,,,,glioma_mibitof:CHOP_907_R4C5_whole_cell.tiff,13940,1394,,,,
degree,Piecewise Linear Fit,0.9999781089010545,0.009849600199165936,-0.07575598744677113,1.0,0.13333333333333333,1.0711762074535236,0.01969920039834547,144.88813692570395,17.410895663878463,,,,glioma_mibitof:CHOP_907_R3C2_whole_cell.tiff,10800,1080,,,,
pagerank,Piecewise Linear Fit,0.999976695594933,0.009669897923721705,-0.058009594899314336,1.0,0.13240740740740742,1.0675201072022018,0.01933979621209397,0.005303651641481672,0.0008328053548520755,,,,glioma_mibitof:CHOP_907_R3C2_whole_cell.tiff,10800,1080,,,,
betweenness,Piecewise Linear Fit,0.9999967578000085,0.18727174662245352,-0.713677845824953,1.0,0.9407407407407408,1.1210233613362561,0.3745434942050396,0.03900956241238197,0.002930866728450807,,,,glioma_mibitof:CHOP_907_R3C2_whole_cell.tiff,10800,1080,,,,
closeness,Piecewise Linear Fit,0.9999560320548528,0.1919365804000266,-0.2038389240116476,1.0,0.9453703703703704,2.788839061994529,0.38387316117276565,0.1029944355472519,0.07721209530628709,,,,glioma_mibitof:CHOP_907_R3C2_whole_cell.tiff,10800,1080,,,,
clustering,Piecewise Linear Fit,0.9999930544773917,0.03120385515039122,0.14027846276033792,1.0,0.2740740740740741,1.2749246912592513,0.06240771029847782,-2.7079860416652357,0.6868700787486924,,,,glioma_mibitof:CHOP_907_R3C2_whole_cell.tiff,10800,1080,,,,
degree,Piecewise Linear Fit,0.9999635370902545,0.017825273464456236,-0.1083160124940632,1.0,0.15873015873015872,1.0987836739419174,0.03565054692894428,111.99176091116377,16.433897684124034,,,,glioma_mibitof:CHOP_907_R6C8_whole_cell.tiff,5040,504,,,,
pagerank,Piecewise Linear Fit,0.999966562397275,0.01769733429316477,-0.08084085210041261,1.0,0.15873015873015872,1.0852429828002534,0.03539466900170128,0.008521203399631892,0.0017146228626321212,,,,glioma_mibitof:CHOP_907_R6C8_whole_cell.tiff,5040,504,,,,
betweenness,Piecewise Linear Fit,0.9999941723591942,0.08090539606409743,-0.5709599464165247,1.0,0.5297619047619048,1.0403257706137603,0.16181079234057172,0.07619039978307851,0.004632014729482726,,,,glioma_mibitof:CHOP_907_R6C8_whole_cell.tiff,5040,504,,,,
closeness,Piecewise Linear Fit,0.9999970979694649,0.17470353717098527,-0.1534418492157264,1.0,0.9027777777777778,2.0160312011113817,0.3494070746426614,0.11620137902211784,0.11200204493465529,,,,glioma_mibitof:CHOP_907_R6C8_whole_cell.tiff,5040,504,,,,
clustering,Exponential Saturation Fit,0.9999985645165645,0.01996243874798053,0.14423176871442442,1.0,0.3134920634920635,1.1792462125523293,,,,-0.1941881480585128,34.72256739618906,0.7702749456052552,glioma_mibitof:CHOP_907_R6C8_whole_cell.tiff,5040,504,,,,
degree,Exponential Saturation Fit,0.9999171020081838,0.005680472511380441,-0.09056582255375066,1.0,0.13323201621073963,1.059893035965877,,,,3.3580778248328595,122.02280340966242,16.860393127914186,glioma_mibitof:CHOP_907_R13C6_whole_cell.tiff,19740,1974,,,,
pagerank,Piecewise Linear Fit,0.9999768659648217,0.007532503434623188,-0.0657369767629057,1.0,0.0977710233029382,1.0606902136592469,0.015065007229515232,0.004181601280420842,0.00044765284993275893,,,,glioma_mibitof:CHOP_907_R13C6_whole_cell.tiff,19740,1974,,,,
betweenness,Exponential Saturation Fit,0.9999999828704584,0.21841883498612918,-0.8227032551082039,1.0,1.0,1.1349120450632717,,,,0.04096479086898502,0.8883480095561458,0.0015570015773974718,glioma_mibitof:CHOP_907_R13C6_whole_cell.tiff,19740,1974,,,,
closeness,Piecewise Linear Fit,0.9999968677783234,0.2025559126852114,-0.21938497951768998,1.0,0.9655521783181358,2.975847047141685,0.4051118258837291,0.07892205837264833,0.05688180152457509,,,,glioma_mibitof:CHOP_907_R13C6_whole_cell.tiff,19740,1974,,,,
clustering,Exponential Saturation Fit,0.9999949097945641,0.016257390347479313,0.15589576124135357,1.0,0.29027355623100304,1.2578467420924935,,,,-0.1896681502757583,42.63582072000685,0.7031512883899739,glioma_mibitof:CHOP_907_R13C6_whole_cell.tiff,19740,1974,,,,
degree,Piecewise Linear Fit,0.9999864575623324,0.011550794216803412,-0.0835825768512131,1.0,0.11420413990007137,1.0685162396012264,0.02310158843362393,135.08145840645915,17.10744564456155,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,14010,1401,,,,
pagerank,Piecewise Linear Fit,0.999987308074758,0.00914283379280764,-0.06863981667948663,1.0,0.10135617416131334,1.0634689264991362,0.018285667947284694,0.00505590614880506,0.0006272221039703483,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,14010,1401,,,,
betweenness,Piecewise Linear Fit,0.9999999770453019,0.21351615955148281,-0.871574479691286,1.0,0.9842969307637401,1.162032612920461,0.42703232010186204,0.04275041036569452,0.0013449862692821548,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,14010,1401,,,,
closeness,Piecewise Linear Fit,0.9999963364858193,0.20649325699190613,-0.24090647409188434,1.0,0.9778729478943612,2.739282325832414,0.41298651439083145,0.1014660547633135,0.0660196876003653,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,14010,1401,,,,
clustering,Michaelis-Menten Fit,0.9999760131314366,0.015303232399766506,0.18721464190352025,1.0,0.8822269807280514,1.2772261473407316,,,,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,14010,1401,-0.2381698057044856,0.01632006657399225,0.7308901926110074,
degree,Piecewise Linear Fit,0.9999925550592967,0.017215864413822293,-0.08401466855336889,1.0,0.19066937119675456,1.0501613570621688,0.034431728827682084,91.85769398001153,17.241608234143968,,,,glioma_mibitof:CHOP_907_R7C1_whole_cell.tiff,4930,493,,,,
pagerank,Piecewise Linear Fit,0.999992893314355,0.017084241007939337,-0.06593956579033389,1.0,0.19066937119675456,1.0499690151601675,0.034168482473762814,0.007462254699393182,0.0018059039361393294,,,,glioma_mibitof:CHOP_907_R7C1_whole_cell.tiff,4930,493,,,,
betweenness,Piecewise Linear Fit,0.9999980499176991,0.14705882302762108,-0.8814991185879667,1.0,0.8397565922920892,1.089073429172982,0.294117646365943,0.09466264331012414,0.0018714119581269713,,,,glioma_mibitof:CHOP_907_R7C1_whole_cell.tiff,4930,493,,,,
closeness,Piecewise Linear Fit,0.9999985384176475,0.1934552361436169,-0.24320714016870482,1.0,0.9432048681541582,1.9825186573123823,0.38691047252947464,0.15972144074982267,0.09614892060363411,,,,glioma_mibitof:CHOP_907_R7C1_whole_cell.tiff,4930,493,,,,
clustering,Exponential Saturation Fit,0.9999975963580727,0.020972424797586393,0.15452077937287548,1.0,0.3935091277890467,1.188008576305215,,,,-0.220855206705037,33.050396041048295,0.8250730624770826,glioma_mibitof:CHOP_907_R7C1_whole_cell.tiff,4930,493,,,,
degree,Piecewise Linear Fit,0.9999842054371155,0.013141309894932951,-0.10743892500315824,1.0,0.16589861751152074,1.1143071368435793,0.026282619789883235,151.30037804823814,16.517904804303722,,,,glioma_mibitof:CHOP_907_R5C12_whole_cell.tiff,4340,434,,,,
pagerank,Piecewise Linear Fit,0.9999825445365651,0.012794188117351127,-0.08094118756958428,1.0,0.16589861751152074,1.1020694358855883,0.025588376420948983,0.013738967553985465,0.001995908160241235,,,,glioma_mibitof:CHOP_907_R5C12_whole_cell.tiff,4340,434,,,,
betweenness,Piecewise Linear Fit,0.9999999999998808,0.23850362338076236,-0.681822385081287,1.0,0.9976958525345622,1.1320299203077264,0.4770072477111131,0.050233059420986624,0.005590916088657405,,,,glioma_mibitof:CHOP_907_R5C12_whole_cell.tiff,4340,434,,,,
closeness,Piecewise Linear Fit,0.9999998794417599,0.21778103816743133,-0.19316083676181658,1.0,0.9861751152073732,2.4738337217413635,0.4355620766585949,0.1345439989243324,0.1223917903825408,,,,glioma_mibitof:CHOP_907_R5C12_whole_cell.tiff,4340,434,,,,
clustering,Michaelis-Menten Fit,0.9999788566544326,0.019844371430620275,0.15075426595260047,1.0,0.9700460829493087,1.2027230555818211,,,,,,,glioma_mibitof:CHOP_907_R5C12_whole_cell.tiff,4340,434,-0.20512095311747117,0.021645342888596892,0.7488932419164812,
degree,Piecewise Linear Fit,0.9999932574899617,0.01093447480685839,-0.07976270157166815,1.0,0.0989010989010989,1.039830609533136,0.021868949613732768,136.476361464148,17.216915199945905,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,19110,1911,,,,
pagerank,Piecewise Linear Fit,0.9999945364244698,0.01065509757266465,-0.058747252458463114,1.0,0.0968079539508111,1.035746286336095,0.021310195921545375,0.0027453947738983763,0.000468684833536957,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,19110,1911,,,,
betweenness,Michaelis-Menten Fit,0.9999898459236106,0.2484656051774957,-0.860945737346084,1.0,1.0,1.0987260189682957,,,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,19110,1911,4106.068626677665,129017.00364129238,0.0012771832188186625,
closeness,Piecewise Linear Fit,0.9999999636181488,0.23258274938932583,-0.2472597268573733,1.0,0.9963369963369964,3.545574093991972,0.46516549934653045,0.0819128067139754,0.05799907596709001,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,19110,1911,,,,
clustering,Exponential Saturation Fit,0.9999990343855858,0.015344558215497716,0.1411594210437575,1.0,0.2271062271062271,1.1316529663373625,,,,-0.185006581853731,45.172182293400496,0.7478140751239077,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,19110,1911,,,,
degree,Piecewise Linear Fit,0.9999900809154925,0.01784519079016573,-0.0720809679054903,1.0,0.2020057306590258,1.06044374776037,0.03569038158037795,76.72635463720587,17.626059549551417,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,6980,698,,,,
pagerank,Piecewise Linear Fit,0.999989866360061,0.014985464177625613,-0.05606805799003802,1.0,0.17191977077363896,1.0560011091310917,0.02997092893798261,0.005143180563122766,0.0012975590520531194,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,6980,698,,,,
betweenness,Piecewise Linear Fit,0.9999875896349776,0.15980392047947667,-0.8106164065412741,1.0,0.8638968481375359,1.1678296746082986,0.31960784149837046,0.05925060375304474,0.0022121122668785085,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,6980,698,,,,
closeness,Piecewise Linear Fit,0.9999838997405112,0.19289358476628735,-0.20142191638015583,1.0,0.9312320916905444,2.778517444027836,0.3857871698372429,0.12662531960171208,0.09683871151272425,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,6980,698,,,,
clustering,Michaelis-Menten Fit,0.9999997791128497,0.0205224986070221,0.14397371082029292,1.0,0.9727793696275072,1.1628083712708772,,,,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,6980,698,-0.19318264656557413,0.02244059124237999,0.7332223324739122,
degree,Exponential Saturation Fit,0.9998632081980489,0.005449676112712743,-0.10707235216060527,1.0,0.13446567586694974,1.0581302313206904,,,,3.9235042588203193,127.19052769347489,16.35999097064089,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,14130,1413,,,,
pagerank,Piecewise Linear Fit,0.9999891481092933,0.01038996164679617,-0.07130144391609075,1.0,0.12455767869780608,1.0586331547757748,0.02077992374669347,0.0045861557612574474,0.0006206391467364516,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,14130,1413,,,,
betweenness,Piecewise Linear Fit,0.9999999999998577,0.23984336698269335,-0.8286569719085797,1.0,0.9992922859164898,1.1098325793353214,0.47968673519333216,0.03906417473731712,0.0019373050263096294,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,14130,1413,,,,
closeness,Piecewise Linear Fit,0.9999994941694897,0.21341164845761434,-0.23464122197490694,1.0,0.9823071479122435,2.6064588048085584,0.4268232973571801,0.09657695497852346,0.06722833950628959,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,14130,1413,,,,
clustering,Piecewise Linear Fit,0.9999995935527421,0.029104219967462323,0.1149423035918681,1.0,0.25760792639773533,1.1257176096434278,0.05820843993260847,-2.513180028256399,0.7094994466772045,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,14130,1413,,,,
degree,Exponential Saturation Fit,0.99994419131201,0.010276791038737994,-0.11083144955737588,1.0,0.22719449225473323,1.0555219983328843,,,,4.071389179820646,67.44782276126736,16.331786824748303,glioma_mibitof:CHOP_907_R7C2_whole_cell.tiff,5810,581,,,,
pagerank,Piecewise Linear Fit,0.9999878527926893,0.01620825127605887,-0.07824836069021479,1.0,0.17728055077452667,1.05445719671543,0.03241650296641604,0.007824434726418984,0.0014939215590388365,,,,glioma_mibitof:CHOP_907_R7C2_whole_cell.tiff,5810,581,,,,
betweenness,Piecewise Linear Fit,0.9999994672541744,0.08292443535321017,-0.704271565841835,1.0,0.5869191049913941,1.0127165168115342,0.16584887089245223,0.08915076895096073,0.003104277514215151,,,,glioma_mibitof:CHOP_907_R7C2_whole_cell.tiff,5810,581,,,,
closeness,Piecewise Linear Fit,0.9999991115029554,0.1413104210796163,0.3195960625523359,1.0,0.8141135972461274,1.0342628535021428,0.2826208420674886,-0.3080540847649931,0.1797383510164534,,,,glioma_mibitof:CHOP_907_R7C2_whole_cell.tiff,5810,581,,,,
clustering,Exponential Saturation Fit,0.9999987438909359,0.01024635484904549,0.10291209137340106,1.0,0.22719449225473323,1.046387060909848,,,,-0.15158240104591203,67.64817258736858,0.8122566586275163,glioma_mibitof:CHOP_907_R7C2_whole_cell.tiff,5810,581,,,,
degree,Piecewise Linear Fit,0.9999379585904337,0.04627009088656556,-0.11244889694729361,1.0,0.32231404958677684,1.177320212256691,0.09254018177333358,45.71705100290391,16.696165049689277,,,,glioma_mibitof:CHOP_907_R5C3_whole_cell.tiff,2420,242,,,,
pagerank,Piecewise Linear Fit,0.999941734474763,0.0340949769986019,-0.07896001754798913,1.0,0.2727272727272727,1.1313226151396174,0.06818995474450482,0.009124831830288413,0.0036289962294853138,,,,glioma_mibitof:CHOP_907_R5C3_whole_cell.tiff,2420,242,,,,
betweenness,Piecewise Linear Fit,0.9999877462785415,0.12380268158613576,-0.6833505124268819,1.0,0.6776859504132231,1.12975032781087,0.24760536346940698,0.08333079656044831,0.004780472740323928,,,,glioma_mibitof:CHOP_907_R5C3_whole_cell.tiff,2420,242,,,,
closeness,Piecewise Linear Fit,0.9999999997280039,0.23679732883066937,-0.17805920357769442,1.0,0.9958677685950413,2.041510449284464,0.47359465796636097,0.15526573624932508,0.16971824669440813,,,,glioma_mibitof:CHOP_907_R5C3_whole_cell.tiff,2420,242,,,,
clustering,Piecewise Linear Fit,0.9999969154093964,0.04678612394905589,0.08664410451767805,1.0,0.32231404958677684,1.091384553541638,0.09357224789048962,-1.2276410755376646,0.7203387676848207,,,,glioma_mibitof:CHOP_907_R5C3_whole_cell.tiff,2420,242,,,,
degree,Exponential Saturation Fit,0.9998821585575077,0.008060254356887593,-0.10178186921627749,1.0,0.18702290076335878,1.0695960709527137,,,,3.762720729880485,85.99569564961251,16.602878325326177,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,7860,786,,,,
pagerank,Piecewise Linear Fit,0.9999727832329182,0.011826262181824051,-0.07530781391408828,1.0,0.14631043256997456,1.0771736931969893,0.02365252467309847,0.007643398553217605,0.001109918631522648,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,7860,786,,,,
betweenness,Piecewise Linear Fit,0.999995342165861,0.19352673930190611,-0.9248913023273891,1.0,0.9592875318066157,1.1993315982117259,0.38705347918569816,0.06651706929901711,0.0010453785913057763,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,7860,786,,,,
closeness,Piecewise Linear Fit,0.9999860917708342,0.19027786794063556,-0.22667825616956885,1.0,0.9516539440203562,2.7685256542193417,0.3805557361551119,0.13896975144314605,0.0902108792986856,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,7860,786,,,,
clustering,Piecewise Linear Fit,0.9999848507691056,0.03281896076946935,0.13628549545385404,1.0,0.31170483460559795,1.2516662100070826,0.06563792153645648,-2.644261891389056,0.7235476152047844,,,,glioma_mibitof:CHOP_907_R13C14_whole_cell.tiff,7860,786,,,,
degree,Exponential Saturation Fit,0.9999504381033301,0.0026308422672934257,-0.09086654608413447,1.0,0.06830818109610802,1.029684230839783,,,,3.350299778195906,263.4696838907028,16.760126472593708,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,62950,6295,,,,
pagerank,Piecewise Linear Fit,0.9999931303942555,0.00451197473520866,-0.060381305588350136,1.0,0.06068308181096108,1.0309745809150688,0.009023949918548529,0.002013684611203107,0.0001413862343779128,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,62950,6295,,,,
betweenness,Piecewise Linear Fit,0.9999999988904127,0.22309197970013345,-1.1418598340777475,1.0,0.9893566322478158,1.0168291770150952,0.4461839596028339,0.22026483281353354,-0.0061048609427918395,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,62950,6295,,,,
closeness,Piecewise Linear Fit,0.999993085254537,0.20137038901077084,-0.2330617759093512,1.0,0.9642573471008737,3.117241286739709,0.40274077884095966,0.04914960278907873,0.0325690397098447,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,62950,6295,,,,
clustering,Piecewise Linear Fit,0.9999977201457197,0.013460474781604486,0.1293813485070229,1.0,0.12708498808578236,1.1435909224321124,0.02692094956274226,-5.768117056241872,0.6777404110489736,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,62950,6295,,,,
