,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,constant_c
degree,Piecewise Linear Fit,0.9999899096142834,0.012163021198250306,-0.0728572452951573,1.0,0.1895910780669145,1.0575939598217958,0.02432604239652202,113.72729913837594,17.602730954554715,,,,glioma_mibitof:CHOP_907_R2C8_whole_cell.tiff,5380,538,,,,
pagerank,Piecewise Linear Fit,0.9999868668990637,0.012174288233920309,-0.05652797305835967,1.0,0.1895910780669145,1.0562489414445286,0.024348576761650836,0.0082871788273322,0.0016838984521785679,,,,glioma_mibitof:CHOP_907_R2C8_whole_cell.tiff,5380,538,,,,
betweenness,Piecewise Linear Fit,0.9999821935804838,0.16587569200415234,-0.8119464444023937,1.0,0.9089219330855018,1.1820325524103275,0.3317513844636475,0.0728574823230391,0.00279905263320396,,,,glioma_mibitof:CHOP_907_R2C8_whole_cell.tiff,5380,538,,,,
closeness,Piecewise Linear Fit,0.9999737918308333,0.1872652227634616,-0.20292107096041362,1.0,0.9405204460966543,2.5133375507639837,0.37453044578242695,0.14658515470369493,0.10782545618226778,,,,glioma_mibitof:CHOP_907_R2C8_whole_cell.tiff,5380,538,,,,
clustering,Michaelis-Menten Fit,0.9999883259617727,0.014005011689497754,0.159197324243536,1.0,0.845724907063197,1.1920922428047553,,,,,,,glioma_mibitof:CHOP_907_R2C8_whole_cell.tiff,5380,538,-0.21869658047261215,0.014887270042608713,0.771907450705689,
degree,Exponential Saturation Fit,0.9999380513319023,0.006163859354758245,-0.06329149650844695,1.0,0.1943359375,1.0413835227981494,,,,2.4105770607447345,112.4534387669603,17.838162752350012,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,10240,1024,,,,
pagerank,Piecewise Linear Fit,0.9999932258735322,0.010273969053325055,-0.04435750439476365,1.0,0.171875,1.041524567825598,0.020547938610616098,0.004077247133534669,0.0009024717693256444,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,10240,1024,,,,
betweenness,Piecewise Linear Fit,0.9999985658743058,0.17942447251009475,-0.7984395461425492,1.0,0.92578125,1.168875257032038,0.3588489457558446,0.04877951141934346,0.0022094409740522998,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,10240,1024,,,,
closeness,Piecewise Linear Fit,0.9999875831438191,0.19703122098694287,-0.2143142867622676,1.0,0.958984375,2.937393114874244,0.3940624423337881,0.10949146973011134,0.07908845052293104,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,10240,1024,,,,
clustering,Piecewise Linear Fit,0.9999990025460892,0.03162317224714547,0.12524977890967118,1.0,0.3046875,1.2268265324374448,0.06324634449169719,-2.4384243371272745,0.6927661933057174,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,10240,1024,,,,
degree,Exponential Saturation Fit,0.9998405090495365,0.0058175770115058345,-0.08352751921515195,1.0,0.15011037527593818,1.0646491922297578,,,,3.1224951940345647,119.14705712653792,17.13016825829635,glioma_mibitof:CHOP_907_R4C11_whole_cell.tiff,13590,1359,,,,
pagerank,Piecewise Linear Fit,0.9999818167938198,0.00845630843037706,-0.05989019445323688,1.0,0.12362030905077263,1.0648276761647484,0.01691261720141367,0.004964668248022211,0.0006590128501595275,,,,glioma_mibitof:CHOP_907_R4C11_whole_cell.tiff,13590,1359,,,,
betweenness,Piecewise Linear Fit,0.9999999999999103,0.24064383959929128,-0.8370591202196105,1.0,0.9992641648270787,1.1624727959208918,0.4812876803746602,0.04092312327586654,0.0019169793484645036,,,,glioma_mibitof:CHOP_907_R4C11_whole_cell.tiff,13590,1359,,,,
closeness,Piecewise Linear Fit,0.9999981770831669,0.2064303551552295,-0.23246748649685162,1.0,0.9764532744665195,3.088598723524449,0.4128607107235273,0.09994973297852097,0.06812237173696946,,,,glioma_mibitof:CHOP_907_R4C11_whole_cell.tiff,13590,1359,,,,
clustering,Piecewise Linear Fit,0.9999954558362574,0.024557874557776686,0.12775281390974583,1.0,0.23473142016188372,1.2361573991429493,0.049115749113981096,-3.123962136798109,0.6772359169792456,,,,glioma_mibitof:CHOP_907_R4C11_whole_cell.tiff,13590,1359,,,,
degree,Piecewise Linear Fit,0.9999537139503073,0.014425928101031537,-0.0852029300489609,1.0,0.16790123456790124,1.0942401372570967,0.02885185620208915,110.78812540898763,17.159602062928286,,,,glioma_mibitof:CHOP_907_R4C1_whole_cell.tiff,8100,810,,,,
pagerank,Piecewise Linear Fit,0.9999544600956889,0.013904405053987285,-0.0656297218674173,1.0,0.1654320987654321,1.085772555894234,0.027808810609667483,0.005542994681778924,0.0010972745651326766,,,,glioma_mibitof:CHOP_907_R4C1_whole_cell.tiff,8100,810,,,,
betweenness,Piecewise Linear Fit,0.9999999926802149,0.2020618645859708,-0.7810326031564743,1.0,0.9592592592592593,1.2323223401252608,0.4041237299955002,0.04907043052515728,0.002779806139204111,,,,glioma_mibitof:CHOP_907_R4C1_whole_cell.tiff,8100,810,,,,
closeness,Piecewise Linear Fit,0.9999969791287125,0.20679293602304177,-0.21614872019783613,1.0,0.9666666666666667,3.1818818932206643,0.41358587239865463,0.11730565804043072,0.08797021691279741,,,,glioma_mibitof:CHOP_907_R4C1_whole_cell.tiff,8100,810,,,,
clustering,Exponential Saturation Fit,0.9999989451638267,0.0254204013651141,0.1453721480095268,1.0,0.4222222222222222,1.2487349376339132,,,,-0.17874874598641652,27.26728019225725,0.7041700686356275,glioma_mibitof:CHOP_907_R4C1_whole_cell.tiff,8100,810,,,,
degree,Piecewise Linear Fit,0.9999841406466878,0.011274509791063944,-0.07992520559942716,1.0,0.18330605564648117,1.079071718886094,0.022549019582144707,133.8297896713643,17.369600695123655,,,,glioma_mibitof:CHOP_907_R5C5_whole_cell.tiff,6110,611,,,,
pagerank,Piecewise Linear Fit,0.9999818511173781,0.01127450974286136,-0.06240892184653925,1.0,0.19148936170212766,1.0776001828165707,0.02254901974616572,0.008657947085155108,0.0014664908911810797,,,,glioma_mibitof:CHOP_907_R5C5_whole_cell.tiff,6110,611,,,,
betweenness,Piecewise Linear Fit,0.9999999999999074,0.2088235291348294,-0.8462798639460956,1.0,0.9983633387888707,1.105329903147375,0.4176470588235293,0.07540518006381615,0.0028602062944009256,,,,glioma_mibitof:CHOP_907_R5C5_whole_cell.tiff,6110,611,,,,
closeness,Piecewise Linear Fit,0.9999989367554716,0.17606189096071742,-0.17480244210162998,1.0,0.9623567921440261,2.056582725786193,0.35212378222163354,0.11729691087187137,0.09749051737976815,,,,glioma_mibitof:CHOP_907_R5C5_whole_cell.tiff,6110,611,,,,
clustering,Piecewise Linear Fit,0.9999930952225226,0.04144353904322247,0.10764934604414485,1.0,0.40098199672667756,1.1613107379734744,0.08288707808136371,-1.6312683799511012,0.6956217491872808,,,,glioma_mibitof:CHOP_907_R5C5_whole_cell.tiff,6110,611,,,,
degree,Piecewise Linear Fit,0.9999959634376498,0.024614370914965017,-0.0630839815536519,1.0,0.30734966592427615,1.0536163590581518,0.049228741830029794,49.309180829252156,18.025947275755673,,,,glioma_mibitof:CHOP_907_R4C6_whole_cell.tiff,4490,449,,,,
pagerank,Piecewise Linear Fit,0.9999980122238248,0.024260384214917777,-0.04896195100516013,1.0,0.30066815144766146,1.0501277627218306,0.04852076954260351,0.004360367417746465,0.0020547544857553827,,,,glioma_mibitof:CHOP_907_R4C6_whole_cell.tiff,4490,449,,,,
betweenness,Piecewise Linear Fit,0.9999780638793334,0.14618394860459138,-0.7092517530870975,1.0,0.8374164810690423,1.1498231642782706,0.29236789761786414,0.07153931587167271,0.004287075713710636,,,,glioma_mibitof:CHOP_907_R4C6_whole_cell.tiff,4490,449,,,,
closeness,Piecewise Linear Fit,0.999987721674301,0.17341826401098664,-0.18075235209849552,1.0,0.9086859688195991,2.4569045245760455,0.3468365282523121,0.15057678197648702,0.11835431379512022,,,,glioma_mibitof:CHOP_907_R4C6_whole_cell.tiff,4490,449,,,,
clustering,Piecewise Linear Fit,0.9999954769553238,0.03685742689361086,0.12057329514830663,1.0,0.3741648106904232,1.1977973944081506,0.07371485378373775,-2.115786399623319,0.7247462424455412,,,,glioma_mibitof:CHOP_907_R4C6_whole_cell.tiff,4490,449,,,,
degree,Exponential Saturation Fit,0.9998010930521308,0.005715035282066738,-0.08917652897582136,1.0,0.15046491969568893,1.0686156044189694,,,,3.3169800704287,121.2848471303108,16.93934119075275,glioma_mibitof:CHOP_907_R6C2_whole_cell.tiff,11830,1183,,,,
pagerank,Piecewise Linear Fit,0.9999867670034471,0.010826770310845602,-0.058674031490552433,1.0,0.13355874894336434,1.0680200458401696,0.021653541116953084,0.004372139653335167,0.0007594287606646885,,,,glioma_mibitof:CHOP_907_R6C2_whole_cell.tiff,11830,1183,,,,
betweenness,Piecewise Linear Fit,0.9999995518743755,0.1564968924539038,-0.6972533797577373,1.0,0.8512256973795436,1.0995742378923352,0.31299378569945474,0.03953703303572245,0.0026865718647881213,,,,glioma_mibitof:CHOP_907_R6C2_whole_cell.tiff,11830,1183,,,,
closeness,Piecewise Linear Fit,0.9999855597466556,0.19231349316389051,-0.1961168593627003,1.0,0.9425190194420964,3.039651129185594,0.3846269867354422,0.0943496959886742,0.07437521813661131,,,,glioma_mibitof:CHOP_907_R6C2_whole_cell.tiff,11830,1183,,,,
clustering,Piecewise Linear Fit,0.9999836545310629,0.02755905496325498,0.1326432832023135,1.0,0.25612848689771767,1.2392358415420803,0.05511810992462034,-2.9168727086607427,0.6864196204895384,,,,glioma_mibitof:CHOP_907_R6C2_whole_cell.tiff,11830,1183,,,,
degree,Exponential Saturation Fit,0.9999566175121543,0.006492924943399051,-0.08085167114052887,1.0,0.17489421720733428,1.0355984064583121,,,,3.033002492751858,106.75422657267166,17.240083805973146,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,7090,709,,,,
pagerank,Piecewise Linear Fit,0.9999946043192633,0.010120639090901334,-0.05991511331115804,1.0,0.1368124118476728,1.0392885573006903,0.02024127843593349,0.00796490399182022,0.0012647921375764423,,,,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,7090,709,,,,
betweenness,Michaelis-Menten Fit,0.9999998176199233,0.16442359068948292,-0.8636707324415026,1.0,1.0,1.1107126518289028,,,,,,,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,7090,709,0.04766759618702114,0.5059021919137137,0.0018456202375369268,
closeness,Exponential Saturation Fit,0.9999952831283933,0.21024256845770598,-0.22784536247325876,1.0,1.0,2.5061479714574753,,,,0.12504326776626232,1.1384237360945209,0.0902011341978519,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,7090,709,,,,
clustering,Piecewise Linear Fit,0.9999935024218027,0.035473279776441595,0.13503319280609907,1.0,0.3300423131170663,1.1738653186825228,0.07094655955016978,-2.6146557761400193,0.7796216504707015,,,,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,7090,709,,,,
degree,Piecewise Linear Fit,0.9999906056935255,0.009652894257421296,-0.09341036628610025,1.0,0.16156462585034015,1.0710792182454347,0.01930578851485329,180.32558972172387,16.893925850711938,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,5880,588,,,,
pagerank,Piecewise Linear Fit,0.9999913975634609,0.00964515722890128,-0.07229187324148686,1.0,0.16156462585034015,1.0680454341084102,0.019290314617719212,0.012062731016805786,0.0014930585094362365,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,5880,588,,,,
betweenness,Piecewise Linear Fit,0.9999935716879192,0.14894532490059909,-0.9232708503506918,1.0,0.8775510204081632,1.2113608272479977,0.29789065014221494,0.08735365810953094,0.0010812825995042878,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,5880,588,,,,
closeness,Piecewise Linear Fit,0.9999910439616673,0.18892904338672478,-0.1994577614552917,1.0,0.9523809523809523,2.4144745539905808,0.377858087051482,0.13590426699586208,0.10305406537858867,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,5880,588,,,,
clustering,Exponential Saturation Fit,0.9999993697520675,0.01904981123884065,0.14732605029987939,1.0,0.3843537414965986,1.2151571004027981,,,,-0.1948478010491861,36.38603821009282,0.758704766483049,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,5880,588,,,,
degree,Exponential Saturation Fit,0.999988964875388,0.009712082667507185,-0.12437750424791547,1.0,0.18801996672212978,1.0926660626816045,,,,4.5243003859595845,71.36957172500584,15.925625857458853,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,6010,601,,,,
pagerank,Piecewise Linear Fit,0.9999868304658829,0.012631512550065737,-0.0852354788298275,1.0,0.1314475873544093,1.0825174285941794,0.025263025340576846,0.010506762465584461,0.0014243383501829547,,,,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,6010,601,,,,
betweenness,Michaelis-Menten Fit,0.9999999605355823,0.23413046377950011,-0.6441080929624365,1.0,1.0,1.0615046842319973,,,,,,,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,6010,601,8688.99471883745,205341.66621381047,0.005474055977192942,
closeness,Piecewise Linear Fit,0.9999999999917479,0.18990532464076879,-0.18299007341457837,1.0,0.9267886855241264,2.19734672561202,0.37981064960008454,0.11923222016650956,0.10109520904063134,,,,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,6010,601,,,,
clustering,Piecewise Linear Fit,0.9999985898744389,0.0344360457198746,0.11395195763535375,1.0,0.28286189683860236,1.1345881699403577,0.06887209143670638,-2.2634350630650526,0.7619491440397365,,,,glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,6010,601,,,,
degree,Piecewise Linear Fit,0.9999892048581605,0.0140831498551356,-0.09392950354235997,1.0,0.16709183673469388,1.073074825701043,0.028166299710293875,124.31996136569231,16.888871416593936,,,,glioma_mibitof:CHOP_907_R5C4_whole_cell.tiff,7840,784,,,,
pagerank,Piecewise Linear Fit,0.9999903426667507,0.009480163845630827,-0.07662072510799874,1.0,0.13392857142857142,1.066488415238479,0.018960327886693183,0.009701774702972366,0.0011084111306332437,,,,glioma_mibitof:CHOP_907_R5C4_whole_cell.tiff,7840,784,,,,
betweenness,Piecewise Linear Fit,0.9999954393238617,0.1495098036246648,-0.7057569016506144,1.0,0.8278061224489796,1.1094326991723413,0.2990196078452083,0.050181278069880576,0.003127969677249437,,,,glioma_mibitof:CHOP_907_R5C4_whole_cell.tiff,7840,784,,,,
closeness,Piecewise Linear Fit,0.9999901632655647,0.20132890179566365,-0.20345051354661023,1.0,0.9591836734693877,2.851891925586402,0.40265780394511885,0.11381214234413571,0.08971161905545202,,,,glioma_mibitof:CHOP_907_R5C4_whole_cell.tiff,7840,784,,,,
clustering,Michaelis-Menten Fit,0.9999969893934287,0.02028693307903578,0.1306182114543354,1.0,0.9693877551020408,1.1439729151215632,,,,,,,glioma_mibitof:CHOP_907_R5C4_whole_cell.tiff,7840,784,-0.17575147224463175,0.02212967819192771,0.7275982449419566,
degree,Piecewise Linear Fit,0.9999780276748251,0.015196078426153567,-0.07697400895211959,1.0,0.16799091940976163,1.0820460778643008,0.030392156852338915,95.64514458361191,17.428671268815478,,,,glioma_mibitof:CHOP_907_R4C10_whole_cell.tiff,8810,881,,,,
pagerank,Piecewise Linear Fit,0.9999799192269785,0.014748100135150969,-0.057398192172853954,1.0,0.16685584562996594,1.070446316853037,0.029496200967598266,0.004230081235655238,0.0010245067613034685,,,,glioma_mibitof:CHOP_907_R4C10_whole_cell.tiff,8810,881,,,,
betweenness,Michaelis-Menten Fit,0.9999999998610901,0.23436168275423225,-0.8290260687084086,1.0,1.0,1.2108636172919607,,,,,,,glioma_mibitof:CHOP_907_R4C10_whole_cell.tiff,8810,881,0.42495787102840515,8.566314830604727,0.0023338778847730992,
closeness,Piecewise Linear Fit,0.9999997581949935,0.21069349639270493,-0.218993890981603,1.0,0.978433598183882,3.0883249286611454,0.4213869931594991,0.11264346092450403,0.08464075853297025,,,,glioma_mibitof:CHOP_907_R4C10_whole_cell.tiff,8810,881,,,,
clustering,Exponential Saturation Fit,0.9999885401410132,0.02152542397612005,0.15414134524503934,1.0,0.35527809307604996,1.297679996552648,,,,-0.1909795355239645,32.2013169001601,0.7149844758199797,glioma_mibitof:CHOP_907_R4C10_whole_cell.tiff,8810,881,,,,
degree,Piecewise Linear Fit,0.9999714330760255,0.014514338689777653,-0.10463275143704688,1.0,0.1968503937007874,1.1161644194724283,0.029028677379576956,134.10457114407802,16.65614118054728,,,,glioma_mibitof:CHOP_907_R1C7_whole_cell.tiff,5080,508,,,,
pagerank,Piecewise Linear Fit,0.9999725916155398,0.013725491366973862,-0.07483126040199126,1.0,0.19488188976377951,1.0957087193775694,0.027450983003589266,0.010180546533696985,0.0017275748613218517,,,,glioma_mibitof:CHOP_907_R1C7_whole_cell.tiff,5080,508,,,,
betweenness,Piecewise Linear Fit,0.9999999213703115,0.19950980350814287,-0.8118881199615583,1.0,0.9704724409448819,1.116531775992341,0.3990196076304936,0.06496490729615016,0.0030030536755441097,,,,glioma_mibitof:CHOP_907_R1C7_whole_cell.tiff,5080,508,,,,
closeness,Piecewise Linear Fit,0.9999978635330252,0.1997286304644763,-0.21247101948360259,1.0,0.9724409448818898,2.499812620075058,0.399457261191133,0.1523596162296444,0.11279167261830528,,,,glioma_mibitof:CHOP_907_R1C7_whole_cell.tiff,5080,508,,,,
clustering,Michaelis-Menten Fit,0.9999617283404766,0.007077105449633992,0.14283489470947294,1.0,0.4940944881889764,1.1642031886258655,,,,,,,glioma_mibitof:CHOP_907_R1C7_whole_cell.tiff,5080,508,-0.19108035505033144,0.007300144922960394,0.7525667799461057,
degree,Piecewise Linear Fit,0.999990322548004,0.014786542397958716,-0.08204448073158155,1.0,0.1715686274509804,1.0844045358796546,0.02957308479594575,104.48934959006866,17.286653442563676,,,,glioma_mibitof:CHOP_907_R13C10_whole_cell.tiff,6120,612,,,,
pagerank,Piecewise Linear Fit,0.9999894778078325,0.013493988551501518,-0.06432231264537798,1.0,0.16830065359477125,1.0797135283888044,0.026987977466557414,0.007423366694522509,0.0014571553827196313,,,,glioma_mibitof:CHOP_907_R13C10_whole_cell.tiff,6120,612,,,,
betweenness,Piecewise Linear Fit,0.9999999941671691,0.2249311906897445,-0.8277307998508169,1.0,0.9918300653594772,1.196685457047972,0.44986238215126984,0.058288875840122205,0.002728687970507845,,,,glioma_mibitof:CHOP_907_R13C10_whole_cell.tiff,6120,612,,,,
closeness,Piecewise Linear Fit,0.9999991454472741,0.2101258002938558,-0.21449179561625423,1.0,0.9738562091503268,2.857564921983622,0.42025160090573727,0.13214385696737654,0.10168722595466217,,,,glioma_mibitof:CHOP_907_R13C10_whole_cell.tiff,6120,612,,,,
clustering,Piecewise Linear Fit,0.9999941979297754,0.04669807105868143,0.13411522565746753,1.0,0.3741830065359477,1.2380142315374318,0.0933961421121286,-1.7843134304252948,0.7046106162126855,,,,glioma_mibitof:CHOP_907_R13C10_whole_cell.tiff,6120,612,,,,
degree,Piecewise Linear Fit,0.9999946412770068,0.018892134635598617,-0.09757132482940377,1.0,0.1782477341389728,1.0650711934457633,0.037784269271236647,96.00489288645277,16.775098704811697,,,,glioma_mibitof:CHOP_907_R7C7_whole_cell.tiff,6620,662,,,,
pagerank,Piecewise Linear Fit,0.9999972280709117,0.018370218556645265,-0.07489280146998303,1.0,0.17522658610271905,1.0595355022313115,0.036740437744811776,0.005817767249231399,0.0013201480569838876,,,,glioma_mibitof:CHOP_907_R7C7_whole_cell.tiff,6620,662,,,,
betweenness,Piecewise Linear Fit,0.9999990711101211,0.08145240381459395,-0.7180405673258377,1.0,0.56797583081571,1.0258657435399143,0.16290480777783345,0.10959276851366366,0.003505285890312642,,,,glioma_mibitof:CHOP_907_R7C7_whole_cell.tiff,6620,662,,,,
closeness,Piecewise Linear Fit,0.9999997412114334,0.194459180946606,-0.187085239770519,1.0,0.947129909365559,1.2880427025900136,0.38891836232014054,0.09109676769707946,0.07697273253023719,,,,glioma_mibitof:CHOP_907_R7C7_whole_cell.tiff,6620,662,,,,
clustering,Michaelis-Menten Fit,0.9999984209567496,0.009249631666804575,0.155287913595781,1.0,0.6178247734138973,1.1103944233540222,,,,,,,glioma_mibitof:CHOP_907_R7C7_whole_cell.tiff,6620,662,-0.22519859719172491,0.009622842805533261,0.8211336462228649,
degree,Exponential Saturation Fit,0.9999979100722195,0.008496111364280232,-0.07748306277027803,1.0,0.22935779816513763,1.0712852618651632,,,,2.9331946857097613,81.58405072702026,17.46137595111748,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,4360,436,,,,
