,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c
degree,Michaelis-Menten Fit,0.9999999636994347,0.017761443893490436,-0.14598286355360213,1.0,0.9237649063032368,1.0055773585039045,,,,,0.7558027656754637,0.019133223815686273,2.128569567526766,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,3205,2348,,,
pagerank,Michaelis-Menten Fit,0.9999998927839222,0.0001545843714168442,-0.12323489124949516,1.0,0.03960817717206133,1.0010654463251452,,,,,9.37928110582993e-05,0.00015468122201286858,0.00033354428253268476,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,3205,2348,,,
betweenness,Exponential Saturation Fit,0.9999999770694933,0.02231987576691848,-0.8411032727972483,1.0,0.3454003407155026,1.0047723859193305,,,,,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,3205,2348,6.569822628273831e-05,31.055076555388688,6.20562729769685e-06
closeness,Piecewise Linear Fit,0.9999995304564799,0.04261816267069478,0.29273037441654154,0.9535775127768313,0.3032603841000447,1.035009620855058,0.085236325338363,-2.81629292025181,0.5300449622031039,,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,3205,2348,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.3680913847651497,,,,glioma_mibitof:UCSF_TA3_R7C3_whole_cell.tiff,3205,2348,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,1.7946902654867256,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,507,565,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.001769911504424778,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,507,565,,,
betweenness,Piecewise Linear Fit,0.9999983002027862,0.044725525677993025,0.8719153063169585,1.0,0.4584070796460177,1.0233944194946525,0.08945104941486451,-0.004608214834876353,0.00044248648114661107,,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,507,565,,,
closeness,Piecewise Linear Fit,0.9999995356576112,0.041713701275306256,-0.15722933825219287,0.6920353982300885,0.45524296675191817,1.0115510136036487,0.08342740255435831,2.2272423483171027,0.4979916081844491,,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,507,565,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.2401109706419441,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,507,565,,,
degree,Michaelis-Menten Fit,0.9999943025856803,0.012564871654720798,-0.2581451850098917,1.0,0.7222407840516761,1.0619480095631677,,,,,4.954145673177055,0.013236536984019087,6.933273034530741,glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,50155,8979,,,
pagerank,Piecewise Linear Fit,0.9999903327182145,0.004313942347864652,-0.1523623878198507,1.0,0.041652745294576236,1.041409109845027,0.008627884946783135,0.0034366671720505895,8.247911830377092e-05,,,,,glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,50155,8979,,,
betweenness,Exponential Saturation Fit,0.9999999893056079,0.1795486170784648,-0.9932184050765138,1.0,1.0,1.1434365252408683,,,,,,,,glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,50155,8979,0.010453008517700995,2.340699000682071,2.4489859726661145e-05
closeness,Piecewise Linear Fit,0.9999999999999475,0.2342012598605822,-0.21375097518508013,0.9995545160931061,0.9950974930362116,1.0087691209779888,0.46840252112586317,0.033345413952382656,0.028726145489235584,,,,,glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,50155,8979,,,
clustering,Piecewise Linear Fit,0.9999977176643358,0.0062397570060035235,0.14386211002997348,1.0,0.05334669785054015,1.0549945257952988,0.012479514011916095,-13.721096597050536,0.6807438831840578,,,,,glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,50155,8979,,,
degree,Michaelis-Menten Fit,0.9999998668290132,0.13219055576778313,-0.21787967097720293,1.0,1.0,1.111202861576944,,,,,6.755705029624573,0.2827076069390149,7.726564944452822,glioma_mibitof:Stanford_TA551_R99C1_whole_cell.tiff,41191,8172,,,
pagerank,Piecewise Linear Fit,0.9999906897981339,0.00426096334847374,-0.16218379253700396,1.0,0.038423886441507585,1.0368472661911077,0.008521926908207994,0.004033847336566773,8.879087349565493e-05,,,,,glioma_mibitof:Stanford_TA551_R99C1_whole_cell.tiff,41191,8172,,,
betweenness,Exponential Saturation Fit,0.9999999991097065,0.1887812928637969,-0.9876301559230904,1.0,1.0,1.1543037197524288,,,,,,,,glioma_mibitof:Stanford_TA551_R99C1_whole_cell.tiff,41191,8172,0.01219234785259663,2.008661434609147,4.8192517736903224e-05
closeness,Piecewise Linear Fit,0.9999994864704539,0.040787165938006104,0.13414176244646853,0.9992657856093979,0.2565515552289983,1.0024243626970104,0.08157433181615079,-0.13627204581198155,0.0469930507026809,,,,,glioma_mibitof:Stanford_TA551_R99C1_whole_cell.tiff,41191,8172,,,
clustering,Exponential Saturation Fit,0.999999387411303,0.0042576112255375154,0.14574373272093707,1.0,0.06791483113069016,1.0312163658774394,,,,,,,,glioma_mibitof:Stanford_TA551_R99C1_whole_cell.tiff,41191,8172,-0.1711670313313071,162.8018962808566,0.6728026986835431
degree,Piecewise Linear Fit,0.9999947623071545,0.11301369858355412,0.37335454085337516,1.0,0.7891770011273957,1.0443146420034735,0.22602739716506845,-11.080976304030807,4.606492246249468,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,1487,887,,,
pagerank,Piecewise Linear Fit,0.999999995812378,0.0627527779490562,0.05182005265830891,1.0,0.5715896279594137,1.001520675629554,0.1255055426282424,-0.0009457934047275752,0.001204682966095528,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,1487,887,,,
betweenness,Piecewise Linear Fit,0.9999998560278678,0.14464428927888245,0.9640071074800074,1.0,0.8556933483652762,1.0245778216505363,0.2892885720566062,-0.004449800256562368,0.0013113076701154586,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,1487,887,,,
closeness,Piecewise Linear Fit,0.9999990268697947,0.14111904107920953,-0.3409626201077024,0.826381059751973,0.849931787175989,1.04431688580815,0.28223808218132496,1.2321617853932496,0.3360908045575,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,1487,887,,,
clustering,Piecewise Linear Fit,0.9999997669628592,0.10609707718687672,0.14642430134852993,1.0,0.7688838782412627,1.0039912064964411,0.21219415433456695,-0.5414981195734871,0.4498136139484895,,,,,glioma_mibitof:UCSF_TA4_R6C4_whole_cell.tiff,1487,887,,,
degree,Michaelis-Menten Fit,0.999999368825644,0.008323896618545856,-0.23831688037073215,1.0,0.5495934959349593,1.007372555203038,,,,,0.8291284102899835,0.008612665794188549,1.3023950386669079,glioma_mibitof:UCSF_TA5_R2C3_whole_cell.tiff,1867,1845,,,
pagerank,Piecewise Linear Fit,0.9999998539447046,0.005134738000432479,-0.11876142057675491,1.0,0.06937669376693767,1.0041449340074298,0.010269476091571264,0.011321678747716543,0.0004313672677906887,,,,,glioma_mibitof:UCSF_TA5_R2C3_whole_cell.tiff,1867,1845,,,
betweenness,Piecewise Linear Fit,0.9999998674042208,0.024657275202363632,-0.8656066582677159,1.0,0.2032520325203252,1.0057152314416444,0.04931457386043311,0.00021024543350295748,8.048260882380204e-07,,,,,glioma_mibitof:UCSF_TA5_R2C3_whole_cell.tiff,1867,1845,,,
closeness,Piecewise Linear Fit,0.9999998163754079,0.023381291104009116,0.15508400681294707,0.8986449864498645,0.18938480096501809,1.0107648219657972,0.04676258220676115,-3.7198749858628317,0.6478036509940934,,,,,glioma_mibitof:UCSF_TA5_R2C3_whole_cell.tiff,1867,1845,,,
clustering,Michaelis-Menten Fit,0.999999997512983,0.12484204053896593,-0.2057219457437963,1.0,1.0,1.0024507428284108,,,,,0.16900732592166917,0.2511206806113067,0.21667736459208775,glioma_mibitof:UCSF_TA5_R2C3_whole_cell.tiff,1867,1845,,,
degree,Piecewise Linear Fit,0.999999926713251,0.17056445996716824,-0.13168426776737857,1.0,0.8920570264765784,1.0044407398246191,0.34112891995359695,1.7711188022590543,1.9919572498379932,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,1135,982,,,
pagerank,Michaelis-Menten Fit,0.999995957617402,0.0015173916142166303,-0.2768452120013575,1.0,0.11914460285132383,1.013179803139817,,,,,0.0004520725259825782,0.0015267571151794197,0.0005886189437677492,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,1135,982,,,
betweenness,Piecewise Linear Fit,0.9999994385310338,0.1750116105892544,-0.7915453278664965,1.0,0.9164969450101833,1.0136995442809287,0.35002359037725633,9.480617781737034e-05,4.369531069940929e-06,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,1135,982,,,
closeness,Piecewise Linear Fit,0.9999976382770502,0.16831390844585267,0.198809461228195,0.8615071283095723,0.8664302600472813,1.0317655861713912,0.33662781684514165,-0.7229400511150527,0.7337285256482711,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,1135,982,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.38632528367762575,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,1135,982,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,2.583368869936034,,,,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,3029,2345,,,
pagerank,Michaelis-Menten Fit,0.9999999444889005,0.0004753753235441927,-0.06985458773233819,1.0,0.08443496801705756,1.000245558405017,,,,,5.595744055191268e-05,0.00047630187147849315,0.0003721872108612566,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,3029,2345,,,
betweenness,Michaelis-Menten Fit,0.9999998793064523,0.2448202908390374,0.4464345530733298,1.0,1.0,1.0003260363437265,,,,,-7.179344238493778,70117.08153442267,8.121711516685205e-05,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,3029,2345,,,
closeness,Constant Fit,,0,0,0.9556503198294243,0.0,,,,,0.36599235655058115,,,,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,3029,2345,,,
clustering,Piecewise Linear Fit,0.9999987724147779,0.011263462743795347,0.16516103703292595,1.0,0.13176972281449895,1.0034763365617878,0.02252692548722442,-6.150257242074805,0.48870137410805226,,,,,glioma_mibitof:UCSF_TA4_R3C4_whole_cell.tiff,3029,2345,,,
degree,Piecewise Linear Fit,0.999999999594313,0.21568627437428378,0.11955302156708622,1.0,0.9829411764705882,1.0077289676204761,0.43137254872841996,-2.1410354601480277,4.3244460010511405,,,,,glioma_mibitof:UCSF_TA4_R3C3_whole_cell.tiff,6786,3400,,,
pagerank,Piecewise Linear Fit,0.9999961259569357,0.0038085606952864264,-0.09656300769431302,1.0,0.062058823529411763,1.005624767433048,0.0076171215017780776,0.00684960704027508,0.0002440695161530057,,,,,glioma_mibitof:UCSF_TA4_R3C3_whole_cell.tiff,6786,3400,,,
betweenness,Michaelis-Menten Fit,0.9999998090061784,0.18287911976083993,-0.9262779199601633,1.0,1.0,1.020526891847576,,,,,0.07652157101917845,0.700909687168665,0.0012602472405769064,glioma_mibitof:UCSF_TA4_R3C3_whole_cell.tiff,6786,3400,,,
closeness,Piecewise Linear Fit,0.9999999624221183,0.01683596949562318,0.4248009495466197,0.9864705882352941,0.16100178890876565,1.0085877163821158,0.03367193899013397,-3.0269977431770307,0.1709302564715373,,,,,glioma_mibitof:UCSF_TA4_R3C3_whole_cell.tiff,6786,3400,,,
clustering,Michaelis-Menten Fit,0.9999999826469258,0.24743325870809277,0.08372253903472263,1.0,1.0,1.0010558314995457,,,,,-1205.2914752175116,8445.320903508418,0.4570850264567422,glioma_mibitof:UCSF_TA4_R3C3_whole_cell.tiff,6786,3400,,,
degree,Piecewise Linear Fit,0.9999999995907222,0.21928536050861044,-0.0918755019103635,1.0,0.9837852206273259,1.006080627368892,0.43857072103942096,1.975600296480966,4.2820761750666145,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,8669,3762,,,
pagerank,Piecewise Linear Fit,0.9999977132714604,0.0029370772145673055,-0.08844129031859856,1.0,0.05768208399787347,1.0048280848124034,0.005874154508532747,0.007398353872823249,0.00022396489361325837,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,8669,3762,,,
betweenness,Piecewise Linear Fit,0.9999999817742501,0.20478840003608476,-0.8513798406921671,1.0,0.9646464646464646,1.0545397350028851,0.4095768009147033,0.04861250643843109,0.0017378316999881382,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,8669,3762,,,
closeness,Piecewise Linear Fit,0.9999999912927852,0.09153208364704488,0.35141116751847845,0.9936204146730463,0.5930979133226324,1.0061556219033179,0.1830641672086345,-0.21422225090627128,0.07540668886526508,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,8669,3762,,,
clustering,Piecewise Linear Fit,0.9999993781009315,0.0060062587554975,0.0897675347358104,1.0,0.08452950558213716,1.002436636759106,0.012012517510846692,-8.09884591049248,0.5905296953853295,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,8669,3762,,,
degree,Michaelis-Menten Fit,0.9999994847580207,0.000870290830617912,-0.192650679151661,1.0,0.08725761772853186,1.0013483531395482,,,,,0.887955656771793,0.0008733880333841199,1.8572917206581494,glioma_mibitof:UCSF_TA4_R3C2_whole_cell.tiff,2940,2166,,,
pagerank,Piecewise Linear Fit,0.9999985931343395,0.0035809439554817927,-0.10447259852218975,1.0,0.05355493998153278,1.003023514889304,0.007161887969297028,0.01227749880078611,0.00037686330492476595,,,,,glioma_mibitof:UCSF_TA4_R3C2_whole_cell.tiff,2940,2166,,,
betweenness,Michaelis-Menten Fit,0.9999972603982094,0.24541403586481583,-0.6463553904279788,1.0,1.0,1.011562101752591,,,,,4.045684854757731,40425.081064499,1.343791726769026e-05,glioma_mibitof:UCSF_TA4_R3C2_whole_cell.tiff,2940,2166,,,
closeness,Piecewise Linear Fit,0.9999998994039969,0.059493987579164465,0.1286363251547057,0.9422899353647276,0.404703576678099,1.0066699675416297,0.11898797514502377,-0.8943007659744252,0.46681744815317117,,,,,glioma_mibitof:UCSF_TA4_R3C2_whole_cell.tiff,2940,2166,,,
clustering,Piecewise Linear Fit,0.9999999942944349,0.017295570946258904,0.1316352183458177,1.0,0.15143120960295475,1.001866671095546,0.03459114189144381,-3.2207609952110072,0.478881167139883,,,,,glioma_mibitof:UCSF_TA4_R3C2_whole_cell.tiff,2940,2166,,,
degree,Michaelis-Menten Fit,0.9999797467904522,0.008410847711371808,-0.3072466276115839,1.0,0.5142654364797729,1.0614814680587767,,,,,5.385445928514265,0.00874168232140827,5.954218598570303,glioma_mibitof:Stanford_TA552_R10C2_whole_cell.tiff,37984,7045,,,
pagerank,Piecewise Linear Fit,0.999993196418634,0.004951734451198456,-0.17077728374592258,1.0,0.03917672107877928,1.0443055688482445,0.009903469137592484,0.004210737829001913,0.00010124100171722948,,,,,glioma_mibitof:Stanford_TA552_R10C2_whole_cell.tiff,37984,7045,,,
betweenness,Exponential Saturation Fit,0.9999999883579215,0.1951088455292435,-0.9538619807664829,1.0,1.0,1.1329570413412025,,,,,,,,glioma_mibitof:Stanford_TA552_R10C2_whole_cell.tiff,37984,7045,0.021407749882082213,1.1097321637400595,0.00020159095561455794
closeness,Piecewise Linear Fit,0.9999997589118254,0.19453826243543845,-0.251837811618595,0.9988644428672817,0.9715787977831463,2.114868604500429,0.389076525659262,0.04935107951089367,0.028521772286538842,,,,,glioma_mibitof:Stanford_TA552_R10C2_whole_cell.tiff,37984,7045,,,
clustering,Piecewise Linear Fit,0.9999964384389625,0.007831621485136445,0.1272957869851478,1.0,0.05564229950319376,1.0432736874690745,0.015663242970107672,-9.479303528874532,0.6574337153308246,,,,,glioma_mibitof:Stanford_TA552_R10C2_whole_cell.tiff,37984,7045,,,
degree,Piecewise Linear Fit,0.9999971849784185,0.06999865648671577,-0.25786052557895556,1.0,0.3947643979057592,1.0104835216631907,0.139997312976251,4.965405341759084,1.000334115812491,,,,,glioma_mibitof:UCSF_TA5_R2C4_whole_cell.tiff,738,955,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0010471204188481687,,,,glioma_mibitof:UCSF_TA5_R2C4_whole_cell.tiff,738,955,,,
betweenness,Piecewise Linear Fit,0.999998907191286,0.06897083919114458,-1.5519286309277283,1.0,0.38952879581151834,1.0047137367711938,0.1379417904953708,0.00012303798661309108,-3.0180293022840054e-06,,,,,glioma_mibitof:UCSF_TA5_R2C4_whole_cell.tiff,738,955,,,
closeness,Piecewise Linear Fit,0.9999982700642515,0.06043335667529927,0.11901734245098454,0.743455497382199,0.32816901408450705,1.0158712710425815,0.12086671334281861,-1.5535609122736656,0.8827374899118284,,,,,glioma_mibitof:UCSF_TA5_R2C4_whole_cell.tiff,738,955,,,
clustering,Piecewise Linear Fit,0.9999995779954642,0.07780861557923419,-0.2592361734837398,1.0,0.437696335078534,1.0022277078562154,0.15561723118189905,0.6641597917375978,0.14766733327091966,,,,,glioma_mibitof:UCSF_TA5_R2C4_whole_cell.tiff,738,955,,,
degree,Michaelis-Menten Fit,0.9999998643871497,0.021444319813970512,-0.29225290859887104,1.0,0.9928952042628775,1.009544569345144,,,,,0.9534905373137478,0.023630662220551976,1.0985310879005528,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,1032,1126,,,
pagerank,Exponential Saturation Fit,0.9999968413286037,0.0018316715162941292,-0.22557344612476996,1.0,0.0541740674955595,1.0067465978426662,,,,,,,,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,1032,1126,0.00033098946466141293,378.4231355183431,0.000568167513359751
betweenness,Piecewise Linear Fit,0.9999999274101767,0.02033041582683126,-0.8280613075063059,1.0,0.16962699822380106,1.002142417664218,0.040660854928187,0.00017470102002756728,7.374348084641842e-07,,,,,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,1032,1126,,,
closeness,Piecewise Linear Fit,0.9999994615448846,0.03509468747419791,0.10645378398852727,0.8161634103019538,0.27747551686615884,1.0070352957949706,0.07018937494503134,-2.0861971385119897,0.7609723896925902,,,,,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,1032,1126,,,
clustering,Exponential Saturation Fit,0.9999999354350906,0.01535350126357019,-0.22832807779604966,1.0,0.27886323268206037,1.0006481326250611,,,,,,,,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,1032,1126,0.12399988183428369,45.14587044603975,0.20953889681661075
degree,Piecewise Linear Fit,0.9999996853553914,0.004596298044830814,-0.18609709556050802,1.0,0.0694014447884417,1.0082798993021942,0.009192596089667342,160.86545175332157,3.2337315855573263,,,,,glioma_mibitof:UCSF_TA4_R4C3_whole_cell.tiff,9003,3876,,,
pagerank,Piecewise Linear Fit,0.999999778067171,0.003983621654599158,-0.08559920500553818,1.0,0.06501547987616099,1.0056339310791629,0.007967243464182762,0.00514067275959529,0.00021875843926296126,,,,,glioma_mibitof:UCSF_TA4_R4C3_whole_cell.tiff,9003,3876,,,
betweenness,Michaelis-Menten Fit,0.9999999987462638,0.2262508743997306,-0.905626579304193,1.0,1.0,1.075412674150524,,,,,0.12796398135112816,2.822953070637433,0.0009894458979469816,glioma_mibitof:UCSF_TA4_R4C3_whole_cell.tiff,9003,3876,,,
closeness,Piecewise Linear Fit,0.9999999639329288,0.058981823186811055,0.3368042871062156,0.9945820433436533,0.4324254215304799,1.008338217472813,0.11796364634547804,-0.4191417949183123,0.09812267519465147,,,,,glioma_mibitof:UCSF_TA4_R4C3_whole_cell.tiff,9003,3876,,,
clustering,Michaelis-Menten Fit,0.9999998145582973,0.00138516705168458,0.12411249319639857,1.0,0.12564499484004127,1.0015922263354384,,,,,-0.12945100886348798,0.0013930119096235195,0.5845768976711923,glioma_mibitof:UCSF_TA4_R4C3_whole_cell.tiff,9003,3876,,,
degree,Piecewise Linear Fit,0.9999999689689755,0.06070128170753283,0.07759205785459254,1.0,0.47166799680766164,1.000820043373993,0.12140256341006175,-2.426174277204915,2.0452997577965646,,,,,glioma_mibitof:UCSF_TA5_R3C6_whole_cell.tiff,1146,1253,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0007980845969672784,,,,glioma_mibitof:UCSF_TA5_R3C6_whole_cell.tiff,1146,1253,,,
betweenness,Piecewise Linear Fit,0.99999989995777,0.06099273023118896,0.3209994665354473,1.0,0.47326416600159615,1.0017943429435607,0.1219850972550196,-3.358562475719249e-05,8.429968818530805e-06,,,,,glioma_mibitof:UCSF_TA5_R3C6_whole_cell.tiff,1146,1253,,,
closeness,Piecewise Linear Fit,0.9999992392323989,0.06375674287461265,-0.10373036354356385,0.8268156424581006,0.4942084942084942,1.011020831976072,0.12751348576128332,1.0574986256004344,0.582557392454992,,,,,glioma_mibitof:UCSF_TA5_R3C6_whole_cell.tiff,1146,1253,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.318538365066697,,,,glioma_mibitof:UCSF_TA5_R3C6_whole_cell.tiff,1146,1253,,,
degree,Piecewise Linear Fit,0.9999999999999857,0.24199817605550858,0.10847716246079779,1.0,0.9994861253854059,1.0022928042370005,0.4839963520687633,-1.1454389400491019,2.8325166367671333,,,,,glioma_mibitof:UCSF_TA4_R5C5_whole_cell.tiff,2577,1946,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0005138746145940391,,,,glioma_mibitof:UCSF_TA4_R5C5_whole_cell.tiff,2577,1946,,,
betweenness,Piecewise Linear Fit,0.9999999754425712,0.03311545908746659,-0.42372725603631584,1.0,0.2687564234326824,1.000310581623463,0.06623092662165019,0.0007841024864419997,3.531382253495761e-05,,,,,glioma_mibitof:UCSF_TA4_R5C5_whole_cell.tiff,2577,1946,,,
