,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c
closeness,Piecewise Linear Fit,0.9999999949205217,0.026470588198291248,-0.06766712694644478,0.39724770642201834,0.3648960739030023,1.0038124641973025,0.05294117639928303,1.9603888578977087,0.7149885339096466,,,,,glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,291,1090,,,
clustering,Michaelis-Menten Fit,0.9999998231884921,0.015182833497971232,0.7196606792100209,1.0,0.8798165137614679,1.0026975387963126,,,,,-0.046330211508159164,0.016227787578985717,0.0535125410328799,glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,291,1090,,,
degree,Piecewise Linear Fit,0.9999999019245994,0.018717322782501905,-0.3119661035123683,1.0,0.19480519480519481,1.0046361372717882,0.037434645565424626,8.896059679420727,0.36723481213687126,,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,203,616,,,
pagerank,Exponential Saturation Fit,0.9999999896022339,0.019453454215352238,-0.15296737942173042,1.0,0.3587662337662338,1.0017791343478641,,,,,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,203,616,0.00044965726563534885,35.63104664563691,0.0012449528429744271
betweenness,Piecewise Linear Fit,0.9999987965090915,0.01871729550037178,-1.033364674572419,1.0,0.19480519480519481,1.0008594292492217,0.03743464544653111,6.875571587654392e-05,-4.160141508761113e-08,,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,203,616,,,
closeness,Piecewise Linear Fit,0.9999999969048727,0.19343780579470943,-0.0676277436202322,0.4967532467532468,0.9411764705882353,1.001660697299195,0.3868756117230211,0.2895721744695774,0.7722583795015463,,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,203,616,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.04707792207792208,,,,glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,203,616,,,
degree,Piecewise Linear Fit,0.9999988797293106,0.005413069267754812,-0.2685971730742217,1.0,0.0641298049063164,1.0207575301991438,0.01082613853551402,246.0841907455241,3.6272918133461203,,,,,glioma_mibitof:CHOP_1101_R2C3_whole_cell.tiff,16007,5177,,,
pagerank,Piecewise Linear Fit,0.9999978555170342,0.0039203490395198805,-0.13029074741027125,1.0,0.052346919065095615,1.0155346122309787,0.007840698216026754,0.005723680760386563,0.0001497823070852108,,,,,glioma_mibitof:CHOP_1101_R2C3_whole_cell.tiff,16007,5177,,,
betweenness,Piecewise Linear Fit,0.9999996629285712,0.14250684415033166,-0.9030123659760861,1.0,0.8342669499710257,1.0952153003119904,0.28501368894006746,0.04457488764980369,0.0006822579678791862,,,,,glioma_mibitof:CHOP_1101_R2C3_whole_cell.tiff,16007,5177,,,
closeness,Piecewise Linear Fit,0.9999999999992292,0.22128627910468376,-0.1818228407969105,0.9992273517481167,0.9870481345447516,1.0061987401415735,0.4425725600963618,0.023453836077155742,0.02335432314170007,,,,,glioma_mibitof:CHOP_1101_R2C3_whole_cell.tiff,16007,5177,,,
clustering,Michaelis-Menten Fit,0.9999996942364835,0.009430243524016349,0.09524002746138471,1.0,0.6322194321035348,1.005938737291758,,,,,-0.10294559376105077,0.009805731210996928,0.5803717542670559,glioma_mibitof:CHOP_1101_R2C3_whole_cell.tiff,16007,5177,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.5157593123209169,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,180,698,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0014326647564469907,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,180,698,,,
betweenness,Exponential Saturation Fit,0.9999999915871532,0.24006977460963175,-0.6079718025631946,1.0,1.0,1.0011510764340577,,,,,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,180,698,0.0026051219926132127,0.0011017407271535868,4.4419383118932355e-07
closeness,Exponential Saturation Fit,0.9999972754991925,0.002545915147474185,-0.12645046531918236,0.4040114613180516,0.13829787234042554,1.003316395346191,,,,,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,180,698,0.18760714653621371,272.2585553232562,0.6480171311872562
clustering,Piecewise Linear Fit,0.9999987481052327,0.06617646879302924,-0.950802028147643,1.0,0.4813753581661891,1.0012274947293847,0.13235293763075684,0.296102528519207,0.0010139178859183335,,,,,glioma_mibitof:CHOP_907_R8C12_whole_cell.tiff,180,698,,,
degree,Piecewise Linear Fit,0.9999999640753753,0.05049019374295215,0.049775185029266464,1.0,0.4458154506437768,1.0002991195657929,0.10098038748052433,-1.8769617822846498,1.9986920564764206,,,,,glioma_mibitof:CHOP_907_R7C14_whole_cell.tiff,1731,1864,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0005364806866952794,,,,glioma_mibitof:CHOP_907_R7C14_whole_cell.tiff,1731,1864,,,
betweenness,Piecewise Linear Fit,0.9999999777844147,0.028893239115721007,-0.5244096406471819,1.0,0.2886266094420601,1.0006894963852189,0.05778648260126067,0.0013223999115223616,3.465140311174877e-05,,,,,glioma_mibitof:CHOP_907_R7C14_whole_cell.tiff,1731,1864,,,
closeness,Constant Fit,,0,0,0.8449570815450643,0.0,,,,,0.38450045173631364,,,,glioma_mibitof:CHOP_907_R7C14_whole_cell.tiff,1731,1864,,,
clustering,Exponential Saturation Fit,0.9999984874697277,0.0008806444871336296,0.39174342878141166,1.0,0.04935622317596566,1.0035000857696592,,,,,,,,glioma_mibitof:CHOP_907_R7C14_whole_cell.tiff,1731,1864,-0.21527716028013885,787.090808097325,0.38240663548514925
degree,Exponential Saturation Fit,0.9999928064793899,0.025033769564609468,0.4014578324215798,1.0,0.453125,1.0013270732876245,,,,,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,26,256,-0.21524636528910912,27.688428654941525,0.3757035561461996
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0039062499999999866,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,26,256,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,8.510083719772183e-07,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,26,256,,,
closeness,Piecewise Linear Fit,0.9999999072436963,0.003925417075558937,-0.2750582919758518,0.1796875,0.13043478260869565,1.0211000792152187,0.007850834151133029,51.803275050216726,0.5359464138071994,,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,26,256,,,
clustering,Piecewise Linear Fit,0.9999992847769077,0.032261056180215325,0.9999999863426742,1.0,0.33203125,1.0066126327092209,0.06452211235141743,-0.7158602686628635,0.046188816947989,,,,,glioma_mibitof:CHOP_907_R9C6_whole_cell.tiff,26,256,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.7287784679089027,,,,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,352,966,,,
pagerank,Michaelis-Menten Fit,0.9999999536625744,0.2438902598936034,0.11083236138845076,1.0,1.0,1.0001745925488792,,,,,-4.190480843408539,9277.032283558268,0.0011041288256010086,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,352,966,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,1.7893882068367184e-06,,,,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,352,966,,,
closeness,Piecewise Linear Fit,0.9999999705192244,0.020097291728550914,0.0527978319376848,0.5351966873706004,0.20889748549323017,1.000770858189998,0.04019458345521703,-2.132660804836799,0.8546498419120984,,,,,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,352,966,,,
clustering,Piecewise Linear Fit,0.9999994944967527,0.01655200578954653,-1.2579416030094357,1.0,0.16977225672877846,1.0003773109597403,0.03310401158179851,1.2236079677572222,-0.004152922677664352,,,,,glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,352,966,,,
degree,Piecewise Linear Fit,0.9999987260846537,0.032694936144884494,0.2509453144617035,1.0,0.30323846908734053,1.0131847626032322,0.0653898722886965,-6.097034247585734,0.9937070284760261,,,,,glioma_mibitof:CHOP_907_R8C8_whole_cell.tiff,342,1019,,,
pagerank,Piecewise Linear Fit,0.9999996785981844,0.03563514953066006,0.15545513970283595,1.0,0.3199214916584887,1.0091774691872049,0.07127029755117961,-0.004719448023360998,0.0012500223258652232,,,,,glioma_mibitof:CHOP_907_R8C8_whole_cell.tiff,342,1019,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,7.583105044429914e-07,,,,glioma_mibitof:CHOP_907_R8C8_whole_cell.tiff,342,1019,,,
closeness,Piecewise Linear Fit,0.9999999993081709,0.15049019473059166,0.045439232885737584,0.507360157016683,0.8665377176015474,1.0014833258350038,0.3009803893361432,-0.24070727948235973,0.8334225203680036,,,,,glioma_mibitof:CHOP_907_R8C8_whole_cell.tiff,342,1019,,,
clustering,Piecewise Linear Fit,0.9999998054060696,0.01710586485835408,0.8795534255615804,1.0,0.1943081452404318,1.0148762385430445,0.034211729714630414,-1.64657725235992,0.06018934234350047,,,,,glioma_mibitof:CHOP_907_R8C8_whole_cell.tiff,342,1019,,,
degree,Exponential Saturation Fit,0.99999995126313,0.10367397925103304,0.19769672298537275,1.0,0.9990958408679927,1.0040687321628092,,,,,,,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,478,1106,-0.36333042772920887,6.239227848900959,1.0484173117025744
pagerank,Michaelis-Menten Fit,0.9999999988828733,0.026802150041663968,0.14715372189449158,1.0,1.0,1.004820420652019,,,,,-0.00030442614269580374,0.03010390810449974,0.0011177464034296577,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,478,1106,,,
betweenness,Michaelis-Menten Fit,0.9999999089880541,0.24436616616987322,0.7082053075953482,1.0,1.0,1.0001575712395407,,,,,-0.5350374068800501,28432.066132539978,1.1091543848897653e-05,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,478,1106,,,
closeness,Constant Fit,,0,0,0.5533453887884268,0.0,,,,,0.6702178805272978,,,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,478,1106,,,
clustering,Piecewise Linear Fit,0.9999999751063681,0.1283055812454381,0.5045744262098997,1.0,0.7965641952983725,1.0023758449791664,0.25661116235475806,-0.18852096001371743,0.07212629623349262,,,,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,478,1106,,,
degree,Michaelis-Menten Fit,0.9999998765348832,0.04450001519612276,0.21503787418469367,1.0,1.0,1.0065481366104274,,,,,-0.4656220535010289,0.05437175424703953,1.1841214603005028,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,562,1247,,,
pagerank,Michaelis-Menten Fit,0.9999999194307442,0.029399958370548592,0.11339555811191558,1.0,1.0,1.0026002976301347,,,,,-0.00020505249557243492,0.0334071801385839,0.0009424449114680369,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,562,1247,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,1.7028239412021403e-06,,,,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,562,1247,,,
closeness,Constant Fit,,0,0,0.5846030473135525,0.0,,,,,0.702941753484585,,,,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,562,1247,,,
clustering,Michaelis-Menten Fit,0.9999994689098031,0.029754650412179524,0.75962707097962,1.0,1.0,1.0142510469625123,,,,,-0.1441079893943886,0.03386594082722123,0.15612246912678657,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,562,1247,,,
degree,Piecewise Linear Fit,0.9999985260055813,0.03529411838866736,0.13694928056712358,1.0,0.3433922996878252,1.0023158177394602,0.07058823677534908,-3.5549224193566173,1.0416307723235934,,,,,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,405,961,,,
pagerank,Piecewise Linear Fit,0.9999997180596161,0.0348347855481333,0.10208327132310067,1.0,0.3350676378772112,1.0029525320263757,0.06966956894861001,-0.003243981068104392,0.0012199759026744912,,,,,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,405,961,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,2.805359670167466e-06,,,,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,405,961,,,
closeness,Constant Fit,,0,0,0.5639958376690947,0.0,,,,,0.7374737137410529,,,,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,405,961,,,
clustering,Piecewise Linear Fit,0.9999999997943017,0.19999999683656464,-0.4508893203599108,1.0,0.9906347554630593,1.0003727467283032,0.39999999397827324,0.13108570433226435,0.03192826077281774,,,,,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,405,961,,,
degree,Piecewise Linear Fit,0.9999998025979712,0.12738251395936878,0.08647227129819696,1.0,0.7851578515785158,1.0048934599331991,0.2547650279034783,-1.6696032180679892,2.6721748316615455,,,,,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,2982,2439,,,
pagerank,Piecewise Linear Fit,0.9999999876138257,0.10441179744519255,0.03277630378811003,1.0,0.6998769987699877,1.0008853110070608,0.20882343364803946,-0.00012950915215407665,0.00042608469513393215,,,,,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,2982,2439,,,
betweenness,Piecewise Linear Fit,0.9999999999999917,0.2452452118555201,0.3157110885090232,1.0,0.999589995899959,1.000310953415772,0.4904904061616317,-0.002794911427365866,0.0028565331109704803,,,,,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,2982,2439,,,
closeness,Piecewise Linear Fit,0.9999998000723099,0.022058820336755876,0.23281457019146484,0.9056990569905699,0.2177455862381168,1.0039370271339412,0.04411764067108199,-1.81570841098967,0.21208794840764886,,,,,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,2982,2439,,,
clustering,Piecewise Linear Fit,0.9999999243348042,0.10931372091240621,0.2778247880426061,1.0,0.7187371873718738,1.0095258111544065,0.2186274417773646,-0.4607753306660345,0.2316670207250198,,,,,glioma_mibitof:CHOP_941_R1C4_whole_cell.tiff,2982,2439,,,
degree,Exponential Saturation Fit,0.9999999653313132,0.09601467957634069,0.49659424783577927,1.0,0.9863945578231292,1.0292182512382055,,,,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,195,588,-0.700722872742759,6.851016571895538,1.017897805116881
pagerank,Piecewise Linear Fit,0.9999995891048423,0.07941175560431461,0.2270890031117594,1.0,0.6241496598639455,1.0212105198327461,0.15882350813400992,-0.0051656317634749165,0.0022166043606793953,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,195,588,,,
betweenness,Piecewise Linear Fit,0.999998768887529,0.061876999531312496,0.7651511382919574,1.0,0.5289115646258503,1.0200455178505357,0.12375368134328286,-3.8950728727190256e-05,5.5599960293451075e-06,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,195,588,,,
closeness,Piecewise Linear Fit,0.9999999952420402,0.06624107940312346,-0.11380614745484384,0.47959183673469385,0.648936170212766,1.0199336636245548,0.13248215881615075,1.3376821998222925,0.689990894952607,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,195,588,,,
clustering,Exponential Saturation Fit,0.9999999995877493,0.22500355659570362,1.569930105210754,1.0,1.0,1.001759797324014,,,,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,195,588,-0.27748236017927,0.6014511876524072,0.05749250723324137
degree,Piecewise Linear Fit,0.9999999995900607,0.2102300502363535,0.056314167731861264,1.0,0.976897689768977,1.0017277790410202,0.4204601004310073,-1.0083036896450686,3.9761392458650873,,,,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,6364,3333,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0003000300030003001,,,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,6364,3333,,,
betweenness,Piecewise Linear Fit,0.9999998731337683,0.04238042725353891,-0.31986954326584416,1.0,0.34533453345334536,1.0010521606994334,0.08476085460485723,0.08668580369551918,0.007811467703849274,,,,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,6364,3333,,,
closeness,Constant Fit,,0,0,0.9900990099009901,0.0,,,,,0.06001592424861752,,,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,6364,3333,,,
clustering,Piecewise Linear Fit,0.9999998644679086,0.009300048390318272,0.06025947972441819,1.0,0.10891089108910891,1.0005897233047638,0.018600096779963233,-2.7625195387639008,0.45204050672140783,,,,,glioma_mibitof:CHOP_1101_R7C2_whole_cell.tiff,6364,3333,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.8998589562764457,,,,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,319,709,,,
pagerank,Michaelis-Menten Fit,0.999995679120012,0.0009109508186024408,-0.44510404833987444,1.0,0.12552891396332863,1.0091832681332475,,,,,0.0009007913164591447,0.0009143704211951674,0.0005604409177110928,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,319,709,,,
betweenness,Piecewise Linear Fit,0.9999999856515739,0.12392192281628572,0.6850415919808545,1.0,0.7433004231311706,1.008020238091777,0.2478428779321701,-2.5611629930881748e-05,7.806827243609652e-06,,,,,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,319,709,,,
closeness,Michaelis-Menten Fit,0.9999999956826484,0.20345024497120262,-0.1964175697240752,0.5923836389280677,1.0,1.025539757344036,,,,,1.1114752952727187,1.300116163865644,0.6152980179139794,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,319,709,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.06821814762576398,,,,glioma_mibitof:CHOP_907_R7C9_whole_cell.tiff,319,709,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.9654591406908172,,,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,573,1187,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0008424599831508003,,,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,573,1187,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,2.4732924132318693e-06,,,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,573,1187,,,
closeness,Constant Fit,,0,0,0.6149957877000842,0.0,,,,,0.6835924775018712,,,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,573,1187,,,
clustering,Michaelis-Menten Fit,0.9999992740258119,9.999958723810516e-07,0.6374447847710628,1.0,0.020219039595619208,1.0068627758683555,,,,,-0.2000193938667022,1.0000000136405321e-06,0.2569007094902468,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,573,1187,,,
degree,Exponential Saturation Fit,0.9999959536304774,0.00318623710197107,-0.26970833681897993,1.0,0.07879269261318507,1.01356089041074,,,,,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,24965,6295,3.423421797056168,217.5441306932057,4.634814828867014
pagerank,Piecewise Linear Fit,0.9999985809092125,0.003929733616488913,-0.10465582130137414,1.0,0.055917394757744245,1.0126313142485115,0.007859467436804844,0.0038559498143333187,0.00012963460618266247,,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,24965,6295,,,
betweenness,Piecewise Linear Fit,0.999999873394822,0.1854207422663067,-0.8555102272459754,1.0,0.937251787132645,1.1042866961713271,0.3708414858271811,0.02864597092541942,0.0008970853031251771,,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,24965,6295,,,
closeness,Piecewise Linear Fit,0.9999999982918327,0.16069331552044894,-0.19866863346447333,0.9993645750595711,0.8828485137498013,1.0080951295441103,0.32138663190923544,0.03701171891389029,0.023989428679840427,,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,24965,6295,,,
clustering,Exponential Saturation Fit,0.9999999964191831,0.00478495193252754,0.12192964455231955,1.0,0.1051628276409849,1.0142693518379216,,,,,,,,glioma_mibitof:Brainiaqc_R3C4_whole_cell.tiff,24965,6295,-0.14101310897909092,144.85980027451612,0.6487626032324324
degree,Piecewise Linear Fit,0.9999999791862605,0.0407696558247101,-0.13446530078573068,1.0,0.33698296836982966,1.0003629747696619,0.0815393116527961,2.4153158559928176,0.6338481590379801,,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,326,822,,,
pagerank,Piecewise Linear Fit,0.9999999633890039,0.04379710447502928,-0.11324681875386611,1.0,0.3588807785888078,1.001915026885381,0.0875942119228391,0.0029465413602599794,0.0010104961852688442,,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,326,822,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,3.853590858723842e-06,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,326,822,,,
closeness,Exponential Saturation Fit,0.9999995407845196,0.005497529109014107,-0.1354759707056477,0.5583941605839416,0.13725490196078433,1.0028362388992944,,,,,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,326,822,0.17795158921138637,126.0834033350483,0.5677886052762569
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.054136253041362534,,,,glioma_mibitof:CHOP_941_R1C6_whole_cell.tiff,326,822,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.3783783783783784,,,,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,77,407,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0024570024570024687,,,,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,77,407,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,4.781613977016275e-07,,,,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,77,407,,,
closeness,Constant Fit,,0,0,0.33906633906633904,0.0,,,,,0.9369565217391305,,,,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,77,407,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.007371007371007371,,,,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,77,407,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.3577981651376147,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,78,436,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.002293577981651376,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,78,436,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,8.376477117829637e-07,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,78,436,,,
closeness,Exponential Saturation Fit,0.9999999478646339,0.003352172084346102,-0.10405137766722918,0.3073394495412844,0.14925373134328357,1.0033421207331146,,,,,,,,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,78,436,0.1680543522473665,206.7755361372237,0.7235274954464648
clustering,Michaelis-Menten Fit,0.9999988912390387,0.24348396199599057,-1.0927805440577179,1.0,1.0,1.0008775737667241,,,,,23834.697147557,302841.3386699469,-0.001627003419096743,glioma_mibitof:CHOP_907_R8C9_whole_cell.tiff,78,436,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.5776173285198556,,,,glioma_mibitof:CHOP_907_R5C14_whole_cell.tiff,80,277,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.003610108303249099,,,,glioma_mibitof:CHOP_907_R5C14_whole_cell.tiff,80,277,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,3.2579610434099354e-06,,,,glioma_mibitof:CHOP_907_R5C14_whole_cell.tiff,80,277,,,
closeness,Exponential Saturation Fit,0.9999632329838044,2.4295120093814774e-06,-0.1756605463189534,0.44765342960288806,0.06451612903225806,1.0216730029298506,,,,,,,,glioma_mibitof:CHOP_907_R5C14_whole_cell.tiff,80,277,0.26636561616182286,285303.04748770833,0.625000010218557
clustering,Piecewise Linear Fit,0.9999949608844494,0.14593536299962853,-1.608786028255438,1.0,0.8483754512635379,1.053935077628722,0.2918707260474612,0.6054887550400205,-0.03343743970459946,,,,,glioma_mibitof:CHOP_907_R5C14_whole_cell.tiff,80,277,,,
degree,Exponential Saturation Fit,0.9999992388070835,0.0034993251180176414,-0.41600474395545123,1.0,0.1292834890965732,1.0056256322884845,,,,,,,,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,339,642,0.6477838959836276,198.08024605562775,0.4546855867049979
pagerank,Exponential Saturation Fit,0.9999990840975314,0.0025163728840751965,-0.21951003427723095,1.0,0.11526479750778816,1.0031643631161586,,,,,,,,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,339,642,0.0005735728560661319,275.4548066388675,0.0010196978882846398
betweenness,Piecewise Linear Fit,0.9999995348118957,0.1059860969065343,-0.6227287501099467,1.0,0.7242990654205608,1.0055727351079542,0.21197252116088278,6.475442468639969e-05,4.157847826171096e-06,,,,,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,339,642,,,
closeness,Piecewise Linear Fit,0.99999945332934,0.10539005362481152,0.08594260405633368,0.6199376947040498,0.7336683417085427,1.0041140172313483,0.21078010721151202,-0.5530656597190189,0.7365032747407954,,,,,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,339,642,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.09740394600207684,,,,glioma_mibitof:CHOP_941_R1C7_whole_cell.tiff,339,642,,,
degree,Michaelis-Menten Fit,0.9999996324603414,0.00027719256759036316,-0.3764209466958457,1.0,0.08931419457735247,1.0004267129591908,,,,,0.307236543939311,0.0002775147999711045,0.2543362443799322,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,171,627,,,
pagerank,Exponential Saturation Fit,0.999998940899194,0.0003953406848477107,-0.23490932066975193,1.0,0.05422647527910686,1.0008203248072252,,,,,,,,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,171,627,0.0006176281170427612,1753.2903776834014,0.0010057955359189432
betweenness,Exponential Saturation Fit,0.999999888741433,0.23870358760981483,-0.6584399693720505,1.0,1.0,1.0010519516459346,,,,,,,,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,171,627,0.0063450443404764485,0.0007685165073817681,6.037009653497277e-07
closeness,Piecewise Linear Fit,0.9999999999799378,0.22704167842411252,0.08374455098652699,0.42424242424242425,0.9849624060150376,1.001989382275659,0.45408335669540834,-0.2971421926450978,0.8730523401610795,,,,,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,171,627,,,
clustering,Piecewise Linear Fit,0.9999989922934012,0.029235895750199224,-1.4886100836691407,1.0,0.2535885167464115,1.0004662951361816,0.058471791508845974,0.6921763901061263,-0.006642241449990605,,,,,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,171,627,,,
degree,Piecewise Linear Fit,0.999999564234831,0.07731862435279517,0.23592873581089993,1.0,0.615257048092869,1.0088129139791373,0.15463724869895928,-2.3320190380218975,0.9445583667376373,,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,216,603,,,
pagerank,Piecewise Linear Fit,0.9999995990108639,0.07786484008291097,0.16250201984883653,1.0,0.6202321724709784,1.0091883018406167,0.155729675857624,-0.003614729043534136,0.0020135020421697463,,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,216,603,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,5.482048888820318e-06,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,216,603,,,
closeness,Constant Fit,,0,0,0.49585406301824214,0.0,,,,,0.742926629198731,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,216,603,,,
clustering,Piecewise Linear Fit,0.9999999771903622,0.020568065603069553,0.5638814630353105,1.0,0.23217247097844113,1.004708891177774,0.041136131203614715,-1.6295457792441577,0.09295570057105622,,,,,glioma_mibitof:CHOP_907_R7C3_whole_cell.tiff,216,603,,,
