,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c
clustering,Piecewise Linear Fit,0.9999990064917041,0.011624105489770699,0.11721831461521347,1.0,0.12757201646090535,1.028688712589928,,,,glioma_mibitof:UCSF_TA7_R2C4_whole_cell.tiff,7290,1458,0.023248210979124807,-5.580599012684575,0.6182767768289831,,,,
degree,Exponential Saturation Fit,0.9999805903691035,0.003556136483569183,-0.10356460298463172,1.0,0.07785888077858881,1.0193849039909753,,,,glioma_mibitof:UCSF_TA7_R4C6_whole_cell.tiff,12330,2466,,,,1.8907526328887,194.9157980042896,8.182996594708118,
pagerank,Piecewise Linear Fit,0.9999957800974401,0.00591533606630044,-0.07623125335917552,1.0,0.06569343065693431,1.0213535696321199,,,,glioma_mibitof:UCSF_TA7_R4C6_whole_cell.tiff,12330,2466,0.011830672374745428,0.004885789125510101,0.0003502227010625061,,,,
betweenness,Exponential Saturation Fit,0.9999999142404961,0.1808841619632233,-0.8598058403030631,1.0,1.0,1.0789489907488465,,,,glioma_mibitof:UCSF_TA7_R4C6_whole_cell.tiff,12330,2466,,,,0.027498619097408944,2.290887955679447,0.001521125391667622,
closeness,Piecewise Linear Fit,0.9999999902932986,0.20255162420170386,-0.22190252768968183,1.0,0.9570154095701541,2.8884462824096393,,,,glioma_mibitof:UCSF_TA7_R4C6_whole_cell.tiff,12330,2466,0.4051032492625549,0.04715177946396215,0.033489261659532935,,,,
clustering,Exponential Saturation Fit,0.9999995204907798,0.006507299439738565,0.16531240948454506,1.0,0.12611516626115166,1.039478837365684,,,,glioma_mibitof:UCSF_TA7_R4C6_whole_cell.tiff,12330,2466,,,,-0.18714205561569738,106.51840867525006,0.659596458635115,
degree,Exponential Saturation Fit,0.9999864091992698,0.0015726501332786413,-0.1058267373832718,1.0,0.03212017586712262,1.015006142091107,,,,glioma_mibitof:Stanford_TA552_R99C3_whole_cell.tiff,40940,8188,,,,1.9193152646854068,440.7510391791846,8.10853870505196,
pagerank,Piecewise Linear Fit,0.999998616891389,0.0029853367959790864,-0.07117375257615291,1.0,0.029311187103077674,1.015712461393032,,,,glioma_mibitof:Stanford_TA552_R99C3_whole_cell.tiff,40940,8188,0.005970673811076246,0.002724865870253165,0.000106158039586543,,,,
betweenness,Constant Fit,,0,0,0.17476795310210064,0.0,,,,,glioma_mibitof:Stanford_TA552_R99C3_whole_cell.tiff,40940,8188,,,,,,,124237708.67797096
closeness,Piecewise Linear Fit,0.9999995793276373,0.20786807221165388,-0.24618764096833823,1.0,0.9754518808011724,2.385017294384499,,,,glioma_mibitof:Stanford_TA552_R99C3_whole_cell.tiff,40940,8188,0.4157361459100956,0.027962037308800262,0.017797278900827294,,,,
clustering,Exponential Saturation Fit,0.9999993978312894,0.004891096371615272,0.24435141764688748,1.0,0.07205666829506595,1.0591983756888927,,,,glioma_mibitof:Stanford_TA552_R99C3_whole_cell.tiff,40940,8188,,,,-0.2319790590985265,141.71611604579945,0.5906727978275029,
degree,Exponential Saturation Fit,0.9999902815660084,0.003859362910713835,-0.06561154264723182,1.0,0.1039119804400978,1.0099774216915716,,,,glioma_mibitof:UCSF_TA8_R2C1_whole_cell.tiff,8180,1636,,,,1.2393985466206785,179.60145146107985,8.825274100337419,
pagerank,Piecewise Linear Fit,0.9999991715196895,0.006348567941435713,-0.048836187132064716,1.0,0.08985330073349633,1.0109815566685747,,,,glioma_mibitof:UCSF_TA8_R2C1_whole_cell.tiff,8180,1636,0.012697136164565938,0.004507413385242714,0.0005573354943924483,,,,
betweenness,Piecewise Linear Fit,0.9999999928774717,0.22455968603230128,-0.7544335999190455,1.0,0.9902200488997555,1.0868410774774449,,,,glioma_mibitof:UCSF_TA8_R2C1_whole_cell.tiff,8180,1636,0.44911937298917093,0.04857611018168011,0.0035506056813672925,,,,
closeness,Piecewise Linear Fit,0.9999968324739323,0.20396869769361603,-0.2242730401498373,1.0,0.96760391198044,2.88237416896901,,,,glioma_mibitof:UCSF_TA8_R2C1_whole_cell.tiff,8180,1636,0.40793739608220836,0.058698022720703714,0.04141129485836024,,,,
clustering,Piecewise Linear Fit,0.9999992476985856,0.016800483289915555,0.1207441292764232,1.0,0.1656479217603912,1.036183177403231,,,,glioma_mibitof:UCSF_TA8_R2C1_whole_cell.tiff,8180,1636,0.03360096657896215,-3.866947144212096,0.6030182547844928,,,,
degree,Exponential Saturation Fit,0.9999835685744518,0.006305225850640902,-0.0832294745263081,1.0,0.13232104121475055,1.019857058216336,,,,glioma_mibitof:UCSF_TA8_R2C3_whole_cell.tiff,4610,922,,,,1.5523094436116542,109.93217323453528,8.549324337374468,
pagerank,Piecewise Linear Fit,0.9999979957832418,0.011869247600198715,-0.056086238588858875,1.0,0.11822125813449023,1.0175806642833036,,,,glioma_mibitof:UCSF_TA8_R2C3_whole_cell.tiff,4610,922,0.023738495685647752,0.004892010191067588,0.0009772069160691188,,,,
betweenness,Piecewise Linear Fit,0.9999945143923853,0.1540254677865973,-0.7378540696189612,1.0,0.8112798264642083,1.1158106952346334,,,,glioma_mibitof:UCSF_TA8_R2C3_whole_cell.tiff,4610,922,0.3080509360072781,0.0709658035250937,0.003883419428544912,,,,
closeness,Piecewise Linear Fit,0.9999555343744164,0.1937613144541035,-0.2130396989698071,1.0,0.928416485900217,3.3841994568061136,,,,glioma_mibitof:UCSF_TA8_R2C3_whole_cell.tiff,4610,922,0.38752262942279747,0.07530697651782457,0.053900720249590583,,,,
clustering,Piecewise Linear Fit,0.9999971617903624,0.017988201635529704,0.12048138780442665,1.0,0.15835140997830802,1.0351466601908492,,,,glioma_mibitof:UCSF_TA8_R2C3_whole_cell.tiff,4610,922,0.035976403270092674,-3.721560589788336,0.6225833851545571,,,,
degree,Exponential Saturation Fit,0.9999984986918792,0.0036805398541629704,-0.14935188448647196,1.0,0.06628982528263104,1.0255374420049437,,,,glioma_mibitof:UCSF_TA8_R5C2_whole_cell.tiff,9730,1946,,,,2.6210017703112563,188.32758453567362,7.4640846492295365,
pagerank,Piecewise Linear Fit,0.9999985177827438,0.004762109976096476,-0.10534420809500633,1.0,0.045220966084275435,1.0237734661315858,,,,glioma_mibitof:UCSF_TA8_R5C2_whole_cell.tiff,9730,1946,0.00952422004424154,0.010346948341870164,0.0004184629082558067,,,,
betweenness,Exponential Saturation Fit,0.9999997800112724,0.20382017972273547,-1.0045212332721392,1.0,1.0,1.0622864736328979,,,,glioma_mibitof:UCSF_TA8_R5C2_whole_cell.tiff,9730,1946,,,,0.06442292061483929,1.3919948755428344,-7.162599521389356e-05,
closeness,Piecewise Linear Fit,0.9999975591373638,0.1996517589588992,-0.25287652133881117,1.0,0.9645426515930113,1.9363386651026142,,,,glioma_mibitof:UCSF_TA8_R5C2_whole_cell.tiff,9730,1946,0.39930351867614006,0.05265483569173378,0.031059558543460333,,,,
clustering,Piecewise Linear Fit,0.9999455118157906,0.0177124430603055,0.12247599396463105,1.0,0.12538540596094552,1.0228834389814379,,,,glioma_mibitof:UCSF_TA8_R5C2_whole_cell.tiff,9730,1946,0.03542488611973129,-4.026873006114398,0.6536909760055287,,,,
degree,Piecewise Linear Fit,0.9999996216122949,0.005395777656416194,-0.07690693684523367,1.0,0.054636951833213515,1.011793390512246,,,,glioma_mibitof:UCSF_TA8_R4C5_whole_cell.tiff,13910,2782,0.01079155531284048,133.0444191825918,8.616495799770655,,,,
pagerank,Piecewise Linear Fit,0.9999996903571479,0.0053485522723430105,-0.05739429753937341,1.0,0.054277498202731846,1.010320944902852,,,,glioma_mibitof:UCSF_TA8_R4C5_whole_cell.tiff,13910,2782,0.010697104836775675,0.0036622673846101322,0.00032169740389587385,,,,
betweenness,Exponential Saturation Fit,0.9999999767705469,0.21202984279587445,-0.7771688551311873,1.0,1.0,1.0656509274931303,,,,glioma_mibitof:UCSF_TA8_R4C5_whole_cell.tiff,13910,2782,,,,0.08486853630258517,0.5053685005168141,0.0024725899267036256,
closeness,Exponential Saturation Fit,0.9999999767480386,0.2031703675793957,-0.2477756723787695,1.0,1.0,2.6313442222393,,,,glioma_mibitof:UCSF_TA8_R4C5_whole_cell.tiff,13910,2782,,,,0.06394745782420183,0.8603201869688252,0.031133624737388548,
clustering,Exponential Saturation Fit,0.9999993360318973,0.010695400028358379,0.14309453220033586,1.0,0.17038102084831055,1.0302120539961497,,,,glioma_mibitof:UCSF_TA8_R4C5_whole_cell.tiff,13910,2782,,,,-0.15703082169120455,64.80797159140295,0.6272115044776362,
degree,Exponential Saturation Fit,0.9999875612846181,0.0024623952161622726,-0.10948530182774183,1.0,0.0585122022934431,1.0135695821002884,,,,glioma_mibitof:UCSF_TA7_R7C4_whole_cell.tiff,17005,3401,,,,1.9847360425645149,281.49306657192653,8.071570285597701,
pagerank,Piecewise Linear Fit,0.9999986455803263,0.004142231570408255,-0.07585147916815349,1.0,0.049691267274331076,1.0144350108086724,,,,glioma_mibitof:UCSF_TA7_R7C4_whole_cell.tiff,17005,3401,0.008284463305582005,0.005028032921972349,0.00025375238245226554,,,,
betweenness,Piecewise Linear Fit,0.9999999193146976,0.13252798942708763,0.61533180626724,1.0,0.7550720376359894,1.0061806606596928,,,,glioma_mibitof:UCSF_TA7_R7C4_whole_cell.tiff,17005,3401,0.2650559787610451,-0.28460801410630554,0.09901639587686883,,,,
closeness,Exponential Saturation Fit,0.9999998075159942,0.21910300263221513,-0.2640935868064041,1.0,1.0,2.485889621868167,,,,glioma_mibitof:UCSF_TA7_R7C4_whole_cell.tiff,17005,3401,,,,0.05227851997328524,0.9587378037823862,0.02760068998453974,
clustering,Michaelis-Menten Fit,0.9999999250382298,0.006923758219019419,0.16657805505951156,1.0,0.4575124963246104,1.027915364502392,-0.19711090175552412,0.007122274265284036,0.6804479111700606,glioma_mibitof:UCSF_TA7_R7C4_whole_cell.tiff,17005,3401,,,,,,,
degree,Exponential Saturation Fit,0.9999846345572024,0.0019062506751519478,-0.10683447996008492,1.0,0.04845360824742268,1.0154336691774137,,,,glioma_mibitof:UCSF_TA5_R3C3_whole_cell.tiff,29100,5820,,,,1.939091787789031,363.6180642680292,8.10566928243631,
pagerank,Piecewise Linear Fit,0.9999985420776447,0.003033526300392736,-0.07225576119706402,1.0,0.041237113402061855,1.0155656900389165,,,,glioma_mibitof:UCSF_TA5_R3C3_whole_cell.tiff,29100,5820,0.006067052759169436,0.003830597548478104,0.0001492003844830479,,,,
betweenness,Michaelis-Menten Fit,0.9999999999573582,0.2489992016867809,-1.196485984857675,1.0,1.0,1.0254050319134909,18910191254.775978,287267.74764675635,-2691.724407009571,glioma_mibitof:UCSF_TA5_R3C3_whole_cell.tiff,29100,5820,,,,,,,
closeness,Piecewise Linear Fit,0.9999626763366589,0.1844142246008498,-0.22267154414595902,1.0,0.9257731958762887,2.9503590204270225,,,,glioma_mibitof:UCSF_TA5_R3C3_whole_cell.tiff,29100,5820,0.3688284502849461,0.034048431385417244,0.021919536745293178,,,,
clustering,Michaelis-Menten Fit,0.9999995510879852,0.002284952556090041,0.2232611663886964,1.0,0.1754295532646048,1.0408475882945663,-0.24235202955113735,0.00230611470283624,0.6608702350697047,glioma_mibitof:UCSF_TA5_R3C3_whole_cell.tiff,29100,5820,,,,,,,
degree,Exponential Saturation Fit,0.9999914469079045,0.0016108233357046058,-0.09282626898751963,1.0,0.040897575099529494,1.0162066411872541,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,41445,8289,,,,1.7045183533530204,430.3061453961873,8.328969218773208,
pagerank,Piecewise Linear Fit,0.9999982423477072,0.003021628755716839,-0.062060263061553066,1.0,0.037519604294848595,1.0162919765950722,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,41445,8289,0.006043257769731714,0.0023396451678037366,0.00010684451713800428,,,,
betweenness,Michaelis-Menten Fit,0.9999999821023524,0.016806477487967347,1.148036256008169,0.25503679575340815,0.9039735099337748,1.0001796694675196,-58251781284.43248,0.018026327474821743,52587613694.220436,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,41445,8289,,,,,,,
closeness,Piecewise Linear Fit,0.999980848598616,0.1915743867320611,-0.2405791006515999,1.0,0.9445047653516709,3.501835865574791,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,41445,8289,0.3831487747523917,0.029741354853920043,0.017985513455886372,,,,
clustering,Exponential Saturation Fit,0.9999996209240473,0.005435507746376476,0.23838401418985117,1.0,0.10399324405839064,1.0784557881063301,,,,glioma_mibitof:UCSF_TA3_R99C3_whole_cell.tiff,41445,8289,,,,-0.224957029599895,127.52206663058368,0.5843160042821466,
degree,Exponential Saturation Fit,0.9999820746419142,0.003035962070129636,-0.11750216817232717,1.0,0.07364975450081833,1.0225648988079052,,,,glioma_mibitof:UCSF_TA8_R5C5_whole_cell.tiff,12220,2444,,,,2.118891741527048,228.31220038370014,7.9569483561402645,
pagerank,Piecewise Linear Fit,0.9999958891283727,0.0047453127892340035,-0.08258324994414067,1.0,0.0630114566284779,1.0234065054723889,,,,glioma_mibitof:UCSF_TA8_R5C5_whole_cell.tiff,12220,2444,0.00949062572187546,0.006617944718500316,0.00034886919170984073,,,,
betweenness,Michaelis-Menten Fit,0.999999985777427,0.18155990029663235,-0.8162226309845809,1.0,1.0,1.0802821516349566,0.04175972731379697,0.6955695063826774,0.001946244085955236,glioma_mibitof:UCSF_TA8_R5C5_whole_cell.tiff,12220,2444,,,,,,,
closeness,Piecewise Linear Fit,0.9999998767901656,0.1974723005004504,-0.21791157741118444,1.0,0.9537643207855974,2.59045854771629,,,,glioma_mibitof:UCSF_TA8_R5C5_whole_cell.tiff,12220,2444,0.39494460182224495,0.0480851627143129,0.034079469712739625,,,,
clustering,Exponential Saturation Fit,0.9999994725617631,0.010753298179011248,0.1930243885644615,1.0,0.18944353518821605,1.0675450430924052,,,,glioma_mibitof:UCSF_TA8_R5C5_whole_cell.tiff,12220,2444,,,,-0.21501546387665016,64.45903103272308,0.6644722312340648,
degree,Exponential Saturation Fit,0.9999928023506687,0.0028711688434776158,-0.08952520282745471,1.0,0.06737160120845921,1.0128953428917695,,,,glioma_mibitof:UCSF_TA7_R2C1_whole_cell.tiff,16550,3310,,,,1.652371476053157,241.4163771921791,8.402341111719196,
pagerank,Piecewise Linear Fit,0.9999991830489305,0.005701936388574642,-0.05922672434791161,1.0,0.06374622356495468,1.012919904643391,,,,glioma_mibitof:UCSF_TA7_R2C1_whole_cell.tiff,16550,3310,0.011403873160317652,0.002976204209485589,0.0002695580380973095,,,,
betweenness,Piecewise Linear Fit,0.9999999999999438,0.2445949736470143,-0.8879201899753535,1.0,0.9996978851963746,1.065796830543377,,,,glioma_mibitof:UCSF_TA7_R2C1_whole_cell.tiff,16550,3310,0.4891899483947101,0.04444427747222262,0.0013721981152036294,,,,
closeness,Piecewise Linear Fit,0.9999999772869352,0.21268581870855122,-0.2410836043763662,1.0,0.9900302114803625,2.3584650268933736,,,,glioma_mibitof:UCSF_TA7_R2C1_whole_cell.tiff,16550,3310,0.425371638385764,0.04391334651831781,0.0294009475909684,,,,
clustering,Piecewise Linear Fit,0.9999996698727313,0.009053096868030613,0.13185775516339351,1.0,0.08942598187311178,1.023841317529303,,,,glioma_mibitof:UCSF_TA7_R2C1_whole_cell.tiff,16550,3310,0.01810619373583157,-7.883772480157206,0.6126570321804897,,,,
degree,Exponential Saturation Fit,0.9999991852843761,0.0016121375688657072,-0.12507058361062723,1.0,0.031257572086261204,1.0198342531842113,,,,glioma_mibitof:UCSF_TA3_R98C3_whole_cell.tiff,41270,8254,,,,2.230452574176409,429.95535486639994,7.801548984017115,
pagerank,Exponential Saturation Fit,0.999999286041818,0.001475515564080439,-0.0995355025332215,1.0,0.02956142476375091,1.0182259221426335,,,,glioma_mibitof:UCSF_TA3_R98C3_whole_cell.tiff,41270,8254,,,,2.198874726331961e-05,469.76301008540327,9.946238174781036e-05,
betweenness,Exponential Saturation Fit,0.9999999294976201,0.022820070395557255,0.9427808225825749,0.2112914950327114,0.41743119266055045,1.0006202541388314,,,,glioma_mibitof:UCSF_TA3_R98C3_whole_cell.tiff,41270,8254,,,,-60869839.02406688,30.37443848300092,62716970.36023444,
closeness,Piecewise Linear Fit,0.9999928054149957,0.19439850946478268,-0.24618652715789496,1.0,0.9567482432759874,3.2737008914989763,,,,glioma_mibitof:UCSF_TA3_R98C3_whole_cell.tiff,41270,8254,0.3887970202100739,0.03036270461729104,0.018073114449247262,,,,
clustering,Michaelis-Menten Fit,0.9999964285707127,0.003437521641329122,0.3121023354392737,1.0,0.25006057669008963,1.0920416906199268,-0.3180125167672881,0.0034865576696383165,0.6637404889606123,glioma_mibitof:UCSF_TA3_R98C3_whole_cell.tiff,41270,8254,,,,,,,
degree,Piecewise Linear Fit,0.9999990636890017,0.005403600626542946,-0.06650614913268625,1.0,0.07016325112886419,1.0142664183411068,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,14395,2879,0.010807201253095216,116.10947979663669,8.806444091965746,,,,
pagerank,Piecewise Linear Fit,0.9999992621088588,0.005259541326009617,-0.05086826161674102,1.0,0.06877387981938173,1.012675572568322,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,14395,2879,0.010519082979537514,0.0032117544875711547,0.0003151880592319963,,,,
betweenness,Piecewise Linear Fit,0.9999998422666385,0.1831442480479551,-0.8264785343495878,1.0,0.9274053490795415,1.0908515000020296,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,14395,2879,0.366288496949471,0.04291299358707031,0.001650075104685899,,,,
closeness,Piecewise Linear Fit,0.9999854138618717,0.19662053422407832,-0.22847353224922196,1.0,0.9548454324418201,2.8945220514518057,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,14395,2879,0.3932410692838547,0.04705539135290174,0.031243033545445643,,,,
clustering,Piecewise Linear Fit,0.9999994315571492,0.01117970650173868,0.14147206229479692,1.0,0.10628690517540813,1.0445096394628033,,,,glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,14395,2879,0.022359413003144254,-6.712452054821642,0.605488920957647,,,,
degree,Exponential Saturation Fit,0.9999679418387344,0.0032923910330006703,-0.08945878173465731,1.0,0.09921875,1.022090616922473,,,,glioma_mibitof:CHOP_941_R2C7_whole_cell.tiff,6400,1280,,,,1.6572386305717572,210.5300292559335,8.433962839467409,
pagerank,Piecewise Linear Fit,0.999998949821617,0.004711814054774681,-0.06001586456198516,1.0,0.08671875,1.0187482372182635,,,,glioma_mibitof:CHOP_941_R2C7_whole_cell.tiff,6400,1280,0.009423628209263386,0.009450653772403471,0.0006974361059090781,,,,
betweenness,Piecewise Linear Fit,0.999993681082359,0.12340842266833453,-0.8181625371585622,1.0,0.72109375,1.1171269812701283,,,,glioma_mibitof:CHOP_941_R2C7_whole_cell.tiff,6400,1280,0.2468168456579561,0.07682128604394407,0.0021070271823801913,,,,
closeness,Piecewise Linear Fit,0.999881475800343,0.1768513070805871,-0.1906969112269097,1.0,0.896875,2.8011518136941427,,,,glioma_mibitof:CHOP_941_R2C7_whole_cell.tiff,6400,1280,0.35370261472581305,0.06264227236631781,0.04701574442336441,,,,
clustering,Michaelis-Menten Fit,0.9999995848200527,0.010427641710664556,0.15469885802837058,1.0,0.64140625,1.0509455274899118,-0.16972788698432809,0.01088809806150607,0.6197556913978349,glioma_mibitof:CHOP_941_R2C7_whole_cell.tiff,6400,1280,,,,,,,
degree,Piecewise Linear Fit,0.9999984193513283,0.005552274599824637,-0.09183882934398363,1.0,0.06235385814497272,1.016743739097026,,,,glioma_mibitof:UCSF_TA8_R4C1_whole_cell.tiff,12830,2566,0.01110454919965654,152.5526133262113,8.375816976225568,,,,
pagerank,Piecewise Linear Fit,0.9999986704896942,0.00549944817288266,-0.0690045636751364,1.0,0.06196414653156664,1.0146585947559992,,,,glioma_mibitof:UCSF_TA8_R4C1_whole_cell.tiff,12830,2566,0.010998896584942717,0.004598635254755093,0.00034120686605264424,,,,
betweenness,Piecewise Linear Fit,0.9999996257814676,0.1559093690981667,-0.8319062818739408,1.0,0.8363211223694466,1.0640828916172203,,,,glioma_mibitof:UCSF_TA8_R4C1_whole_cell.tiff,12830,2566,0.31181873879135236,0.05240483880418391,0.0016508996335022914,,,,
closeness,Piecewise Linear Fit,0.9999994190621434,0.2080066485019274,-0.24649118214498036,1.0,0.9637568199532346,2.422837094014596,,,,glioma_mibitof:UCSF_TA8_R4C1_whole_cell.tiff,12830,2566,0.41601329787794045,0.047594110910687826,0.03026337688313951,,,,
clustering,Exponential Saturation Fit,0.9999996791626508,0.00939999971494719,0.15145659432698994,1.0,0.161730319563523,1.0307565314311358,,,,glioma_mibitof:UCSF_TA8_R4C1_whole_cell.tiff,12830,2566,,,,-0.17562794592794426,73.73906405838912,0.6676102726669202,
degree,Exponential Saturation Fit,0.999992608048923,0.0021932947446239195,-0.07924448237885993,1.0,0.07391803906549214,1.0087124656310011,,,,glioma_mibitof:UCSF_TA8_R98C2_whole_cell.tiff,13055,2611,,,,1.476692707668064,316.0301104952856,8.578975580330546,
pagerank,Exponential Saturation Fit,0.9999932752931489,0.002109560898752022,-0.06213355048568762,1.0,0.07276905400229797,1.008222284442733,,,,glioma_mibitof:UCSF_TA8_R98C2_whole_cell.tiff,13055,2611,,,,4.5003871241066246e-05,328.57309734283405,0.0003396523648815588,
betweenness,Piecewise Linear Fit,0.9999998421266524,0.11003940720632396,-0.7725108720519738,1.0,0.7154346993489085,1.010387146931138,,,,glioma_mibitof:UCSF_TA8_R98C2_whole_cell.tiff,13055,2611,0.22007881446498942,0.4204670919987493,0.013624993304942368,,,,
closeness,Piecewise Linear Fit,0.9999996071197882,0.034042582215526064,0.19307391693649056,1.0,0.289544235924933,1.0044681531147277,,,,glioma_mibitof:UCSF_TA8_R98C2_whole_cell.tiff,13055,2611,0.06808516439812977,-0.2068054739220922,0.04350390762722487,,,,
clustering,Piecewise Linear Fit,0.999989029297613,0.0074742854077253845,0.08659408183437917,1.0,0.0949827652240521,1.0111884153452033,,,,glioma_mibitof:UCSF_TA8_R98C2_whole_cell.tiff,13055,2611,0.01494857081523027,-6.779660901279655,0.6358530712422046,,,,
degree,Exponential Saturation Fit,0.9999979833749028,0.001846690118940951,-0.07871875980154473,1.0,0.049927161965302606,1.009178415273417,,,,glioma_mibitof:UCSF_TA5_R3C4_whole_cell.tiff,37755,7551,,,,1.4645244806144544,375.3456919394646,8.56999610509066,
pagerank,Exponential Saturation Fit,0.9999936862073301,0.0017680929555659044,-0.06227324445489992,1.0,0.047808237319560326,1.0086517128610055,,,,glioma_mibitof:UCSF_TA5_R3C4_whole_cell.tiff,37755,7551,,,,1.556900568507682e-05,392.0273283268753,0.00011722102396141588,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,glioma_mibitof:UCSF_TA5_R3C4_whole_cell.tiff,37755,7551,,,,,,,2299785023.864097
closeness,Piecewise Linear Fit,0.9999906704307182,0.1959872235584368,-0.2299675863505924,1.0,0.9468944510660839,2.9488595647179516,,,,glioma_mibitof:UCSF_TA5_R3C4_whole_cell.tiff,37755,7551,0.3919744484458086,0.029495385713268853,0.019356383605162578,,,,
clustering,Piecewise Linear Fit,0.9999999115370439,0.008655711177996768,0.16157959194953242,1.0,0.08462455303933254,1.0384502135735372,,,,glioma_mibitof:UCSF_TA5_R3C4_whole_cell.tiff,37755,7551,0.017311422355804382,-9.15172144986685,0.5694662834087107,,,,
degree,Exponential Saturation Fit,0.9999950694841386,0.001963818107114664,-0.08621341589940175,1.0,0.06286581400390201,1.009494024701549,,,,glioma_mibitof:UCSF_TA7_R6C4_whole_cell.tiff,23065,4613,,,,1.5947144383909089,352.9589517410262,8.451287099938604,
pagerank,Piecewise Linear Fit,0.9999991228206362,0.0031130085411483982,-0.06163829996471935,1.0,0.051159765879037505,1.0103073885692453,,,,glioma_mibitof:UCSF_TA7_R6C4_whole_cell.tiff,23065,4613,0.006226017235707614,0.004058394984393178,0.00019233314980741142,,,,
betweenness,Piecewise Linear Fit,0.9999999999999798,0.2464512971117744,-0.8270240434768743,1.0,0.999783221331021,1.007886881589388,,,,glioma_mibitof:UCSF_TA7_R6C4_whole_cell.tiff,23065,4613,0.49290259422415955,80.70373572065563,4.159990624174243,,,,
closeness,Exponential Saturation Fit,0.9999997440598298,0.2269137588192567,-0.2579712927267332,1.0,1.0,2.740074485645802,,,,glioma_mibitof:UCSF_TA7_R6C4_whole_cell.tiff,23065,4613,,,,0.06324159454033326,0.6460469565073096,0.024804629739208463,
clustering,Exponential Saturation Fit,0.9999998350493531,0.00402178205316459,0.14862569723705313,1.0,0.09971818773032734,1.0239075503098711,,,,glioma_mibitof:UCSF_TA7_R6C4_whole_cell.tiff,23065,4613,,,,-0.16479917557312473,172.3482704940049,0.6368096885358725,
degree,Exponential Saturation Fit,0.9999943612080611,0.0020394183070892784,-0.09482297239013632,1.0,0.05283893395133256,1.0113273109074887,,,,glioma_mibitof:UCSF_TA8_R4C6_whole_cell.tiff,21575,4315,,,,1.7403841368548598,339.8749428172824,8.306825340839191,
pagerank,Piecewise Linear Fit,0.9999993388875336,0.0032125629170087397,-0.06317643371072819,1.0,0.046581691772885285,1.010371389939933,,,,glioma_mibitof:UCSF_TA8_R4C6_whole_cell.tiff,21575,4315,0.006425125983361408,0.00430223415258574,0.00020495017346893542,,,,
betweenness,Michaelis-Menten Fit,0.9999997790560109,0.24265224413750838,-0.7920525893190205,1.0,1.0,1.003224150569076,4809136.083765784,29200.97819591541,10.491796748952932,glioma_mibitof:UCSF_TA8_R4C6_whole_cell.tiff,21575,4315,,,,,,,
closeness,Piecewise Linear Fit,0.9999959096174852,0.1968253818568887,-0.22378744747110468,1.0,0.9555040556199305,2.773394751215334,,,,glioma_mibitof:UCSF_TA8_R4C6_whole_cell.tiff,21575,4315,0.3936507647682525,0.03733144295861227,0.025485949533412308,,,,
clustering,Piecewise Linear Fit,0.9999999415827554,0.010528893212387957,0.1309508576847406,1.0,0.09571263035921206,1.0275272182319215,,,,glioma_mibitof:UCSF_TA8_R4C6_whole_cell.tiff,21575,4315,0.021057786424466297,-6.800957538752891,0.6184266141673669,,,,
degree,Exponential Saturation Fit,0.999992192272714,0.002429335189714367,-0.08088914002388203,1.0,0.06964520367936924,1.0111023885905728,,,,glioma_mibitof:UCSF_TA7_R6C3_whole_cell.tiff,22830,4566,,,,1.5039271180907605,285.32381345653295,8.544260369399446,
pagerank,Piecewise Linear Fit,0.9999982056593989,0.0041833550677272645,-0.05524502733248761,1.0,0.06110381077529566,1.011884362635273,,,,glioma_mibitof:UCSF_TA7_R6C3_whole_cell.tiff,22830,4566,0.008366710439485522,0.002751926703276752,0.00019687360283516365,,,,
betweenness,Michaelis-Menten Fit,0.9999990239470271,0.019032480445874973,0.9000025738418925,1.0,0.945904511607534,1.0128134023997668,-2.4485559521904583,0.02062059371528776,2.481069902385878,glioma_mibitof:UCSF_TA7_R6C3_whole_cell.tiff,22830,4566,,,,,,,
closeness,Piecewise Linear Fit,0.9999840811129758,0.19035851750066907,-0.22237717437671978,1.0,0.9353920280332896,3.010372175149956,,,,glioma_mibitof:UCSF_TA7_R6C3_whole_cell.tiff,22830,4566,0.3807170360100204,0.037743992878821304,0.025124587963102477,,,,
clustering,Exponential Saturation Fit,0.9999998573527973,0.005167809232546979,0.16874691986563703,1.0,0.11498028909329829,1.0383747004686774,,,,glioma_mibitof:UCSF_TA7_R6C3_whole_cell.tiff,22830,4566,,,,-0.17815020027803066,134.12785765306748,0.6169371802380363,
