,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
closeness,Exponential Saturation Fit,0.9999889721221736,0.02118070349281531,0.06170209200031191,1.0,0.374414976599064,1.256934020030365,,,,,-0.01024468494678859,32.72540328306284,0.08813965380279218,,,,glioma_mibitof:CHOP_907_R10C8_whole_cell.tiff,3819,1282
clustering,Piecewise Linear Fit,0.9999996280286229,0.02480566493948282,0.0396662832138347,1.0,0.23868954758190328,1.004400653222624,,,,,,,,0.04961132987183032,-0.695300978280216,0.45206008776082623,glioma_mibitof:CHOP_907_R10C8_whole_cell.tiff,3819,1282
degree,Constant Fit,,0,0,1.0,0.0,,5.937888198757764,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1912,644
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0015527950310559005,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1912,644
betweenness,Exponential Saturation Fit,0.9999960041621256,0.00017145055094944968,0.8285223246302333,1.0,0.03571428571428571,1.4685665240057837,,,,,-0.09411312036713593,4042.840211268047,0.103852326264033,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1912,644
closeness,Michaelis-Menten Fit,0.9999481730684162,0.0003607302724591223,0.06169511729215822,1.0,0.07142857142857142,1.0797812374545677,,-0.014624479377857932,0.0003612610372104877,0.12574191110585248,,,,,,,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1912,644
clustering,Piecewise Linear Fit,0.9999998239923839,0.052450979302772635,0.036124907536335335,1.0,0.40217391304347827,1.0007328985603086,,,,,,,,0.1049019585714183,-0.30738963953298165,0.4624323376195816,glioma_mibitof:Brainiaqc_R2C1_whole_cell.tiff,1912,644
degree,Piecewise Linear Fit,0.9999999237960461,0.06892165439665394,-0.03501394252282847,1.0,0.5607476635514018,1.0003769653084975,,,,,,,,0.13784330879797446,2.9539319674312017,5.610947517687842,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0023364485981308405,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
betweenness,Exponential Saturation Fit,0.9975865673628262,2.2556105046084775e-05,0.7020211317858064,1.0,0.04906542056074766,1.1800925896600316,,,,,-0.06074644926376248,30729.914619122,0.073638623950441,,,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
closeness,Piecewise Linear Fit,0.9999999999998751,0.22409672793676227,-0.10915873380257567,1.0,0.9976635514018691,1.2599341534861062,,,,,,,,0.4481934565531028,0.06595169917247493,0.12061556128401328,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
clustering,Constant Fit,,0,0,1.0,0.0,,0.4459634213138886,,,,,,,,,,glioma_mibitof:Brainiaqc_R2C5_whole_cell.tiff,1260,428
degree,Constant Fit,,0,0,1.0,0.0,,5.975867269984917,,,,,,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5943,1989
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0005027652086475618,,,,,,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5943,1989
betweenness,Michaelis-Menten Fit,0.9999972722231233,4.156745655308885e-05,0.9198634563669673,1.0,0.01558572146807441,1.5746841795482631,,-0.11886962154356635,4.157443534431817e-05,0.12403704308280124,,,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5943,1989
closeness,Exponential Saturation Fit,0.9999572852135347,0.03331689149480396,0.09521563086570656,1.0,0.5495223730517849,1.6852431348126282,,,,,-0.014205318775076982,20.803671229017358,0.08169543876031424,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5943,1989
clustering,Piecewise Linear Fit,0.999999926076729,0.026015905171412675,0.03264862623582724,1.0,0.25289089994972347,1.0030173652872272,,,,,,,,0.05203181033319444,-0.5402563134914544,0.44455597439198297,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5943,1989
degree,Constant Fit,,0,0,1.0,0.0,,5.94885598923284,,,,,,,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
pagerank,Constant Fit,,0,0,1.0,0.0,,0.001345895020188425,,,,,,,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
betweenness,Michaelis-Menten Fit,0.9995567811011804,0.00017931583419208736,0.8514675900070884,1.0,0.04306864064602961,1.4771533536990555,,-0.09878052861888198,0.00017944672924262442,0.10735712188861035,,,,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
closeness,Michaelis-Menten Fit,0.9999684177793143,0.0047539565750531745,0.08660717250969809,1.0,0.38627187079407804,1.2226016210571349,,-0.020038194622075862,0.00484770443525235,0.12447614691704503,,,,,,,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
clustering,Piecewise Linear Fit,0.9999998423551866,0.037708125714286306,0.03255813416749156,1.0,0.31763122476446837,1.0003744859483013,,,,,,,,0.0754162514087746,-0.38092445901547883,0.45554240401557056,glioma_mibitof:CHOP_907_R10C9_whole_cell.tiff,2210,743
degree,Piecewise Linear Fit,0.9999999696878717,0.0355606264897653,-0.01586210932493116,1.0,0.2973925299506695,1.0001694264092722,,,,,,,,0.0711212529822302,2.634535551393972,5.8125738175723995,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0007047216349541934,,,,,,,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
betweenness,Michaelis-Menten Fit,0.9999613750274329,3.134018173660462e-05,0.8980682611478651,1.0,0.019027484143763214,1.55044128394962,,-0.11427966161301077,3.1344173461689406e-05,0.12075740502694962,,,,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
closeness,Exponential Saturation Fit,0.9999763242835019,0.029838183408913095,0.08098760875609826,1.0,0.4714587737843552,1.4263745680893019,,,,,-0.013422325982198132,23.229844415808255,0.08957673370168827,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
clustering,Piecewise Linear Fit,0.9999998473662765,0.02823506464026712,0.038453594825043104,1.0,0.2459478505990134,1.0036115360962106,,,,,,,,0.05647012927101613,-0.5932937920679967,0.4523855647020051,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,4234,1419
degree,Constant Fit,,0,0,1.0,0.0,,5.955555555555556,,,,,,,,,,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
pagerank,Constant Fit,,0,0,1.0,0.0,,0.001169590643274854,,,,,,,,,,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
betweenness,Piecewise Linear Fit,0.9999998521677561,0.00019784408530719937,0.8570547329556955,1.0,0.022222222222222223,1.4957972901425702,,,,,,,,0.00039568817061424723,-261.16871597260257,0.11195935071981306,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
closeness,Michaelis-Menten Fit,0.9999523751963819,0.006478866048913704,0.08597669865591236,1.0,0.4233918128654971,1.2415106973580945,,-0.018501577777641432,0.006653100025679404,0.1152969327675769,,,,,,,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
clustering,Piecewise Linear Fit,0.9999999465757304,0.06719720803602672,0.05050210812015822,1.0,0.44912280701754387,1.0057018469035166,,,,,,,,0.1343944160318853,-0.3345797519094641,0.467668700021453,glioma_mibitof:CHOP_907_R11C10_whole_cell.tiff,2546,855
degree,Constant Fit,,0,0,1.0,0.0,,5.975731620271235,,,,,,,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,4186,1401
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0007137758743754464,,,,,,,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,4186,1401
betweenness,Michaelis-Menten Fit,0.9999770424171729,0.00017720056353327465,0.9250704285214683,1.0,0.03283369022127052,1.627172024329033,,-0.1412021201695685,0.00017732849807620282,0.14686770192114107,,,,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,4186,1401
closeness,Exponential Saturation Fit,0.9999357663275636,0.04796962687938293,0.12444250571077771,1.0,0.6702355460385439,1.94656934931974,,,,,-0.022240924391996434,14.432336561800435,0.10039893555595483,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,4186,1401
clustering,Piecewise Linear Fit,0.999999974162149,0.052436121722975966,0.0299369301583049,1.0,0.38258386866523914,1.0021439381583455,,,,,,,,0.10487224340331092,-0.24594159555158523,0.44367597827880184,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,4186,1401
degree,Piecewise Linear Fit,0.9999999706187106,0.062286624974078116,-0.023721543203451052,1.0,0.4464720194647202,1.0006519312241502,,,,,,,,0.12457324995373158,2.23451384156078,5.728073944441552,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0012165450121654506,,,,,,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
betweenness,Exponential Saturation Fit,0.9999988354255287,0.0004982318489453244,0.8067432987333519,1.0,0.049878345498783457,1.2687574001246966,,,,,-0.07370416453556301,1391.2141172508345,0.08253214218932645,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
closeness,Exponential Saturation Fit,0.9999993325712593,0.009612240005797731,0.03531870803220409,1.0,0.20316301703163017,1.0454729607242623,,,,,-0.007068691220116705,72.1108913519386,0.10360441626693945,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
clustering,Piecewise Linear Fit,0.9999998738044412,0.025181812951665154,0.047235765807720244,1.0,0.22019464720194648,1.0038329173971803,,,,,,,,0.05036362589731476,-0.8372109700301175,0.4674072120651862,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,2439,822
degree,Piecewise Linear Fit,0.9999999847150907,0.05856506506904273,-0.03141632525631081,1.0,0.4131534569983137,1.000745844325888,,,,,,,,0.11713013014183667,3.12239787824634,5.637786606847416,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,1753,593
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0016863406408094432,,,,,,,,,,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,1753,593
betweenness,Piecewise Linear Fit,0.9983076787911271,0.0003266781186752628,0.7021041190301485,1.0,0.04215851602023609,1.1381612068790135,,,,,,,,0.0006533562373497102,-80.13260412442023,0.06346202178388141,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,1753,593
closeness,Piecewise Linear Fit,0.9999999999998935,0.2308437601984438,-0.061039428407038986,1.0,0.9983136593591906,1.102345390641679,,,,,,,,0.4616875218913473,0.030893271542681962,0.10970311026258502,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,1753,593
clustering,Constant Fit,,0,0,1.0,0.0,,0.4420875826440751,,,,,,,,,,glioma_mibitof:Brainiaqc_R8C1_whole_cell.tiff,1753,593
degree,Constant Fit,,0,0,1.0,0.0,,5.981775227809653,,,,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0003374957813027337,,,,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
betweenness,Michaelis-Menten Fit,0.9999994438562994,9.860070113858137e-06,0.9333608304594307,1.0,0.010462369220384746,1.4506587034359566,,-0.1175357171939174,9.860463909973491e-06,0.12172913540132733,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
closeness,Exponential Saturation Fit,0.9999802128734071,0.0547703514543824,0.11521131588274323,1.0,0.7060411744853189,1.7190505693045386,,,,,-0.01489386994098198,12.61963452684414,0.07194230725859546,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
clustering,Piecewise Linear Fit,0.9999999208368269,0.024378468813317254,0.04046789356989369,1.0,0.1822477219034762,1.0026042905369121,,,,,,,,0.0487569376200129,-0.7363295440576055,0.46152659827751646,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,8862,2963
degree,Constant Fit,,0,0,1.0,0.0,,5.986114819759679,,,,,,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00026702269692923904,,,,,,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
betweenness,Michaelis-Menten Fit,0.999989129339391,3.0278082933182576e-05,0.9470998193100604,1.0,0.010146862483311082,1.4325546293741476,,-0.12389544883606585,3.028179218279507e-05,0.12734773317992756,,,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
closeness,Exponential Saturation Fit,0.9998693131600896,0.05370926517312903,0.1270006690496587,1.0,0.7295060080106809,2.0499667458940465,,,,,-0.015543368926498666,12.873506602183657,0.06884696281833837,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
clustering,Piecewise Linear Fit,0.9999998201874768,0.016858811294370307,0.048092760375751796,1.0,0.15647530040053403,1.0041743776880743,,,,,,,,0.03371762258607988,-1.2672536677151711,0.46559737426770176,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,11209,3745
degree,Constant Fit,,0,0,1.0,0.0,,5.958250497017892,,,,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0009940357852882703,,,,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
betweenness,Michaelis-Menten Fit,0.9999996049412306,1.2421036328287814e-05,0.8610826401750247,1.0,0.020874751491053677,1.4327900531183477,,-0.09717476042612082,1.2421719733244867e-05,0.10501041127297087,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
closeness,Exponential Saturation Fit,0.9999945246654867,0.01611851216020125,0.05927528023410175,1.0,0.25646123260437376,1.1426766735726999,,,,,-0.011690068359148976,43.00317414731768,0.1044533263826399,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
clustering,Piecewise Linear Fit,0.9999999323997684,0.03476983151579601,0.031511974378499896,1.0,0.2544731610337972,1.0005535681071298,,,,,,,,0.06953966301413839,-0.3984257227433258,0.45347005580687855,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,2997,1006
degree,Constant Fit,,0,0,1.0,0.0,,5.9656419529837255,,,,,,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
pagerank,Constant Fit,,0,0,1.0,0.0,,0.000904159132007233,,,,,,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
betweenness,Michaelis-Menten Fit,0.9998513500924386,5.779571746206409e-05,0.9061478499265477,1.0,0.03074141048824593,1.6262157252894958,,-0.12755659886301823,5.7809440437630616e-05,0.1341463615060162,,,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
closeness,Exponential Saturation Fit,0.9999447344994845,0.03313203600231159,0.09655448718939001,1.0,0.5108499095840868,1.6406334414721477,,,,,-0.019053141047990968,20.919617276857366,0.10818772280500542,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
clustering,Piecewise Linear Fit,0.999999833328833,0.029392725012088027,0.03982614200477483,1.0,0.25587703435804704,1.002763509030155,,,,,,,,0.05878545001434781,-0.5981228923859115,0.45901065828173065,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,3299,1106
degree,Piecewise Linear Fit,0.9999999084130601,0.05055206246407048,-0.0299646984336512,1.0,0.41448189762796506,1.0022458278995692,,,,,,,,0.10110412493106154,3.461728100965781,5.665124526542721,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,2375,801
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0012484394506866415,,,,,,,,,,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,2375,801
betweenness,Piecewise Linear Fit,0.999999999519444,2.947018802546802e-05,0.8107942363914462,1.0,0.03245942571785269,1.3135731164308702,,,,,,,,5.894037605093155e-05,-1312.8019356900122,0.08640533644330822,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,2375,801
closeness,Michaelis-Menten Fit,0.9998552047016869,0.2361410875844281,-0.04738978749587598,1.0,1.0,1.0709197814300442,,76653.18973494427,3795428.4421925717,0.09586750561604056,,,,,,,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,2375,801
clustering,Piecewise Linear Fit,0.9999997739782948,0.04553036170521797,0.04603134138693063,1.0,0.37702871410736577,1.0050131948303407,,,,,,,,0.09106072339011151,-0.4480334908191282,0.46355646863790345,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,2375,801
degree,Piecewise Linear Fit,0.9999998978237024,0.02647058778536826,-0.024756385169678593,1.0,0.2528428093645485,1.0018960316154244,,,,,,,,0.05294117557170239,5.48150455458328,5.715960893892742,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0006688963210702343,,,,,,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
betweenness,Michaelis-Menten Fit,0.9999936729470023,4.8432764188104343e-05,0.8753537426148409,1.0,0.022073578595317726,1.5135694588298674,,-0.09179037859634347,4.8442270911327105e-05,0.09831598853797627,,,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
closeness,Exponential Saturation Fit,0.9999912628120473,0.018662357112189103,0.05054344492552423,1.0,0.33645484949832777,1.2543252354033445,,,,,-0.007803530961648685,37.141459585399,0.08109803572455679,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
clustering,Piecewise Linear Fit,0.9999993572789733,0.020098037621560493,0.05263982719213464,1.0,0.21137123745819397,1.0076410486504963,,,,,,,,0.040196075239638425,-1.1542074499547745,0.46387703310432876,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,4456,1495
degree,Constant Fit,,0,0,1.0,0.0,,5.961937716262976,,,,,,,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0008650519031141869,,,,,,,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
betweenness,Michaelis-Menten Fit,0.9999997826176128,3.297899075648051e-05,0.8658721849392439,1.0,0.02162629757785467,1.3748587974678368,,-0.09666651646203785,3.2983460344852243e-05,0.1041465158065259,,,,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
closeness,Exponential Saturation Fit,0.9999728992655493,0.032914958238930994,0.07116813870088724,1.0,0.47837370242214533,1.5300480120690827,,,,,-0.01281316166926368,21.05765427500645,0.09642352052365008,,,,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
clustering,Piecewise Linear Fit,0.999999731747038,0.03389472420895457,0.048363364694384514,1.0,0.263840830449827,1.0064958004070104,,,,,,,,0.06778944840711501,-0.6280173066361674,0.46142279426512567,glioma_mibitof:Brainiaqc_R6C3_whole_cell.tiff,3446,1156
degree,Constant Fit,,0,0,1.0,0.0,,5.960034752389227,,,,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0008688097306689834,,,,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
betweenness,Michaelis-Menten Fit,0.9999999023456512,3.3707566588123906e-05,0.8780716010619293,1.0,0.022589052997393572,1.410840369103869,,-0.0945906567944956,3.3712200220577644e-05,0.10115109995007772,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
closeness,Piecewise Linear Fit,0.9999954357287599,0.031600343952349924,0.04297587662024002,1.0,0.26238053866203304,1.0673249310905868,,,,,,,,0.06320068785724038,-0.13316775005686998,0.10212695675989299,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
clustering,Constant Fit,,0,0,1.0,0.0,,0.4357012472998572,,,,,,,,,,glioma_mibitof:Brainiaqc_R9C3_whole_cell.tiff,3430,1151
degree,Constant Fit,,0,0,1.0,0.0,,5.979071288423806,,,,,,,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00065402223675605,,,,,,,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
betweenness,Michaelis-Menten Fit,0.9999108181552854,7.439722024790132e-05,0.9311292966037733,1.0,0.032047089601046436,1.6532618231216745,,-0.14077580315524693,7.441999450144327e-05,0.14595968298148482,,,,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
closeness,Exponential Saturation Fit,0.9998289634517126,0.04745275601035706,0.11529821842171578,1.0,0.6742969260954872,1.9000802744261924,,,,,-0.020488331374676226,14.589610443976582,0.0990111851190984,,,,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
clustering,Piecewise Linear Fit,0.9999995681783628,0.020338493636387046,0.055896681547500396,1.0,0.2092871157619359,1.006051351956422,,,,,,,,0.040676987269489755,-1.238517303598327,0.4758348667778985,glioma_mibitof:CHOP_1101_R9C2_whole_cell.tiff,4571,1529
degree,Piecewise Linear Fit,0.999999958036919,0.029284940102851365,-0.018024684574442607,1.0,0.2542955326460481,1.0006034068915652,,,,,,,,0.05856988020731724,3.6281450412475698,5.788444556034281,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,5211,1746
pagerank,Constant Fit,,0,0,1.0,0.0,,0.000572737686139748,,,,,,,,,,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,5211,1746
betweenness,Michaelis-Menten Fit,0.9999999841177218,3.112987894376319e-06,0.9159537790153413,1.0,0.0143184421534937,1.9026636369553005,,-0.12389520376096974,3.1130286507404297e-06,0.12957855248651665,,,,,,,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,5211,1746
closeness,Exponential Saturation Fit,0.9999540665645031,0.02093009584646987,0.07562710340454333,1.0,0.368270332187858,1.3641635727601396,,,,,-0.011510419191131792,33.11724176463457,0.08185502613532897,,,,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,5211,1746
clustering,Piecewise Linear Fit,0.999999703235522,0.02460629896562264,0.03883667368219972,1.0,0.22279495990836198,1.0040535184494284,,,,,,,,0.049212597924062136,-0.6851142905665865,0.45093564854720825,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,5211,1746
