,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
betweenness,Michaelis-Menten Fit,0.9999715339626637,9.939786776932258e-05,0.8496635179092371,1.0,0.03833333333333333,1.6380990243873759,,-0.11077114376283116,9.943841875707119e-05,0.12054628297539365,,,,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,1783,600
closeness,Exponential Saturation Fit,0.9999760794227099,0.013031684046677955,0.06386054658289035,1.0,0.24666666666666667,1.2284859308669092,,,,,-0.015551607047819785,53.1893794003822,0.12953804855227907,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,1783,600
clustering,Constant Fit,,0,0,1.0,0.0,,0.43153703703703705,,,,,,,,,,glioma_mibitof:CHOP_941_R1C3_whole_cell.tiff,1783,600
degree,Piecewise Linear Fit,0.9999998959952353,0.03129069549692011,-0.026747457879412344,1.0,0.28596338273757627,1.0015890198467117,,,,,,,,0.06258139099509183,5.00032497361557,5.693200529135558,glioma_mibitof:CHOP_941_R8C4_whole_cell.tiff,3413,1147
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0008718395815170012,,,,,,,,,,glioma_mibitof:CHOP_941_R8C4_whole_cell.tiff,3413,1147
betweenness,Michaelis-Menten Fit,0.9998748715582634,9.996036636916888e-06,0.8802503450830105,1.0,0.022667829119442023,1.7807288961627172,,-0.10602450456142458,9.996455194779148e-06,0.11323394448489775,,,,,,,glioma_mibitof:CHOP_941_R8C4_whole_cell.tiff,3413,1147
closeness,Exponential Saturation Fit,0.9999947959795628,0.012545649455091647,0.04365054446517853,1.0,0.25544899738448124,1.1135711046079133,,,,,-0.007568320668914416,55.25000489218255,0.09047632829308641,,,,glioma_mibitof:CHOP_941_R8C4_whole_cell.tiff,3413,1147
clustering,Piecewise Linear Fit,0.9999987652349095,0.023039215454515108,0.0587967286867146,1.0,0.23190932868352224,1.0075992814863077,,,,,,,,0.04607843090502167,-1.149516159653276,0.4769163309256258,glioma_mibitof:CHOP_941_R8C4_whole_cell.tiff,3413,1147
degree,Piecewise Linear Fit,0.9999998898995578,0.03564714468857546,-0.04132366728441502,1.0,0.3202614379084967,1.0007580801286715,,,,,,,,0.07129428937822382,6.6441530248345,5.494618258106079,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,897,306
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0032679738562091504,,,,,,,,,,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,897,306
betweenness,Piecewise Linear Fit,0.9980882211268362,7.145145269352301e-05,0.6479314716744831,1.0,0.058823529411764705,1.1474786458046473,,,,,,,,0.00014290290538701027,-400.0511052687723,0.072700368110122,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,897,306
closeness,Piecewise Linear Fit,0.9999999999998896,0.22229873740179615,-0.08319281675263464,1.0,0.9967320261437909,1.1677929306264037,,,,,,,,0.44459747557553525,0.057594589146524086,0.14109475170247102,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,897,306
clustering,Piecewise Linear Fit,0.999999921679199,0.10212040527387038,0.0659456070378176,1.0,0.7254901960784313,1.0059223614557982,,,,,,,,0.2042408104779835,-0.29278817066858664,0.48329825766915085,glioma_mibitof:CHOP_941_R2C2_whole_cell.tiff,897,306
degree,Piecewise Linear Fit,0.9999999808661318,0.07043843774085413,-0.029450732870525603,1.0,0.5697278911564626,1.0012409122871695,,,,,,,,0.14087687548746747,2.4460430191601987,5.677998656815664,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,1736,588
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0017006802721088435,,,,,,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,1736,588
betweenness,Exponential Saturation Fit,0.996196338999544,0.0002059134929683468,0.7541428232150317,1.0,0.04591836734693878,1.2193348014812566,,,,,-0.06519265724582797,3366.205740584525,0.07581934630840156,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,1736,588
closeness,Piecewise Linear Fit,0.9999999955047237,0.22709961546365226,-0.08748897534771044,1.0,0.9931972789115646,1.2280400905636342,,,,,,,,0.4541992319337956,0.04512699398848384,0.10689012740503187,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,1736,588
clustering,Piecewise Linear Fit,0.9999999951583505,0.07107843125377246,0.03926891326239424,1.0,0.5782312925170068,1.0015261374488171,,,,,,,,0.14215686244993983,-0.2467785487261351,0.46422047741156885,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,1736,588
degree,Piecewise Linear Fit,0.9999999963791711,0.09196311210510842,-0.029864209388597317,1.0,0.657258064516129,1.0004214805153298,,,,,,,,0.183926224219882,1.9029679225620588,5.684949779374571,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,1464,496
pagerank,Constant Fit,,0,0,1.0,0.0,,0.002016129032258064,,,,,,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,1464,496
betweenness,Exponential Saturation Fit,0.992131277420493,8.64250005346664e-05,0.759428242371558,1.0,0.04233870967741935,1.336486598520423,,,,,-0.07504119001297602,8020.216113444102,0.08692696795272782,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,1464,496
closeness,Piecewise Linear Fit,0.9999999999998603,0.2380019582731571,-0.07827382828877485,1.0,0.9979838709677419,1.2132601183770673,,,,,,,,0.47600391772770817,0.04029172806658937,0.11292283410628956,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,1464,496
clustering,Constant Fit,,0,0,1.0,0.0,,0.44002510706139736,,,,,,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,1464,496
degree,Piecewise Linear Fit,0.9999997099869061,0.04071524545787431,-0.0343602450055635,1.0,0.3568075117370892,1.0011801216956864,,,,,,,,0.08143049091741526,4.885994814981842,5.590735478110332,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,1257,426
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0023474178403755865,,,,,,,,,,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,1257,426
betweenness,Piecewise Linear Fit,0.9999986372361378,0.00022476930424103857,0.8003476094426398,1.0,0.04460093896713615,1.4615309466170283,,,,,,,,0.00044953860848186616,-213.03439611349566,0.1077120879988149,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,1257,426
closeness,Michaelis-Menten Fit,0.9999878973249986,0.22978801695118894,-0.056510903579282123,1.0,1.0,1.06652122275236,,212804.1227174877,6607397.59557445,0.12356105064159852,,,,,,,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,1257,426
clustering,Piecewise Linear Fit,0.9999999863557079,0.04079778925684421,0.04486216252101724,1.0,0.3591549295774648,1.0013484840883746,,,,,,,,0.08159557849716503,-0.4938160205314935,0.4692244171530275,glioma_mibitof:CHOP_941_R4C2_whole_cell.tiff,1257,426
degree,Constant Fit,,0,0,1.0,0.0,,5.941011235955056,,,,,,,,,,glioma_mibitof:CHOP_941_R5C5_whole_cell.tiff,2115,712
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0014044943820224714,,,,,,,,,,glioma_mibitof:CHOP_941_R5C5_whole_cell.tiff,2115,712
betweenness,Michaelis-Menten Fit,0.9999885800069179,8.06034784958686e-05,0.8253549522133736,1.0,0.037921348314606744,1.4388968818725765,,-0.0883194789043415,8.063034295672424e-05,0.09764740386730134,,,,,,,glioma_mibitof:CHOP_941_R5C5_whole_cell.tiff,2115,712
closeness,Exponential Saturation Fit,0.999997737286537,0.004218245102816371,0.060973304974924515,1.0,0.13202247191011235,1.1050313710124633,,,,,-0.013732957653129232,164.32122149064045,0.1194809881817622,,,,glioma_mibitof:CHOP_941_R5C5_whole_cell.tiff,2115,712
clustering,Piecewise Linear Fit,0.9999999026466432,0.03966699254414186,0.043866912510742845,1.0,0.31741573033707865,1.002636548270745,,,,,,,,0.07933398507230835,-0.4966029027728772,0.4687557323352244,glioma_mibitof:CHOP_941_R5C5_whole_cell.tiff,2115,712
degree,Piecewise Linear Fit,0.9999999945188929,0.051622419205397674,-0.028463307095710173,1.0,0.40663176265270506,1.0006014227416657,,,,,,,,0.10324483841400924,3.2122842279136394,5.6601268942249945,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1694,573
pagerank,Constant Fit,,0,0,1.0,0.0,,0.001745200698080279,,,,,,,,,,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1694,573
betweenness,Exponential Saturation Fit,0.997069783313139,1.279708203192441e-06,0.704336256805404,1.0,0.038394415357766144,1.1954915422254377,,,,,-0.057180595350886244,541644.7128959722,0.06918212773385983,,,,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1694,573
closeness,Michaelis-Menten Fit,0.9991484573224297,0.23965964282218183,-0.051141577729155556,1.0,1.0,1.1148581389171606,,209706.51085118693,8760759.79366066,0.10643692817366271,,,,,,,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1694,573
clustering,Piecewise Linear Fit,0.9999999599901925,0.051622416072485806,0.05175030944143932,1.0,0.4048865619546248,1.0051060701987322,,,,,,,,0.10324483212204238,-0.45027952070150573,0.4724112369165109,glioma_mibitof:CHOP_941_R7C3_whole_cell.tiff,1694,573
degree,Piecewise Linear Fit,0.9999998630641018,0.038530407393742964,-0.03394892111348412,1.0,0.298787210584344,1.002384849593152,,,,,,,,0.07706081478899328,5.112331597382524,5.605272480475661,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,2690,907
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0011025358324145535,,,,,,,,,,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,2690,907
betweenness,Exponential Saturation Fit,0.9999996622047214,0.0002785115648259914,0.7875107214540563,1.0,0.04299889746416759,1.257355803416429,,,,,-0.06506611919435004,2488.7554760245175,0.07384431882388191,,,,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,2690,907
closeness,Piecewise Linear Fit,0.9999999999999105,0.2441176457052496,-0.047131085614317704,1.0,0.9988974641675854,1.1288345725925375,,,,,,,,0.48823529411764705,0.018035045747921533,0.08901068415094077,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,2690,907
clustering,Piecewise Linear Fit,0.9999999220359912,0.03676470521653226,0.035187087786938784,1.0,0.28996692392502754,1.0010966828968868,,,,,,,,0.07352941041578612,-0.4255543560587906,0.4602795185016195,glioma_mibitof:CHOP_941_R5C2_whole_cell.tiff,2690,907
degree,Piecewise Linear Fit,0.9999998613504931,0.03467633402558678,-0.033325255696666424,1.0,0.31950207468879666,1.0023673699974232,,,,,,,,0.06935266805241587,5.582396015592577,5.6151414596680995,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,2142,723
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0013831258644536658,,,,,,,,,,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,2142,723
betweenness,Exponential Saturation Fit,0.9999991482070816,4.932329433604457e-05,0.8037455451423063,1.0,0.034578146611341634,1.33667489628001,,,,,-0.07721712848598969,14053.140431628779,0.08664436915183794,,,,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,2142,723
closeness,Piecewise Linear Fit,0.9999999999998646,0.23980913235191947,-0.06258086441782149,1.0,0.9986168741355463,1.1349476244862438,,,,,,,,0.4796182664340414,0.027720345576377998,0.09957644470889533,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,2142,723
clustering,Piecewise Linear Fit,0.9999997828418671,0.034676333897819316,0.049826378734046765,1.0,0.31950207468879666,1.004571478471996,,,,,,,,0.06935266778489844,-0.6457375326742774,0.4717885125252111,glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,2142,723
degree,Piecewise Linear Fit,0.999999864543724,0.028431372485555724,-0.03147436134457008,1.0,0.29552549427679503,1.0027180198301866,,,,,,,,0.05686274497199368,6.4438541340498645,5.637644953103854,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,2853,961
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0010405827263267429,,,,,,,,,,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,2853,961
betweenness,Exponential Saturation Fit,0.9973844194812757,0.0001696586709493821,0.7860344274193318,1.0,0.03433922996878252,1.1778705850880375,,,,,-0.061786286544689484,4085.5393850469864,0.07019567526762874,,,,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,2853,961
closeness,Piecewise Linear Fit,0.9999999999999056,0.22230255413048924,-0.08006010922609756,1.0,0.9989594172736732,1.1080864425655599,,,,,,,,0.4446051095509688,0.034465762821321584,0.08803910555331469,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,2853,961
clustering,Piecewise Linear Fit,0.9999995762721663,0.022901250994997183,0.04877352684893766,1.0,0.24869927159209157,1.005457079978329,,,,,,,,0.04580250198515627,-0.9467123782001122,0.4662027355422516,glioma_mibitof:CHOP_941_R1C5_whole_cell.tiff,2853,961
degree,Piecewise Linear Fit,0.9999996881571535,0.03428011799292844,-0.03362609114368601,1.0,0.32185273159144895,1.0026760178578011,,,,,,,,0.06856023598705843,5.705851119803978,5.621232568696592,glioma_mibitof:CHOP_941_R7C5_whole_cell.tiff,2498,842
pagerank,Constant Fit,,0,0,1.0,0.0,,0.001187648456057007,,,,,,,,,,glioma_mibitof:CHOP_941_R7C5_whole_cell.tiff,2498,842
betweenness,Exponential Saturation Fit,0.9999999095643103,9.26311156505811e-05,0.8357602648276807,1.0,0.03681710213776722,1.4205225254447746,,,,,-0.08521854360214502,7482.876319314314,0.09359192023802565,,,,glioma_mibitof:CHOP_941_R7C5_whole_cell.tiff,2498,842
closeness,Piecewise Linear Fit,0.9999999999999147,0.2380019577745971,-0.0528496195992146,1.0,0.998812351543943,1.1000418994084067,,,,,,,,0.47600391770908046,0.022038373212218333,0.09400200935160145,glioma_mibitof:CHOP_941_R7C5_whole_cell.tiff,2498,842
clustering,Piecewise Linear Fit,0.9999991522605098,0.034350799536106834,0.054761473478538214,1.0,0.32185273159144895,1.0069775603280928,,,,,,,,0.0687015990626527,-0.7185718171982356,0.4754295404390063,glioma_mibitof:CHOP_941_R7C5_whole_cell.tiff,2498,842
degree,Piecewise Linear Fit,0.9999998550593802,0.04652301664890765,-0.026734021475925872,1.0,0.40923076923076923,1.000475254259796,,,,,,,,0.09304603330058463,3.3603084466011306,5.691336460590911,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1926,650
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0015384615384615385,,,,,,,,,,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1926,650
betweenness,Exponential Saturation Fit,0.999999390586439,0.0005063339239340112,0.7815434414652774,1.0,0.047692307692307694,1.317807002625924,,,,,-0.07205412138248977,1368.9526796117386,0.08212438393743879,,,,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1926,650
closeness,Piecewise Linear Fit,0.999999877472125,0.0034819637841270934,0.03818979171345681,1.0,0.07846153846153846,1.0412751052227756,,,,,,,,0.006963927567688935,-1.2320217741286779,0.11661974766554542,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1926,650
clustering,Constant Fit,,0,0,1.0,0.0,,0.43524542124542126,,,,,,,,,,glioma_mibitof:CHOP_941_R5C1_whole_cell.tiff,1926,650
degree,Constant Fit,,0,0,1.0,0.0,,5.971232020012508,,,,,,,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,4774,1599
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0006253908692933083,,,,,,,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,4774,1599
betweenness,Piecewise Linear Fit,0.9999996601373886,0.0005949066232617879,0.8659072200833929,1.0,0.016885553470919325,1.1973395473883583,,,,,,,,0.0011898132465215938,-60.03624831903966,0.07696283081211469,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,4774,1599
closeness,Exponential Saturation Fit,0.9999904397490512,0.01152564465831178,0.0728026801672518,1.0,0.17385866166353972,1.1284036309983845,,,,,-0.013544339637169845,60.13955908680976,0.09979305585436943,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,4774,1599
clustering,Exponential Saturation Fit,0.999999998977761,0.04329743656922116,0.03428080947650931,1.0,0.5059412132582864,1.0006665531605166,,,,,-0.031019259678892727,15.994147763517711,0.4676382376083077,,,,glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,4774,1599
degree,Piecewise Linear Fit,0.9999999151240196,0.030970924320644775,-0.023327160692905195,1.0,0.2485981308411215,1.0005743495393904,,,,,,,,0.0619418486426915,4.4176962854541255,5.728451643127265,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,3188,1070
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0009345794392523365,,,,,,,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,3188,1070
betweenness,Michaelis-Menten Fit,0.9999970099899472,3.5137865973062246e-05,0.8839925319163504,1.0,0.026168224299065422,1.723038375361928,,-0.11261470755219699,3.514294200609779e-05,0.11999532599785674,,,,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,3188,1070
closeness,Michaelis-Menten Fit,0.9999454940953535,0.006942891191657053,0.07424079593185558,1.0,0.45794392523364486,1.3183633453510648,,-0.014205127523673838,0.007146863841384478,0.1012840531090938,,,,,,,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,3188,1070
clustering,Piecewise Linear Fit,0.999999601429055,0.02842135969590107,0.045890204699878,1.0,0.23644859813084113,1.0042528377456827,,,,,,,,0.05684271938386542,-0.7162087238281315,0.4639279716450238,glioma_mibitof:CHOP_941_R9C3_whole_cell.tiff,3188,1070
degree,Piecewise Linear Fit,0.9999963794567347,0.024804500058847403,-0.08155290297779734,1.0,0.34,1.030763099565742,,,,,,,,0.049609000117965756,18.30691141011681,5.113994763107065,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,578,200
pagerank,Piecewise Linear Fit,0.9999966039959501,0.024804499811662304,-0.04894826327241808,1.0,0.34,1.0104792157328049,,,,,,,,0.049609000137596004,0.009646462357875455,0.004649062699352487,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,578,200
betweenness,Piecewise Linear Fit,0.9999999999999529,0.21464040231491902,-0.42726334702313096,1.0,0.995,1.0171653926660567,,,,,,,,0.4292808053545235,0.05923684306376136,0.01704365433004503,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,578,200
closeness,Piecewise Linear Fit,0.9999999999998664,0.2146404024852382,-0.13351635988310792,1.0,0.995,1.5537774842563,,,,,,,,0.4292808053545208,0.1117790181127723,0.15570323953019755,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,578,200
clustering,Piecewise Linear Fit,0.9999963927901624,0.027488829128159375,0.09686781530715785,1.0,0.355,1.0298790946695369,,,,,,,,0.05497765825299543,-1.654294573520637,0.514924878481831,glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,578,200
degree,Constant Fit,,0,0,1.0,0.0,,5.983809118023008,,,,,,,,,,glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,7022,2347
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00042607584149978694,,,,,,,,,,glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,7022,2347
betweenness,Michaelis-Menten Fit,0.9999973039613232,2.0743799660756677e-05,0.9417311647760638,1.0,0.009373668512995313,1.8320275424013246,,-0.14948368166231626,2.0745571237757626e-05,0.15410169060539455,,,,,,,glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,7022,2347
closeness,Exponential Saturation Fit,0.999584722203189,0.05594985057705616,0.11546896555687863,1.0,0.726033233915637,2.0342795808743213,,,,,-0.016788327051532808,12.344348402846068,0.08088886076410975,,,,glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,7022,2347
clustering,Piecewise Linear Fit,0.9999999794573146,0.01949328311967124,0.035237880553583484,1.0,0.17426501917341286,1.0016622830616435,,,,,,,,0.03898656623445284,-0.7973288547116641,0.45661781067882073,glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,7022,2347
degree,Piecewise Linear Fit,0.9999999371204409,0.031372547153784035,-0.020714910637980505,1.0,0.28465346534653463,1.0005037012197726,,,,,,,,0.06274509430918306,3.884668414270492,5.761423676051774,glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,3613,1212
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0008250825082508251,,,,,,,,,,glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,3613,1212
betweenness,Michaelis-Menten Fit,0.9999860565028846,7.140785419922828e-05,0.8819221367634225,1.0,0.028052805280528052,1.4377230997539874,,-0.09855193208120312,7.142948664845216e-05,0.10513341595405928,,,,,,,glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,3613,1212
closeness,Exponential Saturation Fit,0.999997519336742,0.009875973500599796,0.05589029332742938,1.0,0.22277227722772278,1.109268985566972,,,,,-0.010328817033294304,70.18520150945085,0.0975670102277759,,,,glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,3613,1212
clustering,Piecewise Linear Fit,0.9999993700503118,0.024999999760518383,0.04582078150265523,1.0,0.24587458745874588,1.0051734710826095,,,,,,,,0.04999999951484505,-0.8075244948082503,0.4607766728661114,glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,3613,1212
degree,Constant Fit,,0,0,1.0,0.0,,5.94222833562586,,,,,,,,,,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2160,727
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0013755158184319118,,,,,,,,,,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2160,727
betweenness,Michaelis-Menten Fit,0.9999999983350739,2.177710667212889e-06,0.8487631481810671,1.0,0.026134800550206328,1.4978284825625567,,-0.10109588711785183,2.177730158832481e-06,0.11010227896620654,,,,,,,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2160,727
closeness,Michaelis-Menten Fit,0.9999648704623118,0.0015367451972561831,0.06869010401966633,1.0,0.1623108665749656,1.1096421788371063,,-0.0157234890854375,0.0015465152037178128,0.12192652429233959,,,,,,,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2160,727
clustering,Constant Fit,,0,0,1.0,0.0,,0.4347448745660576,,,,,,,,,,glioma_mibitof:CHOP_941_R2C6_whole_cell.tiff,2160,727
degree,Constant Fit,,0,0,1.0,0.0,,5.968215158924205,,,,,,,,,,glioma_mibitof:Stanford_TA550_R7C1_whole_cell.tiff,4882,1636
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0006112469437652812,,,,,,,,,,glioma_mibitof:Stanford_TA550_R7C1_whole_cell.tiff,4882,1636
betweenness,Michaelis-Menten Fit,0.9999902275506238,3.494352379742067e-05,0.9032738177779528,1.0,0.022004889975550123,1.549607534113931,,-0.10704221822130033,3.494844410359908e-05,0.11276553392064949,,,,,,,glioma_mibitof:Stanford_TA550_R7C1_whole_cell.tiff,4882,1636
closeness,Exponential Saturation Fit,0.9999773273697512,0.023372015256971922,0.06711245615729099,1.0,0.4077017114914425,1.3171626239566012,,,,,-0.010729414234550212,29.65712533417235,0.08530075934612448,,,,glioma_mibitof:Stanford_TA550_R7C1_whole_cell.tiff,4882,1636
clustering,Piecewise Linear Fit,0.9999999915200487,0.051399641116226455,0.022615378773080293,1.0,0.41503667481662593,1.0001659541117491,,,,,,,,0.10279928217937527,-0.19367698053795987,0.4501389005797258,glioma_mibitof:Stanford_TA550_R7C1_whole_cell.tiff,4882,1636
degree,Constant Fit,,0,0,1.0,0.0,,5.954022988505747,,,,,,,,,,glioma_mibitof:Stanford_TA550_R5C3_whole_cell.tiff,2331,783
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0012771392081736914,,,,,,,,,,glioma_mibitof:Stanford_TA550_R5C3_whole_cell.tiff,2331,783
betweenness,Michaelis-Menten Fit,0.9999942737465933,3.599681272013194e-05,0.8402315472770128,1.0,0.024265644955300127,1.279173343614108,,-0.09492339195392335,3.6002726868052196e-05,0.10393960580902722,,,,,,,glioma_mibitof:Stanford_TA550_R5C3_whole_cell.tiff,2331,783
closeness,Exponential Saturation Fit,0.999997299643704,0.0145766503568505,0.0779246226350309,1.0,0.21455938697318008,1.1042988765479318,,,,,-0.01752890773029571,47.551883896927315,0.12123793857992327,,,,glioma_mibitof:Stanford_TA550_R5C3_whole_cell.tiff,2331,783
clustering,Constant Fit,,0,0,1.0,0.0,,0.4244641551154961,,,,,,,,,,glioma_mibitof:Stanford_TA550_R5C3_whole_cell.tiff,2331,783
degree,Constant Fit,,0,0,1.0,0.0,,5.977635782747604,,,,,,,,,,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,5613,1878
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0005324813631522895,,,,,,,,,,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,5613,1878
betweenness,Piecewise Linear Fit,0.9999534983311701,0.00035914491250874287,0.9227412785594421,1.0,0.013312034078807242,1.7405550551652225,,,,,,,,0.0007182898250170761,-175.3713898082312,0.1312409493895343,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,5613,1878
closeness,Exponential Saturation Fit,0.9999539080151268,0.04572491222882422,0.10454460765810494,1.0,0.6443024494142705,1.8262212979178012,,,,,-0.01652069004770929,15.147212292301122,0.08722564569647076,,,,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,5613,1878
clustering,Piecewise Linear Fit,0.9999999245981529,0.028637793483362782,0.03489976939361122,1.0,0.22949946751863684,1.001494449663368,,,,,,,,0.05727558695613355,-0.5407441381833831,0.4592055263075918,glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,5613,1878
degree,Piecewise Linear Fit,0.9999995742594735,0.02843137236678274,-0.04370309357225764,1.0,0.25688976377952755,1.007938200116669,,,,,,,,0.05686274473420833,8.84578567960877,5.503193797719947,glioma_mibitof:CHOP_941_R6C6_whole_cell.tiff,3009,1016
pagerank,Piecewise Linear Fit,0.9999998144851086,0.02107843312362062,-0.019013233610418706,1.0,0.20866141732283464,1.0003754991012102,,,,,,,,0.04215687106050558,0.0008758477405895332,0.0009525200573402458,glioma_mibitof:CHOP_941_R6C6_whole_cell.tiff,3009,1016
betweenness,Piecewise Linear Fit,0.9936293659241695,0.000139630412997402,0.7765796113210603,1.0,0.03740157480314961,1.2946327013269168,,,,,,,,0.00027926082599467867,-222.75114235468948,0.07115389059792675,glioma_mibitof:CHOP_941_R6C6_whole_cell.tiff,3009,1016
closeness,Piecewise Linear Fit,0.9999999999998763,0.24754901869825896,-0.08059581457495071,1.0,0.9990157480314961,1.3875497180075862,,,,,,,,0.4950980392155624,0.027217477570355857,0.0768604763202187,glioma_mibitof:CHOP_941_R6C6_whole_cell.tiff,3009,1016
clustering,Piecewise Linear Fit,0.9999995127476781,0.029901957871421445,0.05708785824718518,1.0,0.26673228346456695,1.0097790008751821,,,,,,,,0.059803915735808344,-0.8501403775742276,0.4707145289115903,glioma_mibitof:CHOP_941_R6C6_whole_cell.tiff,3009,1016
degree,Constant Fit,,0,0,1.0,0.0,,5.9633699633699635,,,,,,,,,,glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,3256,1092
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0009157509157509158,,,,,,,,,,glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,3256,1092
