,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
pagerank,Piecewise Linear Fit,0.9999980104394615,0.0073380720689879865,-0.1284198924938743,1.0,0.07579838399384378,1.0202032108561578,0.014676144381253416,0.00603267807353835,0.0003004464421938078,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,9089,2599,,,
betweenness,Piecewise Linear Fit,0.9999999990783971,0.16561940816948495,-0.9197709998540109,1.0,0.8780300115429012,1.136070069050282,0.33123881699864544,0.050212389411102815,0.0007253936594079093,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,9089,2599,,,
closeness,Piecewise Linear Fit,0.9999999593737056,0.027739673381370115,0.23526647785493215,0.9996152366294728,0.2086220169361047,1.0050688179729599,0.05547934675143574,-0.49077313163922215,0.07147970085567452,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,9089,2599,,,
clustering,Piecewise Linear Fit,0.9999993995367037,0.011215835218026953,0.11807421247904155,1.0,0.09580607926125433,1.015023823804559,0.022431670435701455,-6.365007968998491,0.6759991424753226,,,,,glioma_mibitof:UCSF_TA4_R2C3_whole_cell.tiff,9089,2599,,,
degree,Michaelis-Menten Fit,0.9999999992645792,0.20818147623913796,-0.26852956855205573,1.0,1.0,1.0519631009039112,,,,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,4626,1794,10.582607707055674,1.2995537136270292,3.980286843026776
pagerank,Exponential Saturation Fit,0.9999942654116388,0.0038143983407740215,-0.1171006381147229,1.0,0.08639910813823858,1.0077307620614098,,,,,0.00011795219011734949,181.7183919546375,0.000444659838554806,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,4626,1794,,,
betweenness,Piecewise Linear Fit,0.9999999999415298,0.24322644513580904,-1.0228879050278123,1.0,0.9977703455964325,1.0599766660600012,0.48645289153223253,0.038588552041920694,-0.00021001358045187745,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,4626,1794,,,
closeness,Michaelis-Menten Fit,0.9999962041183968,0.03696129152330604,0.7373268262872889,0.9894091415830546,1.0,1.0759666529871221,,,,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,4626,1794,-0.2749215725290187,0.04343798582411505,0.29780041774643745
clustering,Piecewise Linear Fit,0.9999998574323826,0.019693716397736465,0.04931206100301339,1.0,0.1677814938684504,1.0004000458622422,0.03938743279281423,-1.4814000522632549,0.6207997674188256,,,,,glioma_mibitof:UCSF_TA4_R1C2_whole_cell.tiff,4626,1794,,,
degree,Michaelis-Menten Fit,0.9999992539893174,0.004045289236449059,-0.2150508342545232,1.0,0.3047309833024119,1.0124999786997138,,,,,,,,glioma_mibitof:UCSF_TA4_R7C3_whole_cell.tiff,6173,2156,2.104366366271264,0.004113871591135787,3.8082533930765092
pagerank,Exponential Saturation Fit,0.9999999783223299,0.0016661947626972454,-0.10603011835389392,1.0,0.06168831168831169,1.0064298784696564,,,,,8.948542693302443e-05,416.00542660412304,0.0003772384071776217,glioma_mibitof:UCSF_TA4_R7C3_whole_cell.tiff,6173,2156,,,
betweenness,Piecewise Linear Fit,0.999998741626349,0.10210577766381695,-0.8696290098530091,1.0,0.6530612244897959,1.043964021048208,0.20421155554373566,0.09449786233784749,0.0014465026452282171,,,,,glioma_mibitof:UCSF_TA4_R7C3_whole_cell.tiff,6173,2156,,,
closeness,Piecewise Linear Fit,0.9999998768100464,0.013471652195495136,0.3208930736626511,0.99860853432282,0.13655364607524384,1.0045620548641636,0.026943304389036766,-1.3792257860272685,0.07648275959768104,,,,,glioma_mibitof:UCSF_TA4_R7C3_whole_cell.tiff,6173,2156,,,
clustering,Piecewise Linear Fit,0.9999997730597255,0.007835455430756937,0.11956167146707378,1.0,0.0950834879406308,1.0106030774602677,0.015670910861351597,-9.657906388927113,0.708603478950613,,,,,glioma_mibitof:UCSF_TA4_R7C3_whole_cell.tiff,6173,2156,,,
degree,Piecewise Linear Fit,0.9999999800279797,0.19855863428141263,0.24048371149148898,1.0,0.9823008849557522,1.0025564895992374,0.3971172685525211,-3.8539605612095262,3.947311893313578,,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,980,565,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0017699115044247787,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,980,565,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,0.00027736291990480025,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,980,565,,,
closeness,Michaelis-Menten Fit,0.9999936255528901,0.21362146388588213,-0.2559434533882626,0.8283185840707965,1.0,1.0161606211371788,,,,,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,980,565,235621.8375778022,322162.66790902923,0.4541996979436337
clustering,Piecewise Linear Fit,0.999999887514779,0.06366702294556338,0.1789230982829112,1.0,0.5805309734513274,1.0085229571922472,0.1273340458813441,-1.3016263691195018,0.5460343293901502,,,,,glioma_mibitof:UCSF_TA3_R6C2_whole_cell.tiff,980,565,,,
degree,Piecewise Linear Fit,0.9999999974730394,0.13582965768490896,-0.08474098625326335,1.0,0.7860180754917597,1.015646066531441,0.27165931537413324,6.2947233932356195,9.234678013456705,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,19134,3762,,,
pagerank,Exponential Saturation Fit,0.9999770598002462,0.0029557269059921915,-0.11681267476255118,1.0,0.08771929824561403,1.0165078317355778,,,,,5.609959500635518e-05,234.5092831869632,0.0002120764706399118,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,19134,3762,,,
betweenness,Michaelis-Menten Fit,0.999999795389993,0.1943801956151366,-0.9107101556888576,1.0,1.0,1.1191835331985558,,,,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,19134,3762,0.03582383737916649,0.8947571579561135,0.000626849551178963
closeness,Piecewise Linear Fit,0.9999999045838923,0.19987980540693429,-0.24357128816779997,1.0,0.9545454545454546,2.9820788094975303,0.3997596115146992,0.05704083563112713,0.03540761785267594,,,,,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,19134,3762,,,
clustering,Exponential Saturation Fit,0.9999987901531,0.005957050740490937,0.13481628316123734,1.0,0.13450292397660818,1.0455415994384405,,,,,-0.17534306583933018,116.35744117786918,0.7379752711414871,glioma_mibitof:UCSF_TA4_R4C2_whole_cell.tiff,19134,3762,,,
degree,Piecewise Linear Fit,0.9999996433658452,0.17159733966867274,-0.2429869671515608,1.0,0.8981670061099797,1.028518706127292,0.34319467934273606,6.366527493342,3.4035610537695553,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,2236,982,,,
pagerank,Michaelis-Menten Fit,0.9999973538139451,0.0036515904789178387,-0.16511312445550122,1.0,0.2219959266802444,1.0105094479719514,,,,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,2236,982,0.00029637029756695893,0.0037063014811908952,0.0007437200525497283
betweenness,Piecewise Linear Fit,0.9999968931586555,0.1405789903635493,-1.3236665382376755,1.0,0.745417515274949,1.0370665961665158,0.28115798562948713,0.0057351223087962235,-0.00019714348725673381,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,2236,982,,,
closeness,Piecewise Linear Fit,0.9999933378588656,0.15919589929303052,0.5151841146609071,0.9419551934826884,0.8313513513513513,1.0884436648163414,0.31839179856091754,-1.2662967849326185,0.5928848130228992,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,2236,982,,,
clustering,Piecewise Linear Fit,0.9999999999999857,0.24738185180588596,-0.1039899400214016,1.0,0.9989816700610998,1.001667227373463,0.4947637038151768,0.24324130534983315,0.5184736861030478,,,,,glioma_mibitof:UCSF_TA3_R7C2_whole_cell.tiff,2236,982,,,
degree,Michaelis-Menten Fit,0.9999996406427256,0.002972645046968885,-0.10534492297746333,1.0,0.25827455236028213,1.0015442070464253,,,,,,,,glioma_mibitof:UCSF_TA4_R7C5_whole_cell.tiff,4584,1843,0.9671125879425453,0.003008829539012385,4.081820005829514
pagerank,Exponential Saturation Fit,0.9999978687524123,0.0035165284621974315,-0.08047797044866886,1.0,0.09332609875203472,1.0042102096032899,,,,,8.142859462718787e-05,197.11086087989315,0.0004651917669510878,glioma_mibitof:UCSF_TA4_R7C5_whole_cell.tiff,4584,1843,,,
betweenness,Piecewise Linear Fit,0.9999998044025722,0.1285965633427974,-0.5507827211900687,1.0,0.7715680954964731,1.0103396603004096,0.25719312856106274,0.013713544083119833,0.0014383189516195786,,,,,glioma_mibitof:UCSF_TA4_R7C5_whole_cell.tiff,4584,1843,,,
closeness,Exponential Saturation Fit,0.9999996540282224,0.029366461777856304,0.503250925382071,0.9945740640260445,0.46317512274959083,1.0371026455799148,,,,,-0.12830781104411915,23.603068961994968,0.19163122717107123,glioma_mibitof:UCSF_TA4_R7C5_whole_cell.tiff,4584,1843,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5844222787521756,,,,glioma_mibitof:UCSF_TA4_R7C5_whole_cell.tiff,4584,1843,,,
degree,Michaelis-Menten Fit,0.9999938439031216,0.24472478724155947,0.14912915294285803,1.0,1.0,1.0118014480466293,,,,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,8771,2516,-738382.5258606649,183523.16931785655,7.5870715879446085
pagerank,Piecewise Linear Fit,0.9999965802519603,0.005617724464688544,-0.16479141130882374,1.0,0.07233704292527822,1.0311655794145054,0.011235449040134007,0.01014424168834562,0.00028882868950819986,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,8771,2516,,,
betweenness,Michaelis-Menten Fit,0.9999998055575146,0.16020916021732984,-1.014299715165627,1.0,1.0,1.0686657497289733,,,,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,8771,2516,0.04878156227415757,0.4639030110232794,-0.0001765393828102177
closeness,Michaelis-Menten Fit,0.9999999966374842,0.24472216341437997,-0.3151343358401468,0.9988076311605724,1.0,1.0030090006645325,,,,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,8771,2516,1369.1471440520704,20300.453440231246,0.03586923563119288
clustering,Michaelis-Menten Fit,0.9999967992234507,0.002974760798454579,0.15738930208823215,1.0,0.25635930047694755,1.0137924477046263,,,,,,,,glioma_mibitof:UCSF_TA3_R6C5_whole_cell.tiff,8771,2516,-0.19884809604557888,0.003011365506450058,0.7266610208449515
degree,Constant Fit,,0,0,1.0,0.0,,,,,7.31489888567891,,,,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,8862,2423,,,
pagerank,Exponential Saturation Fit,0.999997592262639,0.002262399116883883,-0.08004354946698734,1.0,0.0730499380932728,1.0048399376804007,,,,,6.15187438067157e-05,306.37633734483427,0.00035352353541407154,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,8862,2423,,,
betweenness,Piecewise Linear Fit,0.9999998155022611,0.16410146426241673,-0.8452787573000681,1.0,0.8807263722657862,1.07915039963985,0.3282029294342537,0.036089248212967724,0.0010840274077507741,,,,,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,8862,2423,,,
closeness,Piecewise Linear Fit,0.9999999971620361,0.14692463771319597,0.41412764532862684,0.9958728848534875,0.8300870285951099,1.0134119613209167,0.2938492753213993,-0.2798760870869434,0.14041542253059083,,,,,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,8862,2423,,,
clustering,Piecewise Linear Fit,0.9999997906674283,0.01737639879148421,0.06581845317718024,1.0,0.17044985555096986,1.0043186243020141,0.03475279758149154,-2.353028020528642,0.6620982463940573,,,,,glioma_mibitof:UCSF_TA4_R6C5_whole_cell.tiff,8862,2423,,,
degree,Piecewise Linear Fit,0.9999989598621167,0.007610434127581901,-0.20966010520792966,1.0,0.0938093429548044,1.0208780823020154,0.015220868255173214,161.62423392406959,4.636753581322405,,,,,glioma_mibitof:UCSF_TA4_R6C2_whole_cell.tiff,9139,2633,,,
pagerank,Piecewise Linear Fit,0.9999981446468726,0.005399198000637672,-0.10379133617990506,1.0,0.07709836688188378,1.0160379591846573,0.010798396162883379,0.006681843797619792,0.00031151111335228485,,,,,glioma_mibitof:UCSF_TA4_R6C2_whole_cell.tiff,9139,2633,,,
betweenness,Piecewise Linear Fit,0.9999968358521683,0.14840996862083747,-0.905838652237034,1.0,0.8317508545385491,1.1138932351861204,0.29681993778504373,0.05462587334092141,0.0008427199196917765,,,,,glioma_mibitof:UCSF_TA4_R6C2_whole_cell.tiff,9139,2633,,,
closeness,Piecewise Linear Fit,0.999999999978331,0.21671566427056832,-0.20659327555328058,0.9996202050892518,0.979483282674772,1.0168362438025025,0.4334313295767876,0.04185110420419225,0.03483188038124126,,,,,glioma_mibitof:UCSF_TA4_R6C2_whole_cell.tiff,9139,2633,,,
clustering,Piecewise Linear Fit,0.9999998669288814,0.016496198319788453,0.07389749079176373,1.0,0.15533611849601214,1.0071629321509277,0.0329923966383322,-2.6505224496151842,0.6354018744071994,,,,,glioma_mibitof:UCSF_TA4_R6C2_whole_cell.tiff,9139,2633,,,
degree,Piecewise Linear Fit,0.9999826091812227,0.0098492483283571,-0.24977210022251595,1.0,0.0973515414856197,1.117173068733461,0.019698496656717673,568.5124092295283,16.81869602323426,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,132421,9666,,,
pagerank,Piecewise Linear Fit,0.999872179632027,0.0073537862133190865,-0.15782561987553512,1.0,0.07686737016345956,1.1560284971894197,0.014707573184279349,0.0019412319201145948,7.617503862448125e-05,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,132421,9666,,,
betweenness,Piecewise Linear Fit,0.999999903686709,0.1678169829100247,-0.9750470112072946,1.0,0.887957790192427,1.126179551819314,0.33563396845979454,0.01271463528353208,5.460550624918337e-05,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,132421,9666,,,
closeness,Piecewise Linear Fit,0.9999986313766366,0.19315010283332215,-0.2497140233224472,1.0,0.9438237119801366,2.3903168884836417,0.38630020624072886,0.06728979373651708,0.03905062941506724,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,132421,9666,,,
clustering,Piecewise Linear Fit,0.99989082950501,0.011350261191238623,0.13400459640047743,1.0,0.10790399337885372,1.3356376518624575,0.02270052238217928,-7.618960999757323,0.7318072805591971,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,132421,9666,,,
degree,Michaelis-Menten Fit,0.9999086577550218,0.004667141155023232,-0.33022431117144857,1.0,0.32576549663928306,1.0751820699625483,,,,,,,,glioma_mibitof:Stanford_TA552_R7C5_whole_cell.tiff,63188,6695,9.810347792020803,0.004756596785697722,9.854451952089368
pagerank,Piecewise Linear Fit,0.9999605116014221,0.006875243781115969,-0.1644214049200311,1.0,0.06721433905899925,1.088878470611891,0.013750488005434089,0.003102531771325375,0.00010840095406594278,,,,,glioma_mibitof:Stanford_TA552_R7C5_whole_cell.tiff,63188,6695,,,
betweenness,Michaelis-Menten Fit,0.9999993376888611,0.18269713818319624,-0.9950283550798684,1.0,1.0,1.2215403291942717,,,,,,,,glioma_mibitof:Stanford_TA552_R7C5_whole_cell.tiff,63188,6695,0.015621921542005241,0.6925430080470317,1.6293045984624797e-05
closeness,Piecewise Linear Fit,0.9999948345914685,0.1944401441482122,-0.2469287921492594,0.9998506348020911,0.9514490588586794,3.386131853216042,0.388880288875305,0.06717797471175892,0.03983613105851094,,,,,glioma_mibitof:Stanford_TA552_R7C5_whole_cell.tiff,63188,6695,,,
clustering,Exponential Saturation Fit,0.9999900229296846,0.008747573482061928,0.15776865559294354,1.0,0.15399551904406272,1.201899386237964,,,,,-0.20530685988554925,79.23879490334228,0.7533113793883266,glioma_mibitof:Stanford_TA552_R7C5_whole_cell.tiff,63188,6695,,,
degree,Piecewise Linear Fit,0.9999973882723684,0.050425407303187134,0.24084841000228058,1.0,0.44104134762633995,1.0441897690300388,0.10085081460607256,-33.42915974174399,8.684600000683728,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,6063,1959,,,
pagerank,Piecewise Linear Fit,0.9999980496302882,0.004819331977291085,-0.12232657596640747,1.0,0.09086268504338949,1.0159977779940303,0.009638664036953147,0.011701529137230498,0.00040461459136754404,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,6063,1959,,,
betweenness,Piecewise Linear Fit,0.999999039876206,0.042918200225150006,-0.8731180854650245,1.0,0.3874425727411945,1.0213541493587486,0.08583640048777108,0.22907389050940474,0.0014287091210227732,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,6063,1959,,,
closeness,Piecewise Linear Fit,0.999999589525962,0.014952877349822927,0.23996385930920638,0.9923430321592649,0.1882716049382716,1.0012045970230938,0.029905754697079866,-1.16547147049696,0.09005122121655022,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,6063,1959,,,
clustering,Michaelis-Menten Fit,0.9999997963348024,0.024123870292060794,0.09565103076149802,1.0,1.0,1.0061872732836474,,,,,,,,glioma_mibitof:UCSF_TA5_R1C4_whole_cell.tiff,6063,1959,-0.11619315278713133,0.02676269242088936,0.6309675163917133
degree,Michaelis-Menten Fit,0.9999994204468314,0.017999897033859503,-0.36034602710148955,1.0,0.9278296988577363,1.0473051588209965,,,,,,,,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,8826,1926,5.563483972524442,0.019431933990584908,4.748988892132511
pagerank,Exponential Saturation Fit,0.9999999814890735,0.0020983607445936563,-0.16332265252203051,1.0,0.06178608515057113,1.0152468260251117,,,,,0.00014708876759991294,330.32761525154143,0.0003767567501710551,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,8826,1926,,,
betweenness,Piecewise Linear Fit,0.9999987902442072,0.0456662241223273,-1.2317178998371756,1.0,0.3411214953271028,1.007769700098715,0.09133244896031859,0.012761917578166993,-0.00010963761296694954,,,,,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,8826,1926,,,
closeness,Piecewise Linear Fit,0.9999961781254444,0.023445872690435805,0.3023080993086486,0.9974039460020768,0.1905257678292556,1.0232490693593717,0.04689174537948719,-3.387093811981588,0.34210355449164137,,,,,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,8826,1926,,,
clustering,Piecewise Linear Fit,0.9999999999462775,0.1761861587804398,-0.024801096797440646,1.0,0.9075804776739356,1.0004432268169285,0.352372317945744,0.09155729660949964,0.6342888326884221,,,,,glioma_mibitof:UCSF_TA4_R98C2_whole_cell.tiff,8826,1926,,,
degree,Michaelis-Menten Fit,0.9999964167845279,0.012787935798824278,-0.34946480279046865,1.0,0.7761989342806395,1.0214731131416592,,,,,,,,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,2191,1126,2.239744257438084,0.013534691994735793,2.0255221371553302
pagerank,Exponential Saturation Fit,0.9999997733078116,0.003039120526155209,-0.1692053249018151,1.0,0.07460035523978685,1.01178046277728,,,,,0.0002600416772505871,228.07479665287423,0.0006383996011006701,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,2191,1126,,,
betweenness,Piecewise Linear Fit,0.9999996618886263,0.0342052797876741,-0.9563921466474251,1.0,0.283303730017762,1.009800702719709,0.0684105605229935,0.007219004674302908,1.1258933520394642e-05,,,,,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,2191,1126,,,
closeness,Exponential Saturation Fit,0.9999997137623775,0.016496400667805163,0.2914122701357661,0.9618117229129662,0.29085872576177285,1.014992622125497,,,,,-0.21238576308998622,42.01808573360066,0.47060060193498987,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,2191,1126,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5301143251853732,,,,glioma_mibitof:UCSF_TA5_R2C6_whole_cell.tiff,2191,1126,,,
degree,Piecewise Linear Fit,0.9999999999998672,0.24240939987914104,-0.12081919543908692,1.0,0.9990512333965844,1.0176458738214293,0.4848187997695115,4.3173502228715135,7.615685386364902,,,,,glioma_mibitof:UCSF_TA4_R4C4_whole_cell.tiff,13172,3162,,,
pagerank,Piecewise Linear Fit,0.9999984922869551,0.0038726071367800206,-0.09663019988129973,1.0,0.07210626185958255,1.0160725600249905,0.0077452143802602125,0.007258858240231694,0.00026279940033340773,,,,,glioma_mibitof:UCSF_TA4_R4C4_whole_cell.tiff,13172,3162,,,
betweenness,Exponential Saturation Fit,0.9999998160996929,0.14605293896601035,-0.9751679415995707,1.0,1.0,1.1164554039107855,,,,,0.017337207790948026,3.7499812620621835,0.00018618117245520392,glioma_mibitof:UCSF_TA4_R4C4_whole_cell.tiff,13172,3162,,,
closeness,Piecewise Linear Fit,0.9999994161321616,0.20254631342111917,-0.2564568895168259,1.0,0.9544592030360531,3.0950658486193805,0.40509262755069053,0.05717995628338518,0.033578395907809186,,,,,glioma_mibitof:UCSF_TA4_R4C4_whole_cell.tiff,13172,3162,,,
clustering,Piecewise Linear Fit,0.9999992349171416,0.011630047961768097,0.12936407958060434,1.0,0.12776723592662872,1.0438714192566456,0.023260095923206114,-7.046973325413492,0.7154913718048848,,,,,glioma_mibitof:UCSF_TA4_R4C4_whole_cell.tiff,13172,3162,,,
degree,Michaelis-Menten Fit,0.9999949509975248,0.007553968524097212,-0.2699186207773309,1.0,0.5035230352303524,1.0220334150633323,,,,,,,,glioma_mibitof:UCSF_TA5_R2C3_whole_cell.tiff,4295,1845,2.1078237620375484,0.007791027535291785,2.8066038170765846
