,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
pagerank,Piecewise Linear Fit,0.9999999319265173,0.0964163313194548,0.21504568610490818,1.0,0.7512953367875648,1.009432159397119,0.19283266098295018,-0.011644769209687565,0.006343710476298699,,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,84,193,,,
betweenness,Piecewise Linear Fit,0.9999980324748747,0.050229518256053755,0.8205475835007466,1.0,0.5129533678756477,1.0258875667161924,0.1004590264080269,-0.0009942422309105504,0.00011080241929913071,,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,84,193,,,
closeness,Michaelis-Menten Fit,0.9999997753781905,0.030384795426677942,-0.2975653404059681,0.5233160621761658,1.0,1.0541797616749098,,,,,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,84,193,0.4479233219527447,0.034728250246964854,0.49341866070374113
clustering,Piecewise Linear Fit,0.9999983584763276,0.045934915503203,0.5593314128430273,1.0,0.49222797927461137,1.0124691757248956,0.09186983100097558,-1.691762410568541,0.21664641660507777,,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,84,193,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,2.633093525179856,,,,glioma_mibitof:CHOP_907_R13C4_whole_cell.tiff,1464,1112,,,
pagerank,Piecewise Linear Fit,0.9999993863554468,0.005387482095185178,-0.10929977544673679,1.0,0.10341726618705036,1.0070556632743797,0.010774964254997937,0.01667239506747886,0.0007319747459543592,,,,,glioma_mibitof:CHOP_907_R13C4_whole_cell.tiff,1464,1112,,,
betweenness,Piecewise Linear Fit,0.9999977471093379,0.059313725177477905,-1.1592112991370331,1.0,0.47571942446043164,1.0185643922214211,0.11862745059066687,0.05032748574537263,-0.0004099885890055736,,,,,glioma_mibitof:CHOP_907_R13C4_whole_cell.tiff,1464,1112,,,
closeness,Michaelis-Menten Fit,0.9999974308762078,0.24607686174245497,0.6309063865067162,0.9550359712230215,1.0,1.0151259274565938,,,,,,,,glioma_mibitof:CHOP_907_R13C4_whole_cell.tiff,1464,1112,-13208.375947687342,38578.64874769132,0.21778829183106158
clustering,Piecewise Linear Fit,0.9999999979359399,0.09515750524981062,0.18739323493179388,1.0,0.6411870503597122,1.0057987342258194,0.190315010464484,-0.541633371512384,0.3265796534521741,,,,,glioma_mibitof:CHOP_907_R13C4_whole_cell.tiff,1464,1112,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,2.086021505376344,,,,glioma_mibitof:CHOP_907_R13C7_whole_cell.tiff,970,930,,,
pagerank,Piecewise Linear Fit,0.999999461796637,0.006870014404073192,-0.08460912243772377,1.0,0.11505376344086021,1.0030640311579364,0.013740028919284122,0.01236306339971212,0.0009189102870280812,,,,,glioma_mibitof:CHOP_907_R13C7_whole_cell.tiff,970,930,,,
betweenness,Piecewise Linear Fit,0.9999992688958745,0.028567029689241883,-0.7506344448022978,1.0,0.27204301075268816,1.0081779885321538,0.05713406121830401,0.003105415313097803,2.9470807017180127e-05,,,,,glioma_mibitof:CHOP_907_R13C7_whole_cell.tiff,970,930,,,
closeness,Michaelis-Menten Fit,0.9999988579575356,0.24810357165814673,-0.18649222613607924,0.9225806451612903,1.0,1.0047790674752681,,,,,,,,glioma_mibitof:CHOP_907_R13C7_whole_cell.tiff,970,930,133020.6078436529,464491.93652669934,0.3099377725126077
clustering,Piecewise Linear Fit,0.9999990012512672,0.03459031958961386,0.16240473416164974,1.0,0.3118279569892473,1.0012383547255195,0.06918063917357777,-1.2244459436019828,0.30314672196656506,,,,,glioma_mibitof:CHOP_907_R13C7_whole_cell.tiff,970,930,,,
degree,Piecewise Linear Fit,0.9999999309532266,0.04083598376522336,0.13187293162721314,1.0,0.37074148296593185,1.0021407779883607,0.08167196752812268,-3.5142392341367064,1.2317323805284597,,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,253,499,,,
pagerank,Exponential Saturation Fit,0.999999941935253,0.020863561049936155,0.10793130095729786,1.0,0.4028056112224449,1.0027757785729972,,,,,-0.0004626239433350079,33.22286579127237,0.0023744524372607493,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,253,499,,,
betweenness,Michaelis-Menten Fit,0.9999996536754044,0.001404708448119421,0.5312820207385099,1.0,0.20841683366733466,1.003880355551916,,,,,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,253,499,-1.835782568282254e-05,0.0014129144116146965,2.6378582197269334e-05
closeness,Constant Fit,,0,0,0.655310621242485,0.0,,,,,0.7647984709515592,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,253,499,,,
clustering,Piecewise Linear Fit,0.9999997867896033,0.030225835511982452,0.42132322011524254,1.0,0.3046092184368738,1.006590939499471,0.06045167102075638,-1.884103210749806,0.19211463963934527,,,,,glioma_mibitof:CHOP_907_R12C2_whole_cell.tiff,253,499,,,
degree,Piecewise Linear Fit,0.9999999999936199,0.22702324086320783,0.1812388936739905,1.0,0.9925650557620818,1.0067536338465308,0.45404648169524875,-1.4568170649461014,2.1555677376140085,,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,783,807,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0012391573729863693,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,783,807,,,
betweenness,Piecewise Linear Fit,0.9999999926874621,0.1383165258913088,0.754088735675985,1.0,0.8314745972738538,1.0143582260693482,0.27663299783610384,-0.0005127913423001372,0.0001649846904234936,,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,783,807,,,
closeness,Piecewise Linear Fit,0.999999999999982,0.23861656288403993,-0.16499356697820897,0.8760842627013631,0.9985855728429985,1.0062626406245916,0.4772331259102331,0.3357174742856255,0.40541269375806804,,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,783,807,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.20991325898389096,,,,glioma_mibitof:CHOP_907_R10C11_whole_cell.tiff,783,807,,,
degree,Piecewise Linear Fit,0.9999998994827781,0.16307541172768544,-0.33087099859869773,1.0,0.850485920757538,1.1093238705212645,0.32615082345639324,31.900573536282103,10.5205422847171,,,,,glioma_mibitof:Brainiaqc_R8C2_whole_cell.tiff,32540,4013,,,
pagerank,Exponential Saturation Fit,0.999986253369707,0.0035805843484831004,-0.12373367078025521,1.0,0.06852728631946176,1.0131402206064044,,,,,5.528051653800467e-05,193.5844276096726,0.00019574479050568817,glioma_mibitof:Brainiaqc_R8C2_whole_cell.tiff,32540,4013,,,
betweenness,Piecewise Linear Fit,0.9999996409326382,0.17462554678888942,-1.0473711832925867,1.0,0.8940941938699227,1.0330424434533751,0.34925109500134227,0.024533580643794798,-0.0001937681722448601,,,,,glioma_mibitof:Brainiaqc_R8C2_whole_cell.tiff,32540,4013,,,
closeness,Piecewise Linear Fit,0.999996130132302,0.055257331729892556,0.5011586863791484,0.9987540493396462,0.3153692614770459,1.0492125378436845,0.11051466344905839,-1.0302759482826247,0.17052765206659498,,,,,glioma_mibitof:Brainiaqc_R8C2_whole_cell.tiff,32540,4013,,,
clustering,Michaelis-Menten Fit,0.9999995781650011,0.015937145591346614,0.07354788196725409,1.0,0.8467480687764765,1.010105251827579,,,,,,,,glioma_mibitof:Brainiaqc_R8C2_whole_cell.tiff,32540,4013,-0.10116798613227018,0.01703725357335371,0.7137202232920019
degree,Michaelis-Menten Fit,0.999989709414993,0.002973773578384487,-0.36132864488529914,1.0,0.22029422859298378,1.0226498136393658,,,,,,,,glioma_mibitof:Brainiaqc_R4C1_whole_cell.tiff,10071,2651,4.194271235443101,0.0030096082849890514,3.684620259477875
pagerank,Piecewise Linear Fit,0.9999990940211867,0.005384238800783434,-0.13136794891773737,1.0,0.06827612221803094,1.0192618874072288,0.010768477732596914,0.008218326793407641,0.000292586363944698,,,,,glioma_mibitof:Brainiaqc_R4C1_whole_cell.tiff,10071,2651,,,
betweenness,Michaelis-Menten Fit,0.9999999999971947,0.2444483636004406,-0.9004402642645378,1.0,1.0,1.0756647448237502,,,,,,,,glioma_mibitof:Brainiaqc_R4C1_whole_cell.tiff,10071,2651,0.4650973840745954,11.505085532349044,0.0010698901788715259
closeness,Michaelis-Menten Fit,0.9999999945416083,0.01763603485477783,0.2547060683165703,0.996982270841192,0.9107075293227394,1.0023796723651173,,,,,,,,glioma_mibitof:Brainiaqc_R4C1_whole_cell.tiff,10071,2651,-0.0403225744055564,0.01897599358626556,0.09568153069380304
clustering,Piecewise Linear Fit,0.9999998732603064,0.012550882324050076,0.08703723853853798,1.0,0.11731422104866088,1.0082937668037926,0.025101764647494442,-4.1439580447860935,0.6495744373178322,,,,,glioma_mibitof:Brainiaqc_R4C1_whole_cell.tiff,10071,2651,,,
degree,Michaelis-Menten Fit,0.9999980194621637,0.001224345882085494,-0.237680799487196,1.0,0.14792899408284024,1.0034991815418148,,,,,,,,glioma_mibitof:CHOP_907_R13C8_whole_cell.tiff,871,845,0.8124202945781178,0.0012304260686448194,1.2996203265858435
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0011834319526627223,,,,glioma_mibitof:CHOP_907_R13C8_whole_cell.tiff,871,845,,,
betweenness,Piecewise Linear Fit,0.9999998254269887,0.1081979712856852,-0.475492977387915,1.0,0.6686390532544378,1.003572047625712,0.21639598399535634,0.0005223928548881535,6.234810828345565e-05,,,,,glioma_mibitof:CHOP_907_R13C8_whole_cell.tiff,871,845,,,
closeness,Piecewise Linear Fit,0.9999995263834662,0.054469340255325065,0.17278697688682665,0.8911242603550296,0.40903054448871184,1.01604478071118,0.10893868050343884,-1.5106602578289763,0.5585049769100865,,,,,glioma_mibitof:CHOP_907_R13C8_whole_cell.tiff,871,845,,,
clustering,Piecewise Linear Fit,0.9999999947534711,0.061121438423065125,0.15164861501353213,1.0,0.4378698224852071,1.0008736558712694,0.12224287682528771,-0.5865064557646616,0.2722374726697148,,,,,glioma_mibitof:CHOP_907_R13C8_whole_cell.tiff,871,845,,,
degree,Exponential Saturation Fit,0.9999944980051808,0.002624287690652281,-0.29802428841243533,1.0,0.12078152753108348,1.0079474055218374,,,,,0.7400203861812485,264.12774136532585,0.8715335584161877,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,437,563,,,
pagerank,Piecewise Linear Fit,0.9999997900250371,0.003698856107639331,-0.1857527891582485,1.0,0.11190053285968028,1.009592083141581,0.007397712224853045,0.07726564822044872,0.0012527799913154218,,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,437,563,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,2.688880991938106e-05,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,437,563,,,
closeness,Constant Fit,,0,0,0.8081705150976909,0.0,,,,,0.6170678624460184,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,437,563,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.2189714962361499,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,437,563,,,
degree,Exponential Saturation Fit,0.9999999700249442,0.0036456586670774033,-0.34650830925251574,1.0,0.07882165605095541,1.0200477306005586,,,,,1.6742583771483193,190.12947831890398,1.5787701310198807,glioma_mibitof:CHOP_907_R13C3_whole_cell.tiff,1996,1256,,,
pagerank,Exponential Saturation Fit,0.9999867963060065,0.002524591790882099,-0.16951668059868566,1.0,0.06528662420382166,1.0113302866310647,,,,,0.00023339437748942505,274.5579521427094,0.0005717140039281065,glioma_mibitof:CHOP_907_R13C3_whole_cell.tiff,1996,1256,,,
betweenness,Michaelis-Menten Fit,0.9999999956824737,0.24548462352314832,-0.8918128629631471,1.0,1.0,1.0722805497545405,,,,,,,,glioma_mibitof:CHOP_907_R13C3_whole_cell.tiff,1996,1256,1911.6439704650095,19301.50461335165,0.0029494192195388055
closeness,Michaelis-Menten Fit,0.9999974205667677,0.0011335092843598577,0.5949646435914228,0.9665605095541401,0.09884678747940692,1.0116068232055706,,,,,,,,glioma_mibitof:CHOP_907_R13C3_whole_cell.tiff,1996,1256,-0.1818924653879895,0.001138767400649133,0.24324195240424687
clustering,Piecewise Linear Fit,0.9999998580193986,0.09452004625154697,0.09949967473793549,1.0,0.6042993630573248,1.0014459838432688,0.1890400924440742,-0.3202994719184674,0.33454426715186786,,,,,glioma_mibitof:CHOP_907_R13C3_whole_cell.tiff,1996,1256,,,
degree,Michaelis-Menten Fit,0.9999932001672833,0.007377368277397636,-0.3340984475741094,1.0,0.42445328031809143,1.0198524481367168,,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,1818,1006,1.9405258631264297,0.007626590464976922,1.9017376637853172
pagerank,Exponential Saturation Fit,0.9999882316675613,0.0033644492816236795,-0.1514706683556418,1.0,0.07852882703777336,1.0108588252951805,,,,,0.00026462630636970116,206.02088028334543,0.0007412100645291943,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,1818,1006,,,
betweenness,Piecewise Linear Fit,0.9999993584218054,0.11753183129351366,-1.2049923893047443,1.0,0.679920477137177,1.0348127101294873,0.23506366294085992,0.066433573045896,-0.0013283011988228775,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,1818,1006,,,
closeness,Michaelis-Menten Fit,0.9999999865733027,0.07409429867213783,0.4407588275534826,0.9771371769383698,1.0,1.0210189981178908,,,,,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,1818,1006,-0.2318694942207684,0.11029232541820022,0.30457150068509947
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.38285761620751685,,,,glioma_mibitof:CHOP_1101_R1C3_whole_cell.tiff,1818,1006,,,
degree,Piecewise Linear Fit,0.999999999999987,0.24762543489663444,0.07009953915427115,1.0,0.9994972347913524,1.002966628399804,0.4952508697607845,-1.5245550396120013,5.76298346271423,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5502,1989,,,
pagerank,Piecewise Linear Fit,0.9999967749760762,0.005864639014666528,-0.13108843014396768,1.0,0.08748114630467571,1.022958278515783,0.011729278145854978,0.010066155573802327,0.0003913056238942354,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5502,1989,,,
betweenness,Piecewise Linear Fit,0.9999999999998838,0.24762543487813468,-0.9746352537646958,1.0,0.9994972347913524,1.0932624850016723,0.4952508703172697,0.0882799610733974,0.0005689128614330648,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5502,1989,,,
closeness,Piecewise Linear Fit,0.9999999555452108,0.15719882398688825,-0.2567223888426482,0.9959778783308195,0.8778394750126199,1.0067045144287117,0.3143976484418245,0.06717209583932666,0.03057211591911135,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5502,1989,,,
clustering,Michaelis-Menten Fit,0.9999999441546323,0.00960199402521863,0.17393507807535996,1.0,0.6591251885369532,1.0201992802227178,,,,,,,,glioma_mibitof:CHOP_907_R11C1_whole_cell.tiff,5502,1989,-0.1805609817018939,0.009989343633032484,0.5972802468079345
degree,Exponential Saturation Fit,0.999998134480088,0.004085295527849169,-0.35548671712832286,1.0,0.11969696969696969,1.0149060945239163,,,,,1.3049724896805734,169.66879770586496,1.1829866811058585,glioma_mibitof:CHOP_907_R1C14_whole_cell.tiff,794,660,,,
pagerank,Exponential Saturation Fit,0.9999876646016231,0.0026469447733455153,-0.2076992309154786,1.0,0.09090909090909091,1.0141263798498965,,,,,0.000530685399745649,261.8668130534358,0.001012190627132329,glioma_mibitof:CHOP_907_R1C14_whole_cell.tiff,794,660,,,
betweenness,Piecewise Linear Fit,0.9999969444056052,0.0652934978602692,-0.9767487180100747,1.0,0.4621212121212121,1.0166042102710473,0.13058700693335035,0.00116462308065678,1.810120230811928e-06,,,,,glioma_mibitof:CHOP_907_R1C14_whole_cell.tiff,794,660,,,
closeness,Piecewise Linear Fit,0.9999974744216148,0.024584774826989262,0.19767117031227274,0.9212121212121213,0.19901315789473684,1.0205571317314115,0.04916954965289743,-4.548051606416766,0.6774634678615787,,,,,glioma_mibitof:CHOP_907_R1C14_whole_cell.tiff,794,660,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.3673809523809524,,,,glioma_mibitof:CHOP_907_R1C14_whole_cell.tiff,794,660,,,
degree,Exponential Saturation Fit,0.9999999952445354,0.00544030678185225,-0.2888746597530583,1.0,0.13092852371409486,1.0146502002584896,,,,,2.663667727644468,127.40957602512418,3.2785873650467012,glioma_mibitof:CHOP_1101_R5C2_whole_cell.tiff,4321,1497,,,
pagerank,Exponential Saturation Fit,0.9999924554318693,0.002423399739234026,-0.11933886006690342,1.0,0.07949231796927188,1.008345274715249,,,,,0.00014374099197936733,286.0223485391593,0.0005303682884469098,glioma_mibitof:CHOP_1101_R5C2_whole_cell.tiff,4321,1497,,,
betweenness,Piecewise Linear Fit,0.9999998474568248,0.18992246766736567,-1.0269122378592421,1.0,0.9278557114228457,1.0214429158222917,0.37984493655844936,0.03104023265492952,-0.000154496248143224,,,,,glioma_mibitof:CHOP_1101_R5C2_whole_cell.tiff,4321,1497,,,
closeness,Michaelis-Menten Fit,0.9999999331056622,0.1284609107322398,0.569490934929664,0.9772879091516367,1.0,1.0338300459997287,,,,,,,,glioma_mibitof:CHOP_1101_R5C2_whole_cell.tiff,4321,1497,-0.32081475664418824,0.2691180304918613,0.2856761315693707
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5940521559465329,,,,glioma_mibitof:CHOP_1101_R5C2_whole_cell.tiff,4321,1497,,,
degree,Piecewise Linear Fit,0.9999997032034065,0.15851271589033103,0.3276950701618069,1.0,0.9042145593869731,1.0203908165382016,0.3170254317684345,-2.592740620488252,1.6651432976208491,,,,,glioma_mibitof:CHOP_907_R2C1_whole_cell.tiff,347,522,,,
pagerank,Michaelis-Menten Fit,0.9999998135931435,0.24090804652416048,0.14099619887492829,1.0,1.0,1.0021410624251719,,,,,,,,glioma_mibitof:CHOP_907_R2C1_whole_cell.tiff,347,522,-4.25016338165665,4023.164690368474,0.002059396155942711
betweenness,Piecewise Linear Fit,0.9999997624261876,0.11272983731461797,0.8796075845607254,1.0,0.7873563218390804,1.0125372636212455,0.22545964285057707,-0.0007094688158801315,0.00017090321256061483,,,,,glioma_mibitof:CHOP_907_R2C1_whole_cell.tiff,347,522,,,
closeness,Piecewise Linear Fit,0.9999997760225506,0.14916584884855014,-0.15928538428587694,0.7068965517241379,0.9159891598915989,1.0120505739868026,0.29833169774132884,0.6745236377867536,0.5310546885369706,,,,,glioma_mibitof:CHOP_907_R2C1_whole_cell.tiff,347,522,,,
clustering,Piecewise Linear Fit,0.9999996704102965,0.14558127307407945,0.7093773260134687,1.0,0.8812260536398467,1.018494023545546,0.2911625461020157,-0.6309971653132587,0.22135715123248265,,,,,glioma_mibitof:CHOP_907_R2C1_whole_cell.tiff,347,522,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,1.1662971175166297,,,,glioma_mibitof:CHOP_907_R2C14_whole_cell.tiff,263,451,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.00221729490022173,,,,glioma_mibitof:CHOP_907_R2C14_whole_cell.tiff,263,451,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,7.045302281328138e-06,,,,glioma_mibitof:CHOP_907_R2C14_whole_cell.tiff,263,451,,,
closeness,Constant Fit,,0,0,0.6895787139689579,0.0,,,,,0.7803049167708922,,,,glioma_mibitof:CHOP_907_R2C14_whole_cell.tiff,263,451,,,
clustering,Piecewise Linear Fit,0.9999991088355141,0.06322209307887941,0.2599899018319374,1.0,0.5121951219512195,1.0016469813972755,0.1264441861416953,-0.7871513278489878,0.24117799841071752,,,,,glioma_mibitof:CHOP_907_R2C14_whole_cell.tiff,263,451,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,2.3559510567296997,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,1059,899,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0011123470522803117,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,1059,899,,,
betweenness,Piecewise Linear Fit,0.9999929760926571,0.1492171994364353,-1.0547054320980997,1.0,0.8264738598442715,1.0458465851005039,0.2984344358762399,0.0008065060149143237,-6.242079534372391e-06,,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,1059,899,,,
closeness,Piecewise Linear Fit,0.9999998396380244,0.16426111354880546,0.19478720047249426,0.9110122358175751,0.8791208791208791,1.0161321591168389,0.32852222702853445,-0.4755924296328832,0.47918127758580176,,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,1059,899,,,
clustering,Piecewise Linear Fit,0.9999999383813074,0.01827096071247097,0.22753053970087,1.0,0.20244716351501668,1.0085519074517995,0.036541921424175,-4.764730047203136,0.46966942886353086,,,,,glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,1059,899,,,
degree,Michaelis-Menten Fit,0.9999988792092245,0.0037033530346091666,-0.18091310942400682,1.0,0.3208489388264669,1.0035792762676918,,,,,,,,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,762,801,0.6062941696591106,0.003762357323002333,1.3616556949259404
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0012484394506866415,,,,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,762,801,,,
betweenness,Piecewise Linear Fit,0.9999974672759367,0.1475113960573054,-1.2698767905871415,1.0,0.8614232209737828,1.031211778751174,0.2950228116467671,0.0015104466102490324,-4.735167983756033e-05,,,,,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,762,801,,,
closeness,Piecewise Linear Fit,0.9999999876068344,0.08269114602503547,0.10674811626148036,0.8888888888888888,0.5674157303370787,1.0047315809545294,0.16538229202180363,-0.5850669259575035,0.5015949209596787,,,,,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,762,801,,,
clustering,Michaelis-Menten Fit,0.9999999114253942,0.2361388562515449,0.31053031975926154,1.0,1.0,1.0007943707548883,,,,,,,,glioma_mibitof:CHOP_907_R12C8_whole_cell.tiff,762,801,-5620.985672478862,24827.012789484223,0.2256287292429593
degree,Michaelis-Menten Fit,0.9999934112366438,0.0008931096246566954,-0.316379690703286,1.0,0.13793103448275862,1.0067473754764389,,,,,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,1088,812,1.3287470391234795,0.0008964224298967512,1.4328936455598362
pagerank,Piecewise Linear Fit,0.999999921098664,0.12114887333859388,0.04266214016789565,1.0,0.7746305418719212,1.0004562632325533,0.2422976909270795,-0.0004346139436775675,0.0012868380220974966,,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,1088,812,,,
betweenness,Piecewise Linear Fit,0.99999965637687,0.08819746327439987,-0.7512394519908698,1.0,0.6539408866995073,1.0116972557256947,0.17639492891837302,0.007444164205034953,0.00021740777036374247,,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,1088,812,,,
closeness,Constant Fit,,0,0,0.8916256157635468,0.0,,,,,0.36633619400193257,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,1088,812,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.3498328641801548,,,,glioma_mibitof:CHOP_907_R12C14_whole_cell.tiff,1088,812,,,
degree,Michaelis-Menten Fit,0.9999920996294347,0.0009418427004360623,-0.4341546750016251,1.0,0.06241519674355495,1.0100372990355606,,,,,,,,glioma_mibitof:CHOP_907_R2C9_whole_cell.tiff,1213,737,2.0342747337219045,0.0009457215073976187,1.3229380201048062
pagerank,Exponential Saturation Fit,0.9999967213431792,0.0015884978864264042,-0.1386276742310155,1.0,0.037991858887381276,1.0034419517733764,,,,,0.00033242255247215003,436.3536682428225,0.0010327648317213394,glioma_mibitof:CHOP_907_R2C9_whole_cell.tiff,1213,737,,,
betweenness,Piecewise Linear Fit,0.9999987672216225,0.13273888509057416,-0.6441298984411018,1.0,0.7177747625508819,1.0125271674285188,0.26547777166426667,0.01789997258485483,0.0013127092979299097,,,,,glioma_mibitof:CHOP_907_R2C9_whole_cell.tiff,1213,737,,,
closeness,Michaelis-Menten Fit,0.9999909494836042,9.99995646097704e-07,0.48924337918912764,0.9647218453188603,0.014064697609001406,1.0110562652993762,,,,,,,,glioma_mibitof:CHOP_907_R2C9_whole_cell.tiff,1213,737,-0.26457474650239027,1.0000000000054953e-06,0.4026782459760348
clustering,Piecewise Linear Fit,0.9999991451354013,0.0377156707125499,0.17876038807128392,1.0,0.1994572591587517,1.0039624860411664,0.07543134142077199,-1.7429564112507774,0.43347355319899983,,,,,glioma_mibitof:CHOP_907_R2C9_whole_cell.tiff,1213,737,,,
degree,Michaelis-Menten Fit,0.9999998669093462,0.24063747851855347,0.16461867682753165,1.0,1.0,1.0033615227502657,,,,,,,,glioma_mibitof:CHOP_907_R2C13_whole_cell.tiff,1048,766,-2095.0058917381043,1186.9445975840104,3.0042403454423314
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0013054830287206264,,,,glioma_mibitof:CHOP_907_R2C13_whole_cell.tiff,1048,766,,,
betweenness,Piecewise Linear Fit,0.9999999698247459,0.11838486733489642,0.4417995207839221,1.0,0.7506527415143603,1.0046273969452837,0.23676970756324237,-0.0008734779262721223,0.00033746415426854704,,,,,glioma_mibitof:CHOP_907_R2C13_whole_cell.tiff,1048,766,,,
closeness,Piecewise Linear Fit,0.9999999999967862,0.23872548588269651,-0.13714959026825949,0.8759791122715405,0.9955290611028316,1.0024170204736473,0.47745097194654856,0.2635589569215866,0.3958380707821306,,,,,glioma_mibitof:CHOP_907_R2C13_whole_cell.tiff,1048,766,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.4106962011009008,,,,glioma_mibitof:CHOP_907_R2C13_whole_cell.tiff,1048,766,,,
degree,Piecewise Linear Fit,0.9999997136814733,0.053887252311589515,0.10983882597914092,1.0,0.43847874720357943,1.0079168363656061,0.1077745046206833,-4.318388684977441,2.3513203389273745,,,,,glioma_mibitof:CHOP_907_R3C10_whole_cell.tiff,898,894,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0011185682326621926,,,,glioma_mibitof:CHOP_907_R3C10_whole_cell.tiff,898,894,,,
betweenness,Michaelis-Menten Fit,0.9999999993367368,0.018792126747049706,-0.726578497033706,1.0,0.9519015659955258,1.0048351712454406,,,,,,,,glioma_mibitof:CHOP_907_R3C10_whole_cell.tiff,898,894,9.227311320462551e-05,0.02040756805292091,1.664629981305456e-05
closeness,Constant Fit,,0,0,0.9093959731543624,0.0,,,,,0.4111210863563689,,,,glioma_mibitof:CHOP_907_R3C10_whole_cell.tiff,898,894,,,
clustering,Piecewise Linear Fit,0.9999993763637232,0.028500232633882093,0.47215598531199665,1.0,0.2796420581655481,1.0365571233014115,0.05700046526654834,-4.688106069882285,0.4165951059467692,,,,,glioma_mibitof:CHOP_907_R3C10_whole_cell.tiff,898,894,,,
degree,Piecewise Linear Fit,0.9999993251974124,0.11372548992007346,0.18661832923306515,1.0,0.7318132464712269,1.0235950194174488,0.22745097983402723,-3.716744283424217,2.687678108998653,,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,1021,921,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0010857763300760044,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,1021,921,,,
